name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,
"Patch14_ 9                                                          ",158.961,-9.635,158.527,-9.496,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_ 9                                                          ",28.439,35.398,28.128,35.031,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_10                                                          ",158.527,-9.496,158.122,-9.29,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_10                                                          ",28.128,35.031,27.749,34.713,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_11                                                          ",158.122,-9.29,157.733,-9.054,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_11                                                          ",27.749,34.713,27.279,34.498,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_12                                                          ",157.733,-9.054,157.334,-8.837,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_12                                                          ",27.279,34.498,26.759,34.38,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_13                                                          ",157.334,-8.837,156.926,-8.639,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_13                                                          ",26.759,34.38,26.223,34.319,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_14                                                          ",156.926,-8.639,156.529,-8.433,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_14                                                          ",26.223,34.319,25.683,34.324,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_15                                                          ",25.683,34.324,25.142,34.334,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_15a                                                         ",156.529,-8.433,156.324,-8.207,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_15b                                                         ",156.324,-8.207,156.23,-8.103,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_16                                                          ",156.23,-8.103,155.909,-7.778,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_16                                                          ",25.142,34.334,24.6,34.35,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_17                                                          ",155.909,-7.778,155.53,-7.53,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_17                                                          ",24.6,34.35,24.069,34.431,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_18                                                          ",24.069,34.431,23.55,34.562,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_18a                                                         ",155.53,-7.53,155.376,-7.467,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_18b                                                         ",155.376,-7.467,155.112,-7.358,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_19                                                          ",155.112,-7.358,154.768,-7.089,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_19                                                          ",23.55,34.562,23.059,34.753,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_20                                                          ",154.768,-7.089,154.472,-6.748,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_20                                                          ",23.059,34.753,22.645,35.045,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_21                                                          ",154.472,-6.748,154.142,-6.441,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_21                                                          ",22.645,35.045,22.277,35.378,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_22                                                          ",154.142,-6.441,153.79,-6.159,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_22                                                          ",22.277,35.378,21.923,35.721,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_23                                                          ",153.79,-6.159,153.423,-5.901,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_23                                                          ",21.923,35.721,21.581,36.075,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_24                                                          ",153.423,-5.901,153.014,-5.718,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_24                                                          ",21.581,36.075,21.24,36.429,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_25                                                          ",153.014,-5.718,152.573,-5.661,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_25                                                          ",21.24,36.429,20.898,36.784,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_26                                                          ",152.573,-5.661,152.148,-5.805,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_26                                                          ",20.898,36.784,20.573,37.151,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_27                                                          ",152.148,-5.805,151.753,-6.014,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_27                                                          ",20.573,37.151,20.307,37.545,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_28                                                          ",151.753,-6.014,151.396,-6.285,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_28                                                          ",20.307,37.545,20.178,37.981,150,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_29                                                          ",151.396,-6.285,151.013,-6.518,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_29                                                          ",20.178,37.981,20.193,38.429,30,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,14,1,0,0,
"Patch14_30                                                          ",151.013,-6.518,150.608,-6.71,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_31                                                          ",150.608,-6.71,150.188,-6.868,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_32                                                          ",150.188,-6.868,149.749,-6.954,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_33                                                          ",149.749,-6.954,149.311,-7.042,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_34                                                          ",149.311,-7.042,148.909,-7.236,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_35                                                          ",148.909,-7.236,148.501,-7.388,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_36                                                          ",148.501,-7.388,148.06,-7.324,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_37                                                          ",148.06,-7.324,147.643,-7.171,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_38                                                          ",147.643,-7.171,147.262,-6.949,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_39a                                                         ",147.262,-6.949,147.178,-6.82,140,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_39b                                                         ",147.178,-6.82,146.863,-6.62,140,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_add                                                         ",161.218,-11.161,161.65,-11.31,160,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch14_new                                                         ",146.647,-6.542,146.863,-6.62,140,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,45,20,1,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch15_3                                                           ",170.13,-22.6,168.879,-21.25,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_4                                                           ",168.879,-21.25,167.958,-19.673,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_5                                                           ",167.958,-19.673,167.335,-17.977,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_6a                                                          ",167.335,-17.977,167.004,-17.313,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_6ba                                                         ",167.004,-17.313,166.811,-16.92,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_6bb                                                         ",166.811,-16.92,166.535,-16.369,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch15_7                                                           ",166.535,-16.369,166.27,-14.63,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch16_ 1                                                          ",75.456,32.506,75.717,31.941,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 2                                                          ",166.223,-14.117,166.27,-14.63,155,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 2                                                          ",91.9,26.814,91.623,26.752,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 3                                                          ",91.623,26.752,91.444,26.757,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 4                                                          ",91.444,26.757,91.27,26.741,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 5                                                          ",91.27,26.741,91.095,26.755,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 6                                                          ",91.095,26.755,90.881,26.74,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 7                                                          ",90.881,26.74,90.67,26.751,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 8                                                          ",90.67,26.751,90.469,26.743,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_ 9                                                          ",90.469,26.743,90.262,26.754,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_1                                                           ",170.321,-22.702,170.13,-22.6,150,100,0,0,0,0,0,0,0,0,40,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,15,1,0,0,
"Patch16_10                                                          ",90.262,26.754,90.052,26.755,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_11                                                          ",90.052,26.755,89.848,26.738,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_12                                                          ",89.848,26.738,89.629,26.75,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,4,3,1,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_13                                                          ",89.629,26.75,89.41,26.757,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_14                                                          ",89.41,26.757,89.171,26.742,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_15                                                          ",89.171,26.742,89.007,26.76,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_16                                                          ",89.007,26.76,88.822,26.769,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_17                                                          ",166.223,-14.117,166.073,-13.45,155,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_17                                                          ",88.822,26.769,88.636,26.779,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_18                                                          ",166.073,-13.45,165.895,-12.791,155,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_18                                                          ",88.636,26.779,88.45,26.788,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_19                                                          ",165.895,-12.791,165.717,-12.132,155,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_19                                                          ",88.45,26.788,88.264,26.797,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,8,8,1,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_20                                                          ",165.717,-12.132,165.387,-11.538,155,100,0,0,0,0,0,0,0,0,30,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_20                                                          ",88.264,26.797,88.074,26.735,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_21                                                          ",165.387,-11.538,164.81,-11.18,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0,
"Patch16_21                                                          ",88.074,26.735,87.897,26.65,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_22                                                          ",87.897,26.65,87.716,26.722,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_23                                                          ",87.716,26.722,87.528,26.752,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_24                                                          ",87.528,26.752,87.338,26.77,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_25                                                          ",87.338,26.77,87.142,26.819,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_26                                                          ",87.142,26.819,86.969,26.737,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_27                                                          ",86.969,26.737,86.807,26.634,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_28                                                          ",86.807,26.634,86.607,26.651,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_29                                                          ",86.607,26.651,86.506,26.802,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_30                                                          ",86.506,26.802,86.314,26.853,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_31                                                          ",86.314,26.853,86.121,26.911,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_32                                                          ",86.121,26.911,85.928,26.969,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_33                                                          ",85.928,26.969,85.758,27.069,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_34                                                          ",85.758,27.069,85.561,27.107,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_35                                                          ",85.561,27.107,85.363,27.147,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_36                                                          ",85.363,27.147,85.177,27.222,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_37                                                          ",85.177,27.222,84.985,27.283,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,21,1.5,1,-21,1.5,0,15,5,0,0,0,16,1,0,0,
"Patch16_38                                                          ",84.985,27.283,84.782,27.302,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_39                                                          ",84.782,27.302,84.579,27.317,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_40                                                          ",84.579,27.317,84.375,27.305,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_41                                                          ",84.375,27.305,84.174,27.28,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_42                                                          ",84.174,27.28,83.989,27.356,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_43                                                          ",83.989,27.356,83.835,27.472,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_44                                                          ",83.835,27.472,83.702,27.609,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_45                                                          ",83.702,27.609,83.511,27.671,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_46                                                          ",83.511,27.671,83.31,27.703,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_47                                                          ",83.31,27.703,83.111,27.745,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_48                                                          ",83.111,27.745,82.906,27.744,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_49                                                          ",82.906,27.744,82.705,27.714,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_50                                                          ",82.705,27.714,82.51,27.657,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_51                                                          ",82.51,27.657,82.338,27.736,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_52                                                          ",82.338,27.736,82.195,27.866,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_53                                                          ",82.195,27.866,82.004,27.915,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_54                                                          ",82.004,27.915,81.817,27.961,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_55                                                          ",81.817,27.961,81.748,28.129,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_56                                                          ",81.748,28.129,81.669,28.292,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_57                                                          ",81.669,28.292,81.475,28.35,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_58                                                          ",81.475,28.35,81.352,28.485,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_59                                                          ",81.352,28.485,81.253,28.637,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_60                                                          ",81.253,28.637,81.082,28.738,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_61                                                          ",81.082,28.738,80.881,28.774,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_62                                                          ",80.881,28.774,80.684,28.827,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_63                                                          ",80.684,28.827,80.498,28.905,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_64                                                          ",80.498,28.905,80.315,28.989,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_65                                                          ",80.315,28.989,80.133,29.074,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_66                                                          ",80.133,29.074,79.936,29.144,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_67                                                          ",79.936,29.144,79.739,29.212,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_68                                                          ",79.739,29.212,79.541,29.282,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_69                                                          ",79.541,29.282,79.343,29.35,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_70                                                          ",79.343,29.35,79.145,29.418,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
"Patch16_71                                                          ",79.145,29.418,78.947,29.485,173,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,16,1,0,0,
