lon,lat,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,
243.791,34.699,FLIN_PBO,-6.025,2.158,0.3,0.5,1,0,1,
244.089,34.727,ACSO_PBO,-4.023,1.551,0.4,0.5,1,0,1,
239.991,34.733,P744_PBO,-30.539,32.045,0.3,0.2,1,0,1,
240.896,34.734,P429_PBO,-24.689,21.027,1.14,1.17,1,0,1,
261.219,34.738,WORD_GNI,-0.996,-1.457,1.1,1.1,1,0,1,
239.721,34.739,P505_PBO,-31.504,34.268,0.598,0.624,1,0,1,
242.294,34.743,TOKE_GPS,-13.129,15.444,0.737,0.733,1,0,1,
242.703,34.749,P200_PBO,-15.284,13.086,1.72,1.72,1,0,1,
243.57,34.755,P035_PBO,-8.623,4.463,0.2,0.2,1,0,1,
241.455,34.771,P719_PBO,-15.431,15.712,0.7,0.8,1,0,1,
244.34,34.784,SCH2_PBO,-3.72,1.045,0.2,0.2,1,0,1,
242.732,34.785,PIE1_PBO,-10.026,11.882,0.6,0.4,1,0,1,
241.152,34.792,P706_PBO,-19.632,19.319,1.4,1.4,1,0,1,
239.743,34.798,P265_PBO,-31.031,34.814,1.26,1.16,1,0,1,
241.107,34.8,P225_PBO,-20.907,19.999,1.01,1.03,1,0,1,
244.673,34.806,PCOL_PBO,-1.434,0.632,1.55,1.26,1,0,1,
245.396,34.807,P379_PBO,-2.714,1.286,1.11,0.98,1,0,1,
241.459,34.822,P117_PBO,-16.529,17.812,0.4,0.5,1,0,1,
240.286,34.823,P431_PBO,-28.409,29.722,0.89,0.92,1,0,1,
243.664,34.829,P055_PBO,-7.321,2.961,0.2,0.2,1,0,1,
242.83,34.834,P199_PBO,-11.715,13.762,1.59,1.73,1,0,1,
241.121,34.835,P057_PBO,-19.73,17.319,0.4,0.5,1,0,1,
241.382,34.839,P116_PBO,-15.629,16.113,0.6,0.6,1,0,1,
240.516,34.852,P270_PBO,-25.237,25.103,1.04,0.98,1,0,1,
240.845,34.856,P677_PBO,-22.431,17.626,1.8,2,1,0,1,
239.76,34.871,HNPS_PBO,-30.435,31.15,1.1,1.1,1,0,1,
241.807,34.875,P119_PBO,-12.826,15.804,0.2,0.2,1,0,1,
239.394,34.894,P385_PBO,-30.686,35.288,0.97,0.96,1,0,1,
243.019,34.904,P426_PBO,-10.521,11.544,0.89,0.91,1,0,1,
242.988,34.919,P026_PBO,-10.02,11.076,0.2,0.2,1,0,1,
242.306,34.925,MAWY_PBO,-11.264,14.707,0.587,0.592,1,0,1,
240.511,34.928,P222_PBO,-23.616,23.373,1.2,1.14,1,0,1,
241.344,34.944,SPIC_PBO,-16.026,14.014,0.6,0.5,1,0,1,
253.541,34.946,Z231_GPS,-1.091,0.027,0.3,0.3,1,0,1,
241.17,34.946,FRED_PBO,-17.326,16.818,0.2,0.3,1,0,1,
239.7,34.96,P229_PBO,-29.106,34.176,1.53,1.43,1,0,1,
240.568,34.96,P262_PBO,-21.149,21.191,0.9,0.91,1,0,1,
242.792,34.975,SNI1_GPS,-9.224,12.368,0.723,0.725,1,0,1,
241.811,34.982,P050_PBO,-11.115,15.289,0.492,0.498,1,0,1,
242.136,34.985,TSWY_GPS,-11.569,15.029,0.702,0.702,1,0,1,
242.457,34.987,P356_PBO,-9.82,12.189,0.4,0.4,1,0,1,
241.794,34.992,VIDA_GPS,-12.529,14.86,0.805,0.802,1,0,1,
240.821,35.002,CHAB_PBO,-15.354,17.63,1.07,1.1,1,0,1,
240.162,35.003,P213_PBO,-27.296,28.747,0.98,1,1,0,1,
242.471,35.007,P440_PBO,-8.908,13.775,1.96,1.48,1,0,1,
241.016,35.011,P455_PBO,-17.225,16.522,0.2,0.3,1,0,1,
239.59,35.011,SLMS_PBO,-29.231,32.354,1.3,1.3,1,0,1,
241.513,35.033,P701_PBO,-14.194,14.873,1.11,1.2,1,0,1,
240.24,35.036,PUPU_PBO,-25.799,25.904,0.89,0.92,1,0,1,
241.994,35.039,P049_PBO,-10.02,12.999,1.2,1.2,1,0,1,
242.427,35.072,P716_PBO,-9.417,11.889,0.5,0.5,1,0,1,
243.585,35.072,P206_PBO,-6.181,2.063,1.09,1.14,1,0,1,
239.933,35.076,P344_PBO,-27.4,30.696,0.94,0.93,1,0,1,
242.409,35.083,THUN_GPS,-10.772,13.997,1.33,1.32,1,0,1,
241.492,35.086,WAS2_GPS,-12.328,14.733,0.7,0.7,1,0,1,
241.843,35.087,P695_PBO,-10.619,14.4,0.97,1,1,0,1,
241.34,35.089,P696_PBO,-13.584,14.7,1.22,1.31,1,0,1,
243.06,35.09,P052_PBO,-7.614,9.275,0.2,0.2,1,0,1,
239.617,35.106,OPBL_PBO,-30.028,30.554,0.6,0.6,1,0,1,
242.102,35.115,TURN_GPS,-10.842,14.191,0.707,0.709,1,0,1,
241.705,35.121,P697_PBO,-11.336,14.025,1.21,1.32,1,0,1,
252.12,35.132,SHOS_GPS,-0.987,0.461,1.2,0.9,1,0,1,
241.591,35.134,WILL_PBO,-10.199,13.55,1.08,1.21,1,0,1,
241.33,35.138,P698_PBO,-13.951,13.44,0.99,1.08,1,0,1,
241.388,35.139,P108_PBO,-13.519,12.213,1.2,1.2,1,0,1,
244.598,35.142,SEYM_GPS,-2.375,0.701,0.709,0.707,1,0,1,
243.896,35.142,ECSD_PBO,-4.709,0.155,0.5,0.6,1,0,1,
241.984,35.152,P460_PBO,-10.116,12.6,0.5,0.4,1,0,1,
240.652,35.157,P080_PBO,-18.321,14.63,0.2,0.2,1,0,1,
241.585,35.158,HWUT_PBO,-12.517,13.109,0.2,0.2,1,0,1,
244.634,35.163,GS02_GPS,-3.605,0.038,0.6,0.5,1,0,1,
242.958,35.168,SKYO_GPS,-10.024,10.569,1.35,1.36,1,0,1,
244.35,35.205,BRMU_PBO,-4.805,0.045,0.9,1,1,0,1,
243.237,35.205,RG22_PBO,-6.509,5.371,1.1,1.1,1,0,1,
242.495,35.213,STRI_GLA,-9.901,12.249,1.32,1.32,1,0,1,
242.683,35.214,SPAT_GPS,-9.331,12.163,1.32,1.32,1,0,1,
241.068,35.223,WINT_PBO,-12.85,11.241,1.16,1.25,1,0,1,
241.918,35.225,UILA_GPS,-11.608,13.572,0.705,0.705,1,0,1,
239.899,35.235,P621_PBO,-26.222,28.747,1.9,1.9,1,0,1,
241.375,35.274,P694_PBO,-12.295,12.778,0.96,1.02,1,0,1,
239.975,35.28,P506_PBO,-24.62,26.346,1.3,1.4,1,0,1,
243.92,35.287,CHUR_PBO,-4.903,1.155,0.2,0.2,1,0,1,
244.762,35.291,GS15_GPS,-3.4,0.035,0.6,0.5,1,0,1,
239.339,35.312,P600_PBO,-28.822,34.86,0.4,0.5,1,0,1,
240.065,35.317,P501_PBO,-22.018,23.644,1.2,1.4,1,0,1,
240.287,35.319,P614_PBO,-16.017,17.038,1.2,1.3,1,0,1,
243.428,35.321,RG19_PBO,-5.004,2.866,1.1,1.1,1,0,1,
239.455,35.328,MINE_PBO,-27.421,33.257,1.4,1.4,1,0,1,
243.112,35.331,P370_PBO,-5.007,7.375,0.395,0.396,1,0,1,
243.109,35.332,P198_PBO,-5.007,7.375,0.395,0.396,1,0,1,
242.308,35.337,TOBY_GPS,-8.855,12.474,0.686,0.687,1,0,1,
242.317,35.339,NRWY_PBO,-8.608,11.892,0.2,0.2,1,0,1,
247.545,35.342,L166_GPS,-2.39,0.47,0.3,0.2,1,0,1,
239.701,35.346,P693_PBO,-25.74,30.556,1.14,1.08,1,0,1,
239.168,35.359,P264_PBO,-28.812,36.108,0.82,0.86,1,0,1,
242.386,35.366,P412_PBO,-7.998,11.529,1.35,1.15,1,0,1,
242.837,35.375,SMLT_GPS,-6.795,11.52,1.3,1.29,1,0,1,
239.302,35.386,P703_PBO,-27.448,34.942,0.92,0.96,1,0,1,
243.709,35.397,SHIN_GPS,-5.139,0.291,1.32,1.3,1,0,1,
240.606,35.398,CPXX_PBO,-13.59,13.059,0.88,0.88,1,0,1,
240.234,35.414,P261_PBO,-13.755,16.684,1.39,1.19,1,0,1,
240.579,35.419,NDAP_PBO,-13.812,12.132,0.7,0.6,1,0,1,
241.246,35.421,P086_PBO,-12.609,10.017,0.4,0.4,1,0,1,
243.111,35.425,RG07_PBO,-6.511,6.274,0.246,0.259,1,0,1,
243.448,35.426,SHUS_GPS,-4.634,1.925,1.42,1.37,1,0,1,
242.039,35.426,U727_GPS,-11.198,11.82,0.705,0.707,1,0,1,
239.192,35.426,P486_PBO,-29.918,34.063,1.6,1.6,1,0,1,
242.415,35.429,THR3_GPS,-9.122,12.012,0.747,0.75,1,0,1,
242.667,35.434,SPN1_GPS,-8.219,10.032,0.704,0.705,1,0,1,
239.646,35.44,P504_PBO,-27.016,30.153,1.2,1.2,1,0,1,
239.427,35.456,P699_PBO,-27.432,33.707,0.87,0.91,1,0,1,
242.294,35.47,TOMB_GPS,-9.687,11.689,0.7,0.702,1,0,1,
244.456,35.473,ABER_GPS,-3.995,0.042,0.6,0.5,1,0,1,
241.9,35.494,UPSA_GPS,-11.46,11.698,0.7,0.702,1,0,1,
242.294,35.513,P341_PBO,-9.085,11.262,1.38,1.36,1,0,1,
239.887,35.52,P700_PBO,-20.827,25.478,0.95,0.92,1,0,1,
242.851,35.522,SMEL_GPS,-6.988,8.215,0.698,0.698,1,0,1,
239.888,35.534,P102_PBO,-22.011,23.748,1.2,1.2,1,0,1,
244.577,35.541,P414_PBO,-1.892,1.626,1.22,1.53,1,0,1,
239.652,35.544,CRRS_PBO,-24.912,29.853,1.2,1.2,1,0,1,
238.997,35.552,HCMN_PBO,-29.415,34.268,0.6,1.7,1,0,1,
239.547,35.552,SLAC_PBO,-25.419,32.082,0.84,0.87,1,0,1,
242.329,35.565,CAST_PBO,-9.5,10.492,0.2,0.2,1,0,1,
242.443,35.569,T739_GPS,-9.729,10.485,0.7,0.702,1,0,1,
239.999,35.575,P224_PBO,-16.365,19.304,0.96,0.92,1,0,1,
239.707,35.583,P655_PBO,-24.155,29.526,1.42,1.03,1,0,1,
242.541,35.584,STJO_GPS,-8.703,10.695,1.34,1.36,1,0,1,
242.13,35.584,TUCK_GPS,-10.971,11.22,0.702,0.704,1,0,1,
240.146,35.603,P534_PBO,-12.631,15.518,0.92,0.89,1,0,1,
239.739,35.605,P691_PBO,-23.409,27.394,0.83,0.86,1,0,1,
239.654,35.607,SEDR_PBO,-24.847,30.578,1.09,1.01,1,0,1,
242.801,35.615,SNDR_GPS,-7.484,7.983,0.7,0.702,1,0,1,
239.52,35.625,P601_PBO,-25.91,31.456,0.5,0.8,1,0,1,
239.733,35.634,P611_PBO,-22.809,27.751,0.3,0.4,1,0,1,
239.13,35.636,P480_PBO,-26.911,35.465,0.5,1.3,1,0,1,
242.188,35.647,P438_PBO,-9.495,11.416,0.93,0.94,1,0,1,
242.26,35.66,TONA_GPS,-9.932,11.302,0.702,0.702,1,0,1,
241.526,35.662,MPUT_PBO,-11.786,10.431,0.594,0.579,1,0,1,
238.716,35.665,P692_PBO,-29.395,37.577,1,1.01,1,0,1,
241.965,35.668,UCD1_GPS,-10.929,11.659,0.733,0.738,1,0,1,
239.999,35.687,P499_PBO,-13.206,14.645,0.5,0.6,1,0,1,
239.158,35.697,CDMT_PBO,-27.109,33.764,0.3,0.7,1,0,1,
242.597,35.698,P721_PBO,-8.194,7.686,0.6,0.6,1,0,1,
239.818,35.703,P507_PBO,-15.306,18.949,0.4,0.4,1,0,1,
238.939,35.711,P741_PBO,-29.21,35.569,0.6,0.7,1,0,1,
240.262,35.731,P511_PBO,-12.103,11.239,0.5,0.6,1,0,1,
242.458,35.74,SUAA_GPS,-8.598,8.733,1.17,1.17,1,0,1,
240.763,35.744,GOSH_PBO,-14.3,7.828,0.7,1.4,1,0,1,
241.412,35.745,WELK_GPS,-11.829,10.553,0.689,0.689,1,0,1,
239.629,35.748,P075_PBO,-22.805,29.153,1.1,1.1,1,0,1,
239.395,35.754,NBPS_PBO,-26.506,31.659,1.4,1.4,1,0,1,
242.599,35.769,SPRO_GPS,-7.725,8.2,0.7,0.7,1,0,1,
239.249,35.792,SHOS_PBO,-27.005,33.462,0.4,0.5,1,0,1,
239.869,35.801,P498_PBO,-12.402,13.548,0.7,0.8,1,0,1,
242.672,35.813,SPIL_GPS,-6.676,6.721,0.709,0.711,1,0,1,
239.406,35.829,P618_PBO,-25.403,31.959,0.4,0.4,1,0,1,
239.557,35.833,OAES_PBO,-23.602,28.855,0.4,0.3,1,0,1,
242.031,35.845,U73H_GPS,-9.902,11.221,0.735,0.737,1,0,1,
239.521,35.867,BKAP_PBO,-23.201,29.556,0.4,0.3,1,0,1,
243.7,35.867,P204_PBO,-3.537,2.558,1.05,1.09,1,0,1,
241.926,35.878,P680_PBO,-9.99,11.501,0.3,0.6,1,0,1,
239.569,35.888,P074_PBO,-21.993,28.043,0.589,0.762,1,0,1,
239.953,35.889,CPXF_PBO,-8.686,16.016,0.94,0.93,1,0,1,
242.61,35.897,P722_PBO,-8.487,7.385,0.3,0.4,1,0,1,
239.527,35.9,P488_PBO,-22.6,29.156,0.5,0.4,1,0,1,
242.711,35.913,SOOS_GPS,-6.568,6.654,0.698,0.698,1,0,1,
242.518,35.925,STOL_GPS,-8.409,7.081,0.709,0.711,1,0,1,
239.845,35.928,P496_PBO,-9.598,13.049,0.6,0.7,1,0,1,
239.093,35.933,P485_PBO,-29.601,31.566,0.5,0.3,1,0,1,
240.091,35.935,P622_PBO,-9.796,11.443,0.5,0.6,1,0,1,
239.458,35.945,P418_PBO,-23.488,30.76,0.5,0.5,1,0,1,
243.701,35.971,P043_PBO,-4.48,1.16,0.2,0.2,1,0,1,
239.448,35.974,P023_PBO,-29.398,34.258,0.5,0.6,1,0,1,
242.671,35.978,P196_PBO,-6.277,5.778,0.94,0.92,1,0,1,
238.516,35.992,P690_PBO,-29.539,36.375,1.04,1.03,1,0,1,
242.443,36.002,T758_GPS,-7.566,7.524,1.28,1.29,1,0,1,
239.706,36.016,P503_PBO,-9.195,13.552,1.6,1.6,1,0,1,
241.864,36.023,V696_GPS,-9.991,10.155,0.68,0.682,1,0,1,
239.302,36.025,P087_PBO,-32.097,31.661,1,0.4,1,0,1,
240.937,36.027,P113_PBO,-13.189,5.724,0.5,1.1,1,0,1,
252.092,36.032,SILV_GHT,-0.955,-0.338,0.5,1.1,1,0,1,
242.821,36.035,SMYC_GLA,-6.044,5.207,0.698,0.7,1,0,1,
242.056,36.045,U701_GPS,-9.03,10.689,0.752,0.771,1,0,1,
242.478,36.05,A16N_GPS,-7.28,5.84,0.4,0.39,1,0,1,
239.636,36.052,P607_PBO,-8.994,13.653,1.5,1.5,1,0,1,
242.546,36.053,STEV_GPS,-7.043,6.623,0.728,0.728,1,0,1,
238.423,36.055,SC04_PBO,-25.412,33.273,1.8,1.8,1,0,1,
242.116,36.062,TUNG_GPS,-7.775,8.371,1.1,1.11,1,0,1,
242.454,36.067,SUTB_GPS,-7.882,6.753,1.28,1.28,1,0,1,
239.457,36.089,USGC_PBO,-8.994,12.057,1.4,1.5,1,0,1,
242.328,36.094,TILL_GPS,-9.959,6.074,1.14,1.12,1,0,1,
242.368,36.107,TID3_GPS,-8.19,5.99,1.29,1.3,1,0,1,
239.56,36.123,BMHL_PBO,-9.692,11.055,1.1,1.1,1,0,1,
239.121,36.14,CTMS_PBO,-29.994,32.065,0.9,0.7,1,0,1,
242.325,36.15,TIMB_GPS,-8.914,5.348,0.731,0.738,1,0,1,
250.481,36.15,P16X_GPS,-0.753,-0.6,1.2,0.8,1,0,1,
242.59,36.159,P015_PBO,-7.078,4.886,1.2,1.3,1,0,1,
238.863,36.161,RDMT_PBO,-29.594,35.271,1,0.7,1,0,1,
241.273,36.185,WES2_GPS,-11.578,10.421,0.841,0.735,1,0,1,
242.093,36.204,TWIN_GPS,-8.833,8.021,0.696,0.698,1,0,1,
242.244,36.217,TONO_GPS,-7.475,6.811,1.15,1.13,1,0,1,
242.915,36.218,NEAH_GPS,-4.7,2.83,0.4,0.39,1,0,1,
241.233,36.231,P016_PBO,-10.681,8.517,0.5,0.9,1,0,1,
242.417,36.232,TATE_GLA,-7.588,6.121,0.768,0.789,1,0,1,
238.186,36.235,P363_PBO,-27.805,36.243,1.8,1.7,1,0,1,
242.45,36.279,T31N_GPS,-6.633,5.925,0.76,0.781,1,0,1,
238.149,36.288,P316_PBO,-27.798,34.755,1.7,1.7,1,0,1,
240.712,36.289,P345_PBO,-10.836,11.815,1,1.02,1,0,1,
242.826,36.294,SMOK_GPS,-4.505,3.881,0.678,0.682,1,0,1,
238.799,36.294,P317_PBO,-27.701,35.66,1.1,0.9,1,0,1,
239.723,36.304,GMRC_PBO,-14.085,7.451,0.3,0.3,1,0,1,
243.584,36.304,P197_PBO,-2.603,2.023,0.93,1.03,1,0,1,
242.359,36.307,TIGR_GPS,-6.582,5.536,0.673,0.669,1,0,1,
243.35,36.316,NICR_GPS,-3.591,1.061,0.594,0.594,1,0,1,
245.068,36.319,9040_GPS,-3.39,-0.29,0.38,0.37,1,0,1,
244.413,36.32,POIN_GLA,-3.52,-0.51,0.38,0.37,1,0,1,
240.771,36.324,P003_PBO,-11.98,8.127,0.4,0.6,1,0,1,
242.576,36.34,STEA_GPS,-6.362,6.102,0.747,0.763,1,0,1,
242.7,36.349,SOR4_GPS,-4.904,6.12,0.758,0.766,1,0,1,
243.525,36.397,SHLD_GPS,-3.139,1.452,0.695,0.7,1,0,1,
239.584,36.399,BEMT_PBO,-12.082,10.554,0.5,0.6,1,0,1,
242.72,36.402,SOBE_GPS,-5.299,4.383,0.733,0.733,1,0,1,
239.004,36.41,P430_PBO,-10.644,13.498,1,0.7,1,0,1,
239.019,36.417,AGMT_PBO,-12.585,12.467,1.2,1.2,1,0,1,
254.706,36.42,YELL_GPS,-1.637,0.299,0.6,0.3,1,0,1,
238.677,36.42,P187_PBO,-26.289,36.596,0.8,0.7,1,0,1,
238.865,36.426,P484_PBO,-28.885,32.871,1.1,1.1,1,0,1,
256.846,36.448,WSLR_GPS,-0.934,-0.052,0.5,0.4,1,0,1,
238.071,36.449,PTSG_PBO,-29.472,36.677,1.8,1.7,1,0,1,
243.901,36.459,GP17_GPS,-3.32,-0.26,0.38,0.37,1,0,1,
241.868,36.466,V546_GPS,-9.532,9.371,1.01,0.98,1,0,1,
238.207,36.486,P472_PBO,-29.786,35.986,0.3,0.8,1,0,1,
238.571,36.493,P324_PBO,-29.288,34.828,0.7,0.6,1,0,1,
242.388,36.497,TIBB_GPS,-6.008,5.568,1.06,1.07,1,0,1,
239.646,36.501,KTBW_PBO,-7.627,10.478,1.24,1.05,1,0,1,
242.439,36.519,TAHU_GPS,-5.476,3.964,1.06,1.06,1,0,1,
242.46,36.532,STRP_GNI,-5.742,4.442,1.06,1.05,1,0,1,
242.213,36.538,TRIA_GPS,-7.687,6.259,0.726,0.742,1,0,1,
238.372,36.54,P315_PBO,-26.406,32.588,1.8,1.8,1,0,1,
242.788,36.543,SOAM_GPS,-4.426,3.724,0.763,0.77,1,0,1,
238.812,36.56,P462_PBO,-28.581,33.572,1.1,1.1,1,0,1,
238.816,36.571,P186_PBO,-29.534,34.854,0.9,0.9,1,0,1,
242.521,36.572,STNN_GPS,-5.277,4.147,1.06,1.05,1,0,1,
243.88,36.58,MACK_GPS,-3.17,-0.32,0.38,0.37,1,0,1,
238.228,36.589,P325_PBO,-26.816,37.331,1.2,1.1,1,0,1,
241.881,36.603,V357_GPS,-8.723,8.254,0.696,0.698,1,0,1,
242.853,36.606,SLVR_GPS,-4.935,3.43,0.757,0.763,1,0,1,
238.936,36.612,P599_PBO,-11.878,7.569,1.1,1.1,1,0,1,
238.095,36.622,P002_PBO,-30.582,35.788,1.7,1.8,1,0,1,
244.021,36.633,JHRT_GPS,-3.24,-0.55,0.38,0.37,1,0,1,
254.089,36.635,YOUB_GPS,-0.73,-0.486,1.1,0.8,1,0,1,
239.381,36.635,P066_PBO,-12.175,8.559,0.5,0.3,1,0,1,
243.662,36.645,QUIL_GPS,-3.23,0.15,0.38,0.37,1,0,1,
243.837,36.69,SHEP_GPS,-1.554,1.111,0.753,0.758,1,0,1,
238.73,36.696,P313_PBO,-17.318,19.78,0.9,0.9,1,0,1,
238.334,36.698,P415_PBO,-28.375,33.499,1.4,0.8,1,0,1,
238.341,36.722,P059_PBO,-30.169,34.697,1.6,0.8,1,0,1,
243.022,36.724,SKUL_GLA,-3.242,2.544,0.718,0.725,1,0,1,
243.789,36.73,PGC4_GPS,-3.47,-0.2,0.38,0.37,1,0,1,
240.882,36.738,P420_PBO,-9.374,11.598,1.1,1.03,1,0,1,
239.643,36.739,ELKO_PBO,-11.27,9.053,0.6,0.7,1,0,1,
243.549,36.745,BEAV_GPS,-3.49,0.12,0.38,0.37,1,0,1,
243.692,36.746,HRMA_GPS,-3.33,-0.19,0.38,0.37,1,0,1,
243.234,36.747,BRIB_GPS,-3.6,0.56,0.38,0.37,1,0,1,
238.201,36.749,P169_PBO,-31.883,35.539,0.7,0.7,1,0,1,
242.454,36.759,T31N_GNI,-4.609,3.783,1.04,1.01,1,0,1,
238.25,36.763,P167_PBO,-28.173,33.425,0.6,0.5,1,0,1,
241.815,36.781,P337_PBO,-6.608,8.591,1.22,1.01,1,0,1,
238.332,36.791,P185_PBO,-28.955,33.099,0.6,0.5,1,0,1,
243.071,36.792,SKIL_GPS,-4.106,2.72,0.758,0.775,1,0,1,
238.675,36.793,P191_PBO,-12.203,12.496,0.6,0.6,1,0,1,
239.257,36.806,OPRD_PBO,-10.87,8.362,0.5,0.3,1,0,1,
243.431,36.808,CAST_GPS,-3.39,0.28,0.38,0.37,1,0,1,
243.425,36.809,SILV_GPS,-3.124,1.908,1.37,1.37,1,0,1,
238.268,36.816,TOIY_PBO,-29.374,32.484,0.8,0.4,1,0,1,
243.254,36.828,SIST_GPS,-3.074,2.929,0.779,0.797,1,0,1,
243.532,36.84,N274_GPS,-3.256,-1.988,1.014,1.016,1,0,1,
238.229,36.846,P168_PBO,-28.557,32.43,0.7,0.6,1,0,1,
243.138,36.858,SITA_GPS,-3.431,2.976,0.75,0.766,1,0,1,
238.409,36.859,GOLD_PBO,-27.972,30.181,1.2,1.2,1,0,1,
242.5,36.865,STRA_GPS,-3.966,3.879,1.02,1.01,1,0,1,
238.432,36.873,P326_PBO,-24.621,27.57,0.6,0.6,1,0,1,
238.415,36.887,SC03_PBO,-23.12,28.375,0.6,0.6,1,0,1,
243.319,36.889,SISK_GPS,-4.246,1.507,1.37,1.38,1,0,1,
238.701,36.9,P374_PBO,-11.875,9.589,0.6,0.6,1,0,1,
238.538,36.909,P179_PBO,-17.296,20.538,0.7,0.7,1,0,1,
241.899,36.914,V162_GPS,-8.215,6.223,0.691,0.693,1,0,1,
238.327,36.914,TPW2_PBO,-26.527,31.601,0.7,0.6,1,0,1,
243.739,36.943,SHER_GPS,-1.685,1.663,0.752,0.753,1,0,1,
238.126,36.946,P403_PBO,-27.95,32.961,0.6,0.6,1,0,1,
239.942,36.947,P076_PBO,-12.861,9.646,1.1,0.7,1,0,1,
237.948,36.95,AC61_PBO,-29.576,33.914,0.5,0.5,1,0,1,
238.537,36.954,P615_PBO,-19.068,18.578,0.7,1,1,0,1,
238.137,36.962,PPBF_PBO,-27.97,30.887,1.3,1.3,1,0,1,
241.882,36.976,P686_PBO,-8.152,5.202,1.6,1.7,1,0,1,
237.944,36.978,AC64_PBO,-29.77,33.115,1.2,1.2,1,0,1,
241.712,36.979,W072_GPS,-8.809,7.734,1.05,1.03,1,0,1,
238.384,36.98,P184_PBO,-20.103,22.584,0.5,0.5,1,0,1,
238.076,36.982,P162_PBO,-28.749,32.476,0.5,0.5,1,0,1,
247.501,36.988,E518_GPS,-1.83,-0.24,0.384,0.412,1,0,1,
242.64,36.992,SPOO_GPS,-3.753,2.477,1.03,1.01,1,0,1,
237.948,36.993,AC65_PBO,-26.366,33.914,1.2,1.2,1,0,1,
243.851,36.994,P377_PBO,-1.687,0.453,1.04,1.03,1,0,1,
238.08,37.004,P362_PBO,-26.244,32.674,0.5,0.5,1,0,1,
238.458,37.008,BBRY_PBO,-20.667,22.98,0.9,0.6,1,0,1,
238.712,37.008,P314_PBO,-14.048,12.685,0.6,0.6,1,0,1,
238.645,37.011,P085_PBO,-13.566,9.076,0.5,0.5,1,0,1,
238.167,37.012,P163_PBO,-25.229,31.449,0.5,0.5,1,0,1,
238.062,37.047,P402_PBO,-26.537,31.38,0.6,0.6,1,0,1,
238.161,37.05,NEWP_PBO,-25.121,29.551,0.7,0.7,1,0,1,
239.295,37.054,P025_PBO,-11.061,8.561,0.5,0.4,1,0,1,
238.006,37.059,AB50_PBO,-26.242,33.497,0.5,0.5,1,0,1,
242.714,37.061,SODB_GPS,-3.346,2.691,1.01,0.99,1,0,1,
238.191,37.069,CHZZ_PBO,-22.612,28.241,0.5,0.5,1,0,1,
238.039,37.073,AIS1_PBO,-25.034,31.987,0.5,0.5,1,0,1,
238.94,37.08,ALBH_PBO,-11.897,7.916,0.5,0.5,1,0,1,
240.254,37.089,P500_PBO,-10.655,8.739,1.5,1.6,1,0,1,
242.013,37.092,U76A_GPS,-6.94,6.69,1.34,1.34,1,0,1,
237.941,37.099,AC77_PBO,-23.643,33.716,1.1,1.2,1,0,1,
238.349,37.104,LNMT_PBO,-21.464,22.082,0.5,0.7,1,0,1,
238.091,37.104,PABH_PBO,-24.219,28.672,0.6,0.6,1,0,1,
238.053,37.11,P401_PBO,-25.423,28.183,0.5,0.4,1,0,1,
238.156,37.111,P058_PBO,-21.707,26.352,0.6,0.6,1,0,1,
238.212,37.137,P398_PBO,-22.293,24.536,0.5,0.6,1,0,1,
237.805,37.147,AC15_PBO,-28.153,33.856,0.5,0.5,1,0,1,
238.074,37.166,PRAI_GPS,-21.958,25.524,0.477,0.476,1,0,1,
240.69,37.17,MDLK_GPS,-11.115,8.876,0.379,0.393,1,0,1,
238.942,37.17,LDES_PBO,-11.358,7.869,0.5,0.6,1,0,1,
238.027,37.18,AB49_PBO,-22.312,26.29,1.1,1.1,1,0,1,
237.605,37.183,AV05_PBO,-28.575,35.616,0.6,0.6,1,0,1,
238.294,37.184,P165_PBO,-19.37,21.111,1.5,1.6,1,0,1,
238.004,37.185,BIS1_PBO,-22.214,27.597,0.4,0.4,1,0,1,
238.217,37.186,P156_PBO,-22.082,22.634,0.5,0.5,1,0,1,
237.61,37.187,MENZ_GPS,-28.966,35.352,0.433,0.43,1,0,1,
242.296,37.201,PCLN_PBO,-6.242,1.792,1.8,1.9,1,0,1,
238.009,37.202,P474_PBO,-22.562,27.09,0.7,0.4,1,0,1,
238.286,37.204,P422_PBO,-21.461,22.084,1.2,0.7,1,0,1,
238.023,37.206,INVK_PBO,-21.606,26.391,0.5,0.5,1,0,1,
237.977,37.217,AB42_PBO,-22.21,27.705,0.5,0.5,1,0,1,
242.863,37.218,SLID_GPS,-3.179,2.008,1.04,1.02,1,0,1,
238.262,37.219,P166_PBO,-21.367,21.921,0.5,0.5,1,0,1,
237.641,37.228,AC38_PBO,-29.659,34.405,0.6,0.7,1,0,1,
238.286,37.229,P395_PBO,-20.961,21.613,0.6,0.5,1,0,1,
241.706,37.233,WALA_GPS,-7.627,7.205,0.682,0.684,1,0,1,
238.034,37.247,AB51_PBO,-20.895,24.689,0.8,0.8,1,0,1,
241.848,37.271,VANC_GPS,-7.143,5.337,0.716,0.718,1,0,1,
237.716,37.274,AC39_PBO,-24.937,33.883,0.9,1,1,0,1,
238.135,37.287,ISLE_GPS,-20.35,22.834,0.456,0.453,1,0,1,
237.847,37.29,PBOC_PBO,-23.714,29.444,0.7,0.7,1,0,1,
237.784,37.312,AB33_PBO,-24.918,30.963,0.6,0.7,1,0,1,
