lon,lat,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,
95.464,41.07,G123_GPS,15.562,-1.176,1.2,1.1,0,0,1,
95.601,29.939,J011_GPS,34.177,-5.24,1.7,1.7,0,0,1,
95.606,39.71,G145_GPS,14.219,-1.465,1.4,1.2,0,0,1,
95.712,40.08,G131_GPS,14.427,-2.758,1.4,1.2,0,0,1,
95.8,40.514,ANXI_GPS,15.414,-2.92,1.37,1.11,0,0,1,
95.801,40.514,JB28_GPS,14.603,-2.651,1,1,0,0,1,
95.803,37.513,G151_GPS,21.254,-0.151,1.4,1.2,0,0,1,
95.87,49.62,TES1_GPS,10.086,-4.708,1.1,1,0,0,1,
96.25,46.55,ALTA_GPS,14.723,-5.169,1.1,1,0,0,1,
96.501,32.27,Y226_GPS,38.234,-2.336,2.1,2.2,0,0,1,
96.53,22.06,YWEN_GPS,20.608,-6.04,1.1,0.6,0,0,1,
96.699,37.363,G156_GPS,20.137,2.415,1.6,1.2,0,0,1,
96.714,40.637,G125_GPS,13.346,-4.084,1.2,1.2,0,0,1,
96.746,40.036,G130_GPS,15.341,-3.181,1.2,1.2,0,0,1,
96.747,39.903,CHMA_GPS,15.072,-3.281,2.32,1.44,0,0,1,
96.748,39.903,G139_GPS,14.006,-2.681,1.1,1.1,0,0,1,
96.78,47.61,ULIA_GPS,13.985,-6.314,1.1,1,0,0,1,
96.83,-12.19,COCO_GPS,52.727,46.491,0.7,0.5,0,0,1,
96.868,29.391,JB50_GPS,30.197,-12.172,1.1,1,0,0,1,
96.87,29.39,JB50_GPS,29.777,-11.305,1.2,1,0,0,1,
96.988,32.997,JB49_GPS,34.586,-3.363,1.1,1,0,0,1,
96.99,33,JB49_GPS,36.068,-3.492,1.2,1,0,0,1,
97.012,40.284,YUME_GPS,15.939,-1.896,2.1,1.38,0,0,1,
97.054,41.853,G122_GPS,14.796,-3.758,1,1,0,0,1,
97.085,40.286,G128_GPS,14.982,-3.456,1.3,1.2,0,0,1,
97.09,20.75,TAUN_GPS,23.315,-6.581,1.4,0.7,0,0,1,
97.169,31.162,J010_GPS,32.351,-7.749,1.3,1.1,0,0,1,
97.377,37.38,DLHA_GPS,22.504,0.148,2.08,2.01,0,0,1,
97.378,37.38,DLHA_GPS,21.663,-0.933,0.9,0.9,0,0,1,
97.38,37.38,DLHA_GPS,21.416,-0.751,1,1,0,0,1,
97.44,40.027,G129_GPS,15.574,-2.729,1.2,1.2,0,0,1,
97.677,40.271,G127_GPS,13.628,-4.91,1.1,1.1,0,0,1,
97.703,39.569,G138_GPS,16.073,-2.208,1.2,1.2,0,0,1,
97.72,16.94,HPAA_GPS,27.289,-4.715,1.4,0.7,0,0,1,
97.729,37.377,DELI_GPS,21.175,0.422,1.63,1.15,0,0,1,
97.82,0.57,TEDA_GPS,27.637,28.896,0.9,0.5,0,0,1,
97.856,24.013,H218_GPS,13.136,-6.896,1.7,1.2,0,0,1,
97.921,39.854,G137_GPS,15.31,-4.791,1.1,1.1,0,0,1,
97.943,24.712,H213_GPS,12.084,-11.589,1.5,1.1,0,0,1,
97.98,49.08,BOL2_GPS,12.836,-5.587,1.1,1,0,0,1,
97.997,39.186,G144_GPS,17.232,-3.485,1.2,1.1,0,0,1,
98.05,49.21,BOL1_GPS,12.081,-7.08,1,1,0,0,1,
98.188,39.841,G136_GPS,14.989,-3.87,1.2,1.1,0,0,1,
98.209,34.894,J005_GPS,29.436,-0.768,1.2,1.1,0,0,1,
98.266,38.967,G147_GPS,18.112,-2.264,1.2,1.1,0,0,1,
98.287,24.256,H217_GPS,16.923,-9.162,1.7,1.2,0,0,1,
98.3,7.76,PHUK_GPS,29.451,-1.953,0.7,0.5,0,0,1,
98.303,24.808,H212_GPS,12.426,-13.961,1.3,1.1,0,0,1,
98.345,37.307,G154_GPS,20.504,-0.357,1.2,1.1,0,0,1,
98.462,36.943,G159_GPS,22.665,-0.348,1.1,1,0,0,1,
98.496,39.758,JIUQ_GPS,15.61,-2.674,1.17,0.97,0,0,1,
98.497,25.017,TENG_GPS,18.246,-11.454,2.61,2.18,0,0,1,
98.498,25.018,JB41_GPS,15.938,-13.545,1.3,1,0,0,1,
