other1,other2,other3,other4,other5,other6,name,interior_lon,interior_lat,euler_lon,euler_lon_sig,euler_lat,euler_lat_sig,rotation_rate,rotation_rate_sig,rotation_flag,apriori_flag,
0,0,0,0,0,0,"pamir001                ",73.213,35.472,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"pnw01                   ",236.835,46.125,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"ql_small01              ",97.158,39.451,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"run_away_02             ",109.042,38.071,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"san_gabriel             ",241.835,34.429,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"sanfrancisco            ",237.708,37.642,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"sanriku                 ",142.136,39.214,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"south_of_haiyuan        ",103.658,36.154,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"southeast_01            ",101.461,26.37,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"southeast_Aegean        ",27.205,35.364,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"southeastern_Sicily     ",14.828,36.293,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"southernmost_sliver     ",97.945,21.528,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"syria                   ",36.062,35.334,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"tottori                 ",135.12,35.003,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"urbino                  ",13.279,43.402,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"vancouver               ",233.903,49.84,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"wassuk                  ",241.275,38.148,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"western_tarim           ",83.663,39.281,0,1,0,1,0,0,0,0,
0,0,0,0,0,0,"wnv                     ",241.75,40.145,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,"yoro                    ",136.461,35.623,0,0,0,0,0,0,0,0,

