name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels
asdfb                                                              ,237.73,37.893,237.869,37.733,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,21568.17510516172,-2682857.2967723175,-4248784.393065382,3910813.133853187,-2678339.8357428,-4264512.232085727,3896765.659900972,237.7995,37.813,237.7995749920977,37.813021046678855,-2680602.4106136025,-4256654.365238176,3903795.0500289253,-2680602.4106136025,-4256654.365238176,0.0,237.7995749920977,37.81302104667886,27,18
asdfb                                                              ,238.925,41.109,239.241,40.603,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,62188.74290070732,-2476335.666901109,-4109121.2474244265,4186554.155904062,-2472448.4255696787,-4154326.9426926686,4144021.947050331,239.08300000000003,40.856,239.08360109840982,40.85611376894217,-2474421.495456872,-4131772.890047406,4165338.222690842,-2474421.495456872,-4131772.890047406,7.5,239.08360109840982,40.85611376894216,12,11
asdfb                                                              ,237.952,37.639,238.005,37.58,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,-9.2,4.6,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,8048.635291856797,-2675548.1104105543,-4273800.706189495,3888498.5912523745,-2673713.763789542,-4279667.461750813,3883304.3387909643,237.9785,37.6095,237.97851046671792,37.6095030491957,-2674631.4713390376,-4276734.930868008,3885902.2485306044,-2674631.4713390376,-4276734.930868008,0.0,237.97851046671792,37.6095030491957,27,18
asdfb                                                              ,236.857,38.427,236.958,38.329,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,14008.047619932842,-2727234.118135858,-4176713.473241068,3957475.216453197,-2723554.0643944447,-4187182.602341997,3948937.398147003,236.9075,38.378,236.90753406247035,38.378011081798256,-2725395.7393647083,-4181950.5441870093,3953208.7184141558,-2725395.7393647083,-4181950.5441870093,7.5,236.90753406247035,38.378011081798256,3,27
asdfb                                                              ,237.627,38.07,237.661,38.088,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,3590.365867994882,-2684009.3865796477,-4233730.629271205,3926317.617442863,-2680836.6081974893,-4234280.225660342,3927892.248044618,237.644,38.079,237.6439979164559,38.07900123640226,-2682423.102558252,-4234005.594890516,3927105.08935228,-2682423.102558252,-4234005.594890516,7.5,237.6439979164559,38.07900123640226,25,18
asdfb                                                              ,237.475,38.596,237.631,38.412,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,24542.82566756306,-2675737.9062921684,-4196025.81136521,3972171.3846090706,-2671118.9899916886,-4214047.982799154,3956169.1573403664,237.553,38.504,237.55309922911002,38.504026698224145,-2673433.4108996047,-4205044.636619095,3964177.7032627715,-2673433.4108996047,-4205044.636619095,7.5,237.55309922911002,38.504026698224145,18,13
asdfb                                                              ,235.814,40.215,236.048,40.103,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,23496.652025104253,-2732064.9535058867,-4022225.236848945,4111189.2069569537,-2720098.300115557,-4040008.1569156414,4101676.582969769,235.93099999999998,40.159000000000006,235.93109611821558,40.159059382197356,-2726086.255129731,-4031123.48351259,4106439.899935843,-2726086.255129731,-4031123.48351259,7.5,235.93109611821558,40.15905938219736,25,9
asdfba                                                             ,238.075,37.498,238.115,37.452,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,6211.58266562788,-2671419.379255663,-4287643.458097573,3876078.3709684433,-2670068.2920549787,-4292148.391194376,3872021.3022721293,238.095,37.474999999999994,238.09500612891696,37.47500173749505,-2670744.153409599,-4289896.430698962,3874050.301999674,-2670744.153409599,-4289896.430698962,0.0,238.09500612891696,37.47500173749505,27,18
asdfba                                                             ,243.413,34.996,243.465,34.905,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,11157.074128530669,-2334524.86366255,-4664581.610491965,3651852.0673105777,-2332878.6637204075,-4671881.633095965,3643562.900269141,243.43900000000002,34.950500000000005,243.43901436574873,34.950502953258564,-2333702.6610546852,-4668233.403588508,3647708.902986332,-2333702.6610546852,-4668233.403588508,7.5,243.43901436574873,34.950502953258564,22,7
asdfba                                                             ,237.668,37.496,237.747,37.411,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,-17.0,8.5,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,11741.220483030284,-2701881.317166323,-4268673.3623085525,3875902.0286101126,-2699058.639715227,-4277252.769713269,3868403.115612148,237.7075,37.453500000000005,237.70752234978966,37.4535067541486,-2700471.126320183,-4272964.866629198,3872154.233237945,-2700471.126320183,-4272964.866629198,7.5,237.70752234978966,37.4535067541486,26,28
asdfba                                                             ,236.381,39.996,236.403,39.995,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,1882.0663205749388,-2700808.510240588,-4062120.50387926,4092573.9901063163,-2699288.0934977215,-4063216.7365173586,4092488.851775368,236.392,39.9955,236.39200008021766,39.995500522004924,-2700048.331116599,-4062668.6641571224,4092531.465539302,-2700048.331116599,-4062668.6641571224,7.5,236.39200008021766,39.99550052200492,13,9
asdfba                                                             ,240.936,34.846,241.079,34.814,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,13554.295339937462,-2538574.7612391002,-4567669.981756649,3638183.692569423,-2528149.041649805,-4575769.399007107,3635264.542207943,241.0075,34.83,241.00751382984123,34.83002103158268,-2533363.3307768595,-4571722.25794369,3636726.1777615915,-2533363.3307768595,-4571722.25794369,7.5,241.00751382984123,34.83002103158268,3,19
asdfbaa                                                            ,238.624,36.806,238.665,36.763,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,6013.690969215344,-2654395.1801425624,-4352696.223266368,3814783.5164157934,-2652767.887929884,-4357038.702368372,3810956.2763630827,238.6445,36.784499999999994,238.64450572675338,36.78450180534967,-2653581.8300773776,-4354867.944424275,3812870.3255196204,-2653581.8300773776,-4354867.944424275,0.0,238.64450572675338,36.78450180534966,28,18
asdfbaa                                                            ,238.076,43.409,238.406,44.034,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,74358.85822537921,-2446061.3866304206,-3926095.256752044,4375718.362653586,-2398258.098618781,-3899227.771562818,4425915.988741958,238.24099999999999,43.7215,238.24014236456767,43.72162766425283,-2422200.446096316,-3912727.7255683746,4400892.887360286,-2422200.446096316,-3912727.7255683746,7.5,238.24014236456767,43.72162766425282,9,11
asdfbab                                                            ,238.665,36.763,238.739,36.704,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,9303.625924757953,-2652767.887929884,-4357038.702368372,3810956.2763630827,-2649173.438811564,-4363813.469107415,3805701.45432495,238.702,36.7335,238.702014155695,36.733505824495005,-2650971.371050987,-4360427.239254175,3808329.8888826948,-2650971.371050987,-4360427.239254175,0.0,238.702014155695,36.733505824495005,28,18
asdfbaba                                                           ,237.836,42.947,238.076,43.409,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,54910.50137012119,-2481188.0607962143,-3945555.442508242,4338277.252386589,-2446061.3866304206,-3926095.256752044,4375718.362653586,237.95600000000002,43.178,237.95554764409508,43.178067609882135,-2463647.3106325855,-3935861.6815460045,4357038.697793457,-2463647.3106325855,-3935861.6815460045,7.5,237.95554764409508,43.17806760988213,9,11
asdfbabb                                                           ,237.746,42.784,237.836,42.947,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,19544.295577378,-2493959.1361646163,-3952074.6051354557,4325000.069838553,-2481188.0607962143,-3945555.442508242,4338277.252386589,237.791,42.8655,237.79094080433867,42.86550942534638,-2487576.4877443546,-3948819.643039621,4331643.811058906,-2487576.4877443546,-3948819.643039621,7.5,237.79094080433867,42.86550942534638,9,11
asdfbb                                                             ,237.746,42.784,238.085,41.636,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,-3.0,1.5,0,0,0,0,0,5,0,0,0,0,0,0,0,130553.06783420613,-2493959.1361646163,-3952074.6051354557,4325000.069838553,-2515845.8808938004,-4039517.772362819,4230504.359042033,237.9155,42.21,237.9170346509748,42.21015403763166,-2505033.462614132,-3996004.2062628376,4277979.569403316,-2505033.462614132,-3996004.2062628376,7.5,237.9170346509748,42.21015403763167,9,11
asdfbb                                                             ,243.465,34.905,243.517,34.814,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,11159.170136588358,-2332878.6637204075,-4671881.633095965,3643562.900269141,-2331215.2599086342,-4679170.71516458,3635264.542207943,243.49099999999999,34.8595,243.49101431706734,34.859502949836994,-2332047.8589280667,-4675527.959481768,3639415.1378061133,-2332047.8589280667,-4675527.959481768,7.5,243.49101431706734,34.859502949836994,22,7
asdfbb                                                             ,237.747,37.411,237.826,37.325,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,11835.166587768523,-2699058.639715227,-4277252.769713269,3868403.115612148,-2696247.3887830228,-4285880.114093494,3860807.3155258186,237.7865,37.368,237.78652254269113,37.36800675236734,-2697654.17941151,-4281568.275285481,3864606.9003058434,-2697654.17941151,-4281568.275285481,7.5,237.78652254269113,37.36800675236735,26,28
asdfbb                                                             ,236.283,39.991,236.381,39.996,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,8387.784099505656,-2707950.736621106,-4057792.0936217224,4092148.285985402,-2700808.510240588,-4062120.50387926,4092573.9901063163,236.332,39.9935,236.331998213461,39.993510358118634,-2704380.204331002,-4059957.171913548,4092362.0238401894,-2704380.204331002,-4059957.171913548,7.5,236.331998213461,39.99351035811864,9,13
asdfbb                                                             ,241.079,34.814,241.103,34.811,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,2220.979315873781,-2528149.041649805,-4575769.399007107,3635264.542207943,-2526324.1028582654,-4576994.622355868,3634990.813710793,241.091,34.8125,241.09100021746013,34.81250059186822,-2527236.610474594,-4576382.079705744,3635127.73320884,-2527236.610474594,-4576382.079705744,7.5,241.09100021746013,34.81250059186822,15,19
asdfbba                                                            ,238.739,36.704,238.895,36.555,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,21635.09525269879,-2649173.438811564,-4363813.469107415,3805701.45432495,-2642386.104651001,-4379469.3636692995,3792412.850435503,238.817,36.6295,238.81707507722052,36.62952599851814,-2645783.5923460466,-4371647.673088954,3799062.682605725,-2645783.5923460466,-4371647.673088954,0.0,238.81707507722052,36.62952599851813,28,18
asdfbbaa                                                           ,238.115,37.452,238.172,37.398,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,7834.133477040023,-2670068.2920549787,-4292148.391194376,3872021.3022721293,-2667720.3284324277,-4297901.211651053,3867255.4719950682,238.14350000000002,37.425,238.1435102340376,37.42500349728793,-2668894.8153516483,-4295025.607014085,3869639.125448443,-2668894.8153516483,-4295025.607014085,0.0,238.1435102340376,37.42500349728793,27,18
asdfbbab                                                           ,238.172,37.398,238.21,37.35,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,6301.458654830108,-2667720.3284324277,-4297901.211651053,3867255.4719950682,-2666575.094161658,-4302421.857217836,3863016.2944582547,238.191,37.374,238.19100605340202,37.374001574964616,-2667148.037866924,-4300162.056636211,3865136.3614092404,-2667148.037866924,-4300162.056636211,0.0,238.19100605340202,37.37400157496462,27,18
asdfbbb                                                            ,238.887,36.526,238.895,36.555,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,3296.8695108662473,-2643989.0947323255,-4380743.203765565,3789823.4933987833,-2642386.104651001,-4379469.3636692995,3792412.850435503,238.89100000000002,36.5405,238.89099925308554,36.540500084750555,-2643187.6876297607,-4380106.430003863,3791118.3008869905,-2643187.6876297607,-4380106.430003863,0.0,238.89099925308554,36.540500084750555,28,17
asdfbbbaa                                                          ,238.21,37.35,238.266,37.297,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,7696.455799962329,-2666575.094161658,-4302421.857217836,3863016.2944582547,-2664247.078099943,-4308063.389001413,3858332.3864981607,238.238,37.323499999999996,238.23800983201244,37.323503372312175,-2665411.5730327014,-4305243.402531331,3860675.0514414967,-2665411.5730327014,-4305243.402531331,0.0,238.23800983201244,37.323503372312175,27,18
asdfbbbab                                                          ,238.266,37.297,238.298,37.239,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,7034.991640839582,-2664247.078099943,-4308063.389001413,3858332.3864981607,-2663891.7015470797,-4312871.492777256,3853202.8172335937,238.28199999999998,37.268,238.28200613593884,37.268001152370836,-2664069.7961426983,-4310468.093908598,3855768.1976741278,-2664069.7961426983,-4310468.093908598,0.0,238.28200613593884,37.26800115237084,27,18
asdfbbbb                                                           ,238.298,37.239,238.344,37.234,90.0,100,0,0,0,0,0,0,0,0,5.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,4119.367032560236,-2663891.7015470797,-4312871.492777256,3853202.8172335937,-2660604.7110148,-4315295.020891455,3852760.4280456216,238.321,37.2365,238.32100075951047,37.23650223398828,-2662248.344665852,-4314083.480535805,3852981.823965824,-2662248.344665852,-4314083.480535805,2.5,238.32100075951047,37.23650223398828,27,18
cfm_camp_rock_complete_trace_part1_s                               ,243.192,34.754,243.266,34.701,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,-1.4,0.7,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8972.51217392758,-2359434.968016159,-4669267.2433598135,3629788.079669205,-2354911.864797246,-4675307.388314841,3624947.2265572115,243.22899999999998,34.7275,243.2290118079751,34.72750567667543,-2357174.002529043,-4672288.466723556,3627368.559581763,-2357174.002529043,-4672288.466723556,7.5,243.2290118079751,34.72750567667543,5,4
cfm_camp_rock_complete_trace_part2_s                               ,243.143,34.785,243.192,34.754,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5652.235158148286,-2362539.7452495727,-4665494.966115253,3632618.0827040332,-2359434.968016159,-4669267.2433598135,3629788.079669205,243.16750000000002,34.769499999999994,243.16750458044137,34.769502484774726,-2360987.589490474,-4667381.560855458,3631203.440896344,-2360987.589490474,-4667381.560855458,7.5,243.16750458044137,34.76950248477473,5,4
cfm_camp_rock_complete_trace_part3_s                               ,243.116,34.833,243.143,34.785,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5870.1577388273,-2363361.0996249043,-4661665.13931407,3636997.924552983,-2362539.7452495727,-4665494.966115253,3632618.0827040332,243.1295,34.809,243.12950391377095,34.80900079623277,-2362950.673946781,-4663580.545510569,3634808.395163191,-2362950.673946781,-4663580.545510569,7.5,243.12950391377095,34.80900079623277,5,4
cfm_camp_rock_complete_trace_part4_s                               ,243.083,34.873,243.116,34.833,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5366.4872301571495,-2364895.6069814838,-4658038.007085152,3640645.8429994085,-2363361.0996249043,-4661665.13931407,3636997.924552983,243.0995,34.852999999999994,243.09950399280228,34.853001152179765,-2364128.563731851,-4659851.984315574,3638822.2105423613,-2364128.563731851,-4659851.984315574,7.5,243.09950399280228,34.853001152179765,5,4
cfm_east_north_frontal_zone_smooth_extruded_trace_part4_s          ,243.2,34.337,243.29,34.346,41.5,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8341.172096998445,-2370631.554593072,-4693052.803582443,3591617.028118897,-2363003.1935058264,-4696266.764644932,3592442.879753512,243.245,34.341499999999996,243.24499759636024,34.341508270697105,-2366817.877008319,-4694660.784000246,3592030.7239447497,-2366814.5856117746,-4694652.971845452,7.5,243.24500866394993,34.341432403700544,19,5
cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2a    ,243.606,34.124,243.638,34.066,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7078.94743446112,-2343236.5323597384,-4721660.833530307,3572046.050660547,-2342203.5247442727,-4726206.301272419,3566708.301502578,243.622,34.095,243.62200545673068,34.0950011104144,-2342720.3913249695,-4723934.293684125,3569377.7354805497,-2342720.3913249695,-4723934.293684125,7.5,243.62200545673068,34.09500111041441,5,4
cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2b    ,243.638,34.066,243.671,34.008,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7118.770663900162,-2342203.5247442727,-4726206.301272419,3566708.301502578,-2341081.2053142167,-4730788.102800198,3561366.8974212217,243.65449999999998,34.037000000000006,243.65450561495533,34.037001175598306,-2341642.7317647142,-4728497.937195565,3564038.1642499,-2341642.7317647142,-4728497.937195565,7.5,243.65450561495533,34.03700117559831,5,4
cfm_landers_detailed_complete_trace_part10_s                       ,243.349,34.609,243.426,34.565,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8586.579584051822,-2350744.4618482986,-4683910.009725065,3616536.8735028706,-2345689.361040873,-4689547.469932762,3612511.2332373313,243.3875,34.587,243.3875101467704,34.58700611231533,-2348217.4457429214,-4686729.79675099,3614524.8790503624,-2348217.4457429214,-4686729.79675099,7.5,243.3875101467704,34.58700611231533,5,4
cfm_landers_detailed_complete_trace_part11_s                       ,243.326,34.649,243.349,34.609,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,4913.067038366214,-2351490.5156663717,-4680708.726373576,3620194.6957450183,-2350744.4618482986,-4683910.009725065,3616536.8735028706,243.33749999999998,34.629000000000005,243.3375027596577,34.62900057496113,-2351117.664089256,-4682309.714660996,3618366.0576450466,-2351117.664089256,-4682309.714660996,7.5,243.3375027596577,34.629000574961125,5,4
cfm_landers_detailed_complete_trace_part1_s                        ,243.266,34.701,243.326,34.649,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7969.579515571489,-2354911.864797246,-4675307.388314841,3624947.2265572115,-2351490.5156663717,-4680708.726373576,3620194.6957450183,243.296,34.675,243.29600937496542,34.675003746991486,-2353201.6521184067,-4678008.966853325,3622571.676589174,-2353201.6521184067,-4678008.966853325,7.5,243.29600937496542,34.675003746991486,5,4
cfm_landers_detailed_complete_trace_part7_s                        ,243.46,34.524,243.469,34.49,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,3861.1667467219977,-2344060.5771702016,-4693250.055181454,3608758.1508899685,-2344279.482175412,-4695533.341884565,3605644.4370210385,243.4645,34.507000000000005,243.46450091370025,34.50700010656983,-2344170.1374318465,-4694391.913472082,3607201.4624941186,-2344170.1374318465,-4694391.913472082,7.5,243.46450091370025,34.50700010656983,5,4
cfm_landers_detailed_complete_trace_part9_s                        ,243.426,34.565,243.46,34.524,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,5516.007596083886,-2345689.361040873,-4689547.469932762,3612511.2332373313,-2344060.5771702016,-4693250.055181454,3608758.1508899685,243.44299999999998,34.5445,243.44300416826775,34.54450121780677,-2344875.1896602297,-4691399.199919306,3610635.034648533,-2344875.1896602297,-4691399.199919306,7.5,243.44300416826775,34.54450121780676,5,4
cfm_newport_inglewood_rose_conyon_complete_trace_part10_s          ,242.39,33.31,242.443,33.264,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,7099.4348129226655,-2466181.940624396,-4715366.303571423,3496801.2125942027,-2463117.0584855545,-4720132.957826648,3492527.8349864497,242.41649999999998,33.287000000000006,242.41650695152507,33.287002867441345,-2464649.8834631043,-4717750.358994976,3494665.0717439433,-2464649.8834631043,-4717750.358994976,7.5,242.41650695152507,33.287002867441345,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part11_s          ,242.293,33.414,242.39,33.31,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,14647.544503432708,-2471206.170716134,-4705557.2165981885,3506454.4492484466,-2466181.940624396,-4715366.303571423,3496801.2125942027,242.3415,33.362,242.34152884652826,33.362009690720804,-2468695.693067004,-4710464.857248673,3501630.1725306,-2468695.693067004,-4710464.857248673,7.5,242.34152884652826,33.362009690720804,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part12_s          ,242.246,33.46,242.293,33.414,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,6717.99694601671,-2473753.577978558,-4701035.68377045,3510720.4669233067,-2471206.170716134,-4705557.2165981885,3506454.4492484466,242.2695,33.437,242.2695061998976,33.43700226913213,-2472480.2192563997,-4703297.100491274,3508587.951215589,-2472480.2192563997,-4703297.100491274,7.5,242.2695061998976,33.43700226913213,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part13_saaa       ,242.209,33.503,242.218,33.495,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1219.3163037140257,-2475559.7073381627,-4697105.043077043,3514706.219760481,-2475050.5739274123,-4697927.97541929,3513964.8341714246,242.2135,33.498999999999995,242.21350020695968,33.4990000830065,-2475305.152005462,-4697516.530637882,3514335.5432226537,-2475305.152005462,-4697516.530637882,7.5,242.21350020695968,33.4990000830065,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part13_saab       ,242.218,33.495,242.225,33.486,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1191.481794185684,-2475050.5739274123,-4697927.97541929,3513964.8341714246,-2474733.7841893127,-4698718.643344728,3513130.6934977155,242.2215,33.4905,242.22150018103116,33.49050005106183,-2474892.189919408,-4698323.329831805,3513547.7794037624,-2474892.189919408,-4698323.329831805,7.5,242.22150018103116,33.49050005106183,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part13_sab        ,242.225,33.486,242.236,33.473,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1767.559311142295,-2474733.7841893127,-4698718.643344728,3513130.6934977155,-2474202.901272895,-4699898.887101273,3511925.670608081,242.2305,33.4795,242.23050041074015,33.479500125444396,-2474468.3666300084,-4699308.810226705,3512528.2162841205,-2474468.3666300084,-4699308.810226705,7.5,242.23050041074015,33.4795001254444,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part13_sb         ,242.236,33.473,242.246,33.46,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1715.5474824316132,-2474202.901272895,-4699898.887101273,3511925.670608081,-2473753.577978558,-4701035.68377045,3510720.4669233067,242.24099999999999,33.466499999999996,242.2410003732155,33.466500104245554,-2473978.2621341804,-4700467.327852678,3511323.1010256037,-2473978.2621341804,-4700467.327852678,7.5,242.2410003732155,33.46650010424556,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part14_sa         ,242.117,33.572,242.184,33.525,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,8117.420769186704,-2481117.380447867,-4689379.288803202,3521097.8247844954,-2476979.0421204916,-4694830.472422432,3516744.6767754727,242.1505,33.548500000000004,242.15050906866202,33.54850457649,-2479048.715716012,-4692105.826936281,3518921.9706404996,-2479048.715716012,-4692105.826936281,7.5,242.15050906866202,33.54850457648999,21,2
cfm_newport_inglewood_rose_conyon_complete_trace_part14_sb         ,242.184,33.525,242.209,33.503,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,3368.8239672735917,-2476979.0421204916,-4694830.472422432,3516744.6767754727,-2475559.7073381627,-4697105.043077043,3514706.219760481,242.19650000000001,33.513999999999996,242.19650158184402,33.514000640424946,-2476269.4615738336,-4695967.920968503,3515725.5724004684,-2476269.4615738336,-4695967.920968503,7.5,242.19650158184402,33.51400064042495,21,2
