name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels
OWLaaaaaaa                                                         ,232.507,49.784,233.029,49.55,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,45796.87582131798,-2502386.5684871958,-3261998.765139246,4862281.046957685,-2484486.399177898,-3300499.194127971,4845449.8102219235,232.768,49.667,232.76862596278778,49.66729531386063,-2493452.5176233514,-3281269.869284105,4853896.790085782,-2493452.5176233514,-3281269.869284105,7.5,232.76862596278778,49.66729531386063,9,8
OWLaaaaaab                                                         ,231.952,50.108,232.507,49.784,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,53717.611991700454,-2516879.759060963,-3215902.2970907814,4885451.888568189,-2502386.5684871958,-3261998.765139246,4862281.046957685,232.2295,49.946,232.23043068977347,49.94633420337957,-2509655.3644589735,-3238978.8802086376,4873909.85008173,-2509655.3644589735,-3238978.8802086376,7.5,232.23043068977347,49.94633420337957,9,8
OWLaaaaabaa                                                        ,231.263,50.488,231.952,50.108,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,64781.808026916326,-2535037.892647417,-3160060.2909007045,4912428.452632498,-2516879.759060963,-3215902.2970907814,4885451.888568189,231.60750000000002,50.298,231.60887218416173,50.29851352593151,-2525991.3158406103,-3188021.867848244,4899003.562352066,-2525991.3158406103,-3188021.867848244,7.5,231.60887218416173,50.29851352593151,9,8
OWLaaaaabab                                                        ,230.885,50.702,231.263,50.488,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,35819.86129186131,-2544237.4481931427,-3129009.4064668017,4927525.484761386,-2535037.892647417,-3160060.2909007045,4912428.452632498,231.074,50.595,231.074428460035,50.59515430196717,-2539647.6550220186,-3144547.0807935367,4919996.433589462,-2539647.6550220186,-3144547.0807935367,7.5,231.074428460035,50.59515430196717,9,8
OWLaaaaabb                                                         ,230.457,50.715,230.885,50.702,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,30266.997515869174,-2566828.113107779,-3109054.5676418617,4928440.3815714205,-2544237.4481931427,-3129009.4064668017,4927525.484761386,230.671,50.7085,230.6710295904885,50.70869640208641,-2555539.9207464955,-3119040.6926727016,4927996.786975596,-2555539.9207464955,-3119040.6926727016,7.5,230.6710295904885,50.7086964020864,9,8
OWLaaaaba                                                          ,233.029,49.55,233.53,49.299,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,45829.468826915545,-2484486.399177898,-3300499.194127971,4845449.8102219235,-2468125.5578449317,-3339135.349030528,4827305.958097791,233.27949999999998,49.424499999999995,233.28013890787636,49.424772679976556,-2476321.92958869,-3319838.4358717683,4836409.197148816,-2476321.92958869,-3319838.4358717683,7.5,233.28013890787633,49.424772679976556,9,8
OWLaaaabb                                                          ,233.53,49.299,234.031,49.049,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,45907.899266911365,-2468125.5578449317,-3339135.349030528,4827305.958097791,-2451181.9433511123,-3377604.0104507003,4809142.303019929,233.78050000000002,49.174,233.78113074121734,49.174273037758965,-2459669.6517153564,-3358391.1674580593,4818255.434520794,-2459669.6517153564,-3358391.1674580593,7.5,233.78113074121734,49.174273037758965,9,8
OWLaaabaa                                                          ,234.031,49.049,234.914,48.682,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,76567.7094307641,-2451181.9433511123,-3377604.0104507003,4809142.303019929,-2416496.9314598753,-3440113.8287066338,4782312.295041532,234.4725,48.8655,234.4741142400314,48.866348166337964,-2433883.205388089,-3408919.6291586314,4795813.900266126,-2433883.205388089,-3408919.6291586314,7.5,234.4741142400314,48.866348166337964,9,8
OWLaaabab                                                          ,234.914,48.682,235.573,48.492,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,53009.95678219826,-2416496.9314598753,-3440113.8287066338,4782312.295041532,-2385723.491687441,-3480741.4964710646,4768344.945311117,235.24349999999998,48.587,235.24411759446974,48.587472192615934,-2401130.8921436886,-3460457.2321300902,4775369.896134834,-2401130.8921436886,-3460457.2321300902,7.5,235.24411759446974,48.587472192615934,9,8
OWLaaabba                                                          ,235.573,48.492,236.204,48.468,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,46726.27457080982,-2385723.491687441,-3480741.4964710646,4768344.945311117,-2348356.8881690893,-3508463.4668707964,4766576.915244394,235.88850000000002,48.480000000000004,235.88857441564764,48.48043241679022,-2367055.9639972392,-3494625.7409204906,4767492.889949604,-2367055.9639972392,-3494625.7409204906,7.5,235.88857441564764,48.48043241679022,9,8
OWLaaabbb                                                          ,236.204,48.468,236.934,48.328,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,56252.958531774435,-2348356.8881690893,-3508463.4668707964,4766576.915244394,-2309814.245972063,-3547848.1485660723,4756246.747735005,236.56900000000002,48.398,236.56950074890264,48.39857936434533,-2329108.13263136,-3528189.7913317895,4761458.134266395,-2329108.13263136,-3528189.7913317895,7.5,236.56950074890264,48.39857936434532,9,8
OWLaab                                                             ,236.934,48.328,237.635,48.13,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,56542.637383756846,-2309814.245972063,-3547848.1485660723,4756246.747735005,-2275020.429848096,-3589703.644789656,4741588.473062235,237.28449999999998,48.229,237.28517602740072,48.2295350842892,-2292439.8108034637,-3568810.6049543167,4748964.312492566,-2292439.8108034637,-3568810.6049543167,7.5,237.28517602740072,48.229535084289196,9,8
OWLaba                                                             ,237.635,48.13,238.156,47.782,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,54876.25582172333,-2275020.429848096,-3589703.644789656,4741588.473062235,-2257438.3017590493,-3634639.9182255534,4715688.331528238,237.8955,47.956,237.89637462094854,47.95629805782299,-2266250.332718964,-3612204.83072492,4728682.390672665,-2266250.332718964,-3612204.83072492,7.5,237.89637462094854,47.95629805782299,9,8
OWLabbaa                                                           ,238.156,47.782,238.525,47.133,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,77334.25480243369,-2257438.3017590493,-3634639.9182255534,4715688.331528238,-2261729.3311878997,-3694424.2302325554,4666922.058598572,238.34050000000002,47.457499999999996,238.34163516633834,47.45765765987053,-2259625.219619016,-3664598.720055594,4691392.282611595,-2259625.219619016,-3664598.720055594,7.5,238.34163516633834,47.45765765987053,9,8
OWLabbaba                                                          ,238.525,47.133,238.709,46.809,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,38644.93000195207,-2261729.3311878997,-3694424.2302325554,4666922.058598572,-2263524.342401926,-3724161.2175405254,4642352.015804059,238.61700000000002,46.971000000000004,238.61727779504153,46.97103926162065,-2262637.1932621747,-3709309.575071132,4654658.620078523,-2262637.1932621747,-3709309.575071132,7.5,238.61727779504153,46.97103926162065,9,8
OWLabbabb                                                          ,238.709,46.809,238.894,46.485,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,38701.606631084294,-2263524.342401926,-3724161.2175405254,4642352.015804059,-2265014.0274781953,-3753867.8144880286,4617633.522508785,238.8015,46.647,238.8017761470083,46.647039694155026,-2264279.58212307,-3739031.555831362,4630014.304513204,-2264279.58212307,-3739031.555831362,7.5,238.8017761470083,46.647039694155026,9,8
OWLbabaaa                                                          ,240.923,46.047,241.189,45.99,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,21550.700260675163,-2147779.698873367,-3862446.358091897,4583983.197775608,-2132021.5805976107,-3876369.8271800415,4579584.304750078,241.05599999999998,46.0185,241.05606832961547,46.018577456157374,-2139903.6871865555,-3869413.567681467,4581790.295651579,-2139903.6871865555,-3869413.567681467,7.5,241.05606832961547,46.018577456157374,10,8
OWLbabaab                                                          ,241.189,45.99,241.455,45.933,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,21570.902464475723,-2132021.5805976107,-3876369.8271800415,4579584.304750078,-2116178.3337952173,-3890226.2971158233,4575180.879301191,241.322,45.9615,241.32206819326035,45.96157746200214,-2124102.9880048526,-3883303.5673470143,4577389.14248044,-2124102.9880048526,-3883303.5673470143,7.5,241.32206819326035,45.96157746200214,10,8
OWLbabab                                                           ,241.455,45.933,241.987,45.819,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,43202.26936453804,-2116178.3337952173,-3890226.2971158233,4575180.879301191,-2084237.6521073072,-3917736.224504087,4566360.44857014,241.721,45.876000000000005,241.7212719585542,45.876309881327614,-2100220.0146079347,-3904003.4622322298,4570796.901923998,-2100220.0146079347,-3904003.4622322298,7.5,241.7212719585542,45.876309881327614,10,8
OWLbabb                                                            ,241.987,45.819,243.051,45.59,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,86678.89023989982,-2084237.6521073072,-3917736.224504087,4566360.44857014,-2019384.0612097739,-3972000.7711499757,4548587.621321033,242.519,45.7045,242.52008608434534,45.70573977396077,-2051858.1446010147,-3944958.814542621,4557579.353946124,-2051858.1446010147,-3944958.814542621,7.5,242.52008608434534,45.70573977396078,1,8
OWLbba                                                             ,243.051,45.59,244.608,45.127,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,132401.71065594317,-2019384.0612097739,-3972000.7711499757,4548587.621321033,-1926412.5222255643,-4058477.732009976,4512432.243758428,243.8295,45.35850000000001,243.83267474118747,45.36115778475591,-1973004.582981318,-4015453.7049253965,4530754.453802881,-1973004.582981318,-4015453.7049253965,7.5,243.83267474118747,45.36115778475591,1,8
OWLbbb                                                             ,244.608,45.127,245.927,44.722,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0,0,113443.71232270618,-1926412.5222255643,-4058477.732009976,4512432.243758428,-1845445.257763559,-4130765.8198371218,4480564.362196169,245.26749999999998,44.9245,245.26981701502694,44.92640781404865,-1886003.5308316331,-4094782.3595718658,4496676.502812793,-1886003.5308316331,-4094782.3595718658,7.5,245.26981701502694,44.92640781404865,1,8
PAC_to_SAF_northern_closure1                                       ,191.226,51.571,205.239,54.838,160.0,100000,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002304.7813178841,-3881927.290466217,-770473.0933566787,4988122.210357923,-3316891.3365116008,-1563569.1401678836,5205558.0745207295,198.23250000000002,53.204499999999996,197.96467301485268,53.41068938567693,-3610433.823280037,-1170640.445716152,5112604.03474472,-3610472.982375744,-1170668.3443509864,17.5,197.96434762788007,53.4110751832521,6,3
SAF_to_OV_closure1a                                                ,205.239,54.838,211.394,57.198,160.0,100000,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,464898.60984925926,-3316891.3365116008,-1563569.1401678836,5205558.0745207295,-2944497.9005448627,-1796905.9872101932,5352140.921942739,208.31650000000002,56.018,208.22256411959404,56.05647261149707,-3132746.533812368,-1681352.7261665487,5282357.77154652,-3132772.0630917605,-1681393.4695647361,17.5,208.22210053468027,56.056817847160154,6,3
SAF_to_OV_closure1ba                                               ,211.394,57.198,215.06,59.649,160.0,100000,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,346909.0432234646,-2944497.9005448627,-1796905.9872101932,5352140.921942739,-2633641.820030278,-1848209.009739843,5494761.658309038,213.227,58.423500000000004,213.16329887322,58.4367071362326,-2790083.879179568,-1823228.2880032598,5425460.535151464,-2790091.708432695,-1823275.7271368697,17.5,213.16263777042366,58.43696431636149,6,3
SAF_to_OV_closure1bb                                               ,215.06,59.649,220.823,60.284,160.0,100000,0,0,0,0,0,0,0,0,35.0,5,0,5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,329467.6045613912,-2633641.820030278,-1848209.009739843,5494761.658309038,-2388513.290025879,-2063383.1423780387,5530081.892037304,217.94150000000002,59.966499999999996,217.9139035917523,59.997957351811266,-2511905.0628815806,-1956443.875381802,5514255.324073227,-2511936.7816353827,-1956480.0097042588,17.5,217.91368232779897,59.99837443724829,6,3
SAF_to_PAC_southern_closure1                                       ,259.341,1.742,260.639,5.079,90.0,100000,0,0,0,0,0,0,0,0,15.0,5,0,5,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,396182.0474593215,-1177200.0715202566,-6254685.009607795,193563.64255525108,-1031626.2366948414,-6257981.745337406,563704.9266288497,259.99,3.4105,259.9888808327358,3.410748720532134,-1104951.3815892807,-6259387.145368721,378822.4785249186,-1104951.3815892807,-6259387.145368721,7.5,259.9888808327358,3.4107487205321334,3,6
