lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,
245.173,33.051,-0.017,1,"GS09_GPS",-3.478,2.626,0.3,0.2,1,0,1,0,0,0,
243.431,33.059,-0.012,4,"RG23_PBO",-26.984,26.066,0.3,0.3,1,0,1,0,0,0,
244.265,33.07,-0.005,21,"LOZ1_PBO",-14.236,18.442,0.596,0.577,1,0,1,0,0,0,
243.402,33.074,-0.024,4,"MIG1_PBO",-27.797,27.88,1.2,1.74,1,0,1,0,0,0,
244.49,33.081,-0.003,1,"TROP_GPS",-6.579,4.042,0.8,0.8,1,0,1,0,0,0,
242.723,33.13,-0.088,4,"SHIN_PBO",-29.084,30.186,1.01,1.11,1,0,1,0,0,0,
244.657,33.144,-0.007,1,"GS01_GPS",-3.976,1.538,0.6,0.6,1,0,1,0,0,0,
243.753,33.16,-0.054,16,"P528_PBO",-23.474,24.356,0.94,1.03,1,0,1,0,0,0,
244.112,33.177,-0.066,21,"P524_PBO",-15.159,16.273,0.94,0.97,1,0,1,0,0,0,
244.138,33.179,0.004,21,"LOWS_PBO",-15.889,14.492,1.56,1.51,1,0,1,0,0,0,
244.593,33.196,-0.053,1,"LOWS_PBO",-3.147,3.095,1.05,0.98,1,0,1,0,0,0,
244.388,33.2,-0.002,1,"KELY_PBO",-8.963,0.209,0.602,0.644,1,0,1,0,0,0,
243.591,33.21,0.001,16,"RG24_PBO",-26.278,24.363,1.2,1.2,1,0,1,0,0,0,
243.475,33.211,-0.039,16,"P146_PBO",-24.873,26.527,1.08,1.1,1,0,1,0,0,0,
244.481,33.231,-0.065,1,"P527_PBO",-5.045,1.399,1.04,1.03,1,0,1,0,0,0,
240.521,33.232,-0.072,3,"DRAO_PBO",-31.04,35.542,0.89,0.91,1,0,1,0,0,0,
243.307,33.234,-0.101,4,"P293_PBO",-26.733,27.363,1.01,1.1,1,0,1,0,0,0,
242.928,33.236,-0.003,4,"P033_PBO",-27.279,26.878,0.2,0.9,1,0,1,0,0,0,
243.329,33.24,-0.008,4,"RG17_PBO",-26.078,24.969,0.4,0.3,1,0,1,0,0,0,
240.476,33.248,0.005,3,"POTB_GPS",-31.784,34.473,0.416,0.404,1,0,1,0,0,0,
244.571,33.248,-0.002,1,"3188_GPS",-4.873,1.94,0.4,0.4,1,0,1,0,0,0,
243.678,33.26,-0.007,16,"P054_PBO",-23.476,22.06,0.3,0.3,1,0,1,0,0,0,
244.479,33.275,-0.006,1,"OVRU_GPS",-6.872,1.742,0.3,0.5,1,0,1,0,0,0,
244.022,33.292,-0.012,21,"HDIL_PBO",-13.573,16.453,0.2,0.2,1,0,1,0,0,0,
241.666,33.312,-0.014,3,"P089_PBO",-29.881,32.007,0.2,0.2,1,0,1,0,0,0,
242.841,33.332,-0.054,4,"P514_PBO",-26.545,29.301,1.26,1.44,1,0,1,0,0,0,
242.751,33.355,-0.013,4,"RG01_PBO",-27.606,27.439,0.626,0.654,1,0,1,0,0,0,
243.14,33.357,-0.047,4,"GR8V_PBO",-25.496,27.04,1,1.02,1,0,1,0,0,0,
242.435,33.375,-0.059,4,"HUNT_PBO",-27.443,29.967,0.97,1.02,1,0,1,0,0,0,
243.379,33.376,-0.005,16,"P120_PBO",-24.473,22.967,0.4,0.4,1,0,1,0,0,0,
243.297,33.382,-0.067,16,"P297_PBO",-25.094,27.284,0.96,1,1,0,1,0,0,0,
244.212,33.39,-0.06,21,"VNDP_PBO",-11.776,9.899,0.86,0.88,1,0,1,0,0,0,
241.595,33.407,-0.061,3,"P449_PBO",-29.362,33.79,0.86,0.92,1,0,1,0,0,0,
244.248,33.412,-0.027,6,"P302_PBO",-10.491,8.198,1.19,1.22,1,0,1,0,0,0,
276.527,33.415,0.011,1,"WILD_GPS",-3.377,-1.22,1.9,1.8,1,0,1,0,0,0,
244.313,33.424,0,1,"THU3_PBO",-5.868,3.346,1,0.9,1,0,1,0,0,0,
244.23,33.427,0.008,6,"P252_PBO",-8.627,8.339,1.3,1.27,1,0,1,0,0,0,
244.322,33.427,-0.046,1,"P249_PBO",-6.999,3.485,0.92,0.94,1,0,1,0,0,0,
244.167,33.429,-0.038,21,"P174_PBO",-11.445,9.451,0.97,0.98,1,0,1,0,0,0,
242.855,33.43,-0.05,4,"MIDA_PBO",-27.159,27.601,0.98,1.04,1,0,1,0,0,0,
242.81,33.44,-0.004,4,"P031_PBO",-27.273,27.281,0.4,0.4,1,0,1,0,0,0,
243.939,33.441,-0.03,21,"P140_PBO",-12.295,16.929,1.05,1.05,1,0,1,0,0,0,
244.217,33.441,-0.047,6,"P278_PBO",-10.523,8.679,1.07,1.12,1,0,1,0,0,0,
242.365,33.444,-0.047,4,"GR8V_PBO",-28.723,31.06,1.02,1.04,1,0,1,0,0,0,
241.517,33.446,-0.014,3,"P109_PBO",-29.873,32.636,0.52,0.55,1,0,1,0,0,0,
242.291,33.464,-0.069,4,"CARH_PBO",-28.115,30.922,0.95,0.98,1,0,1,0,0,0,
243.068,33.468,-0.047,4,"LAND_PBO",-24.325,27.072,1.16,1.25,1,0,1,0,0,0,
242.32,33.469,-0.061,4,"CAND_PBO",-27.775,29.841,0.94,0.96,1,0,1,0,0,0,
240.959,33.472,-0.061,3,"P543_PBO",-31.318,35.145,0.93,0.98,1,0,1,0,0,0,
240.97,33.48,-0.015,3,"P084_PBO",-30.978,33.823,0.2,0.3,1,0,1,0,0,0,
243.164,33.484,-0.087,16,"POMM_PBO",-24.013,27.239,1.08,1.14,1,0,1,0,0,0,
243.217,33.493,-0.003,16,"RG16_PBO",-23.769,22.971,0.8,0.5,1,0,1,0,0,0,
242.887,33.503,-0.008,4,"P053_PBO",-24.97,24.879,0.4,0.4,1,0,1,0,0,0,
244.086,33.503,-0.049,6,"P444_PBO",-12.313,7.904,1.06,1.02,1,0,1,0,0,0,
242.811,33.505,-0.028,4,"LAND_PBO",-25.598,28.232,1.16,1.15,1,0,1,0,0,0,
244.234,33.516,0.004,1,"GODE_PBO",-8.565,4.148,0.5,0.5,1,0,1,0,0,0,
243.574,33.523,0.004,21,"RG08_PBO",-18.172,17.873,0.607,0.62,1,0,1,0,0,0,
243.411,33.527,-0.042,16,"USLO_PBO",-20.219,23.959,1.01,1.05,1,0,1,0,0,0,
243.299,33.543,-0.045,16,"P306_PBO",-21.691,24.954,0.97,0.99,1,0,1,0,0,0,
243.265,33.545,-0.047,16,"HOGS_PBO",-21.87,25.815,1.01,1.06,1,0,1,0,0,0,
243.283,33.55,-0.056,16,"P513_PBO",-21.829,25.884,0.98,1.02,1,0,1,0,0,0,
243.387,33.55,-0.059,16,"USLO_PBO",-19.132,23.64,1.04,1.08,1,0,1,0,0,0,
242.339,33.553,-0.018,4,"TSWY_PBO",-27.57,28.391,0.2,0.2,1,0,1,0,0,0,
243.426,33.553,-0.052,21,"P445_PBO",-18.982,22.159,0.9,0.93,1,0,1,0,0,0,
242.284,33.554,-0.032,4,"MNMC_PBO",-28.241,30.663,1.08,0.99,1,0,1,0,0,0,
243.311,33.555,-0.054,16,"P287_PBO",-20.959,25.523,1.15,1.18,1,0,1,0,0,0,
243.338,33.556,-0.058,16,"P303_PBO",-20.779,24.892,0.89,0.91,1,0,1,0,0,0,
243.366,33.557,-0.055,16,"P299_PBO",-20.55,24.921,1.05,1.08,1,0,1,0,0,0,
243.429,33.561,-0.022,21,"P301_PBO",-18.77,20.279,1.44,1.67,1,0,1,0,0,0,
242.459,33.562,-0.002,4,"LKWY_PBO",-26.47,26.289,0.5,0.6,1,0,1,0,0,0,
243.442,33.562,-0.017,21,"P289_PBO",-17.12,22.638,1.25,1.33,1,0,1,0,0,0,
243.421,33.564,0,21,"CRBT_PBO",-20.039,22.209,1.24,1.27,1,0,1,0,0,0,
243.397,33.565,-0.038,21,"SC00_PBO",-19.758,23.49,1.16,1.2,1,0,1,0,0,0,
243.404,33.568,-0.023,21,"P290_PBO",-18.738,22.95,1.05,1.08,1,0,1,0,0,0,
243.483,33.571,-0.035,21,"MEE1_PBO",-17.989,22.267,1.01,1.05,1,0,1,0,0,0,
243.502,33.571,-0.028,21,"MEE2_PBO",-16.63,19.896,1.17,1.21,1,0,1,0,0,0,
243.553,33.574,-0.06,21,"P525_PBO",-16.56,18.434,1.12,1.14,1,0,1,0,0,0,
243.773,33.575,0,21,"P039_PBO",-15.164,14.858,0.4,0.4,1,0,1,0,0,0,
242.935,33.578,-0.009,4,"P032_PBO",-25.467,25.678,0.2,0.3,1,0,1,0,0,0,
243.516,33.581,-0.051,21,"P148_PBO",-16.707,19.395,1.02,1.07,1,0,1,0,0,0,
243.57,33.584,-0.061,21,"GOBS_PBO",-15.618,19.483,0.96,1,1,0,1,0,0,0,
243.562,33.599,-0.037,21,"P284_PBO",-16.764,21.084,1.17,1.18,1,0,1,0,0,0,
242.184,33.602,-0.072,4,"P294_PBO",-28.326,30.807,1.24,1.26,1,0,1,0,0,0,
243.523,33.603,-0.022,21,"P295_PBO",-16.332,20.605,1.18,1.15,1,0,1,0,0,0,
243.541,33.609,-0.073,21,"P523_PBO",-16.191,18.364,0.95,0.92,1,0,1,0,0,0,
243.58,33.609,-0.039,21,"P065_PBO",-16.452,21.363,1.65,1.59,1,0,1,0,0,0,
245.011,33.609,0.016,1,"P428_PBO",-2.121,0.93,1.79,1.72,1,0,1,0,0,0,
245.285,33.61,-0.066,1,"P228_PBO",-2.868,1.42,0.8,0.81,1,0,1,0,0,0,
243.39,33.611,-0.067,21,"MEE1_PBO",-18.266,22.65,0.81,0.83,1,0,1,0,0,0,
243.542,33.612,-0.068,21,"P526_PBO",-16.39,19.534,0.8,0.82,1,0,1,0,0,0,
243.992,33.612,-0.035,6,"P260_PBO",-8.992,7.657,1.05,1.07,1,0,1,0,0,0,
242.197,33.618,-0.064,4,"MASW_PBO",-26.112,29.436,0.85,0.88,1,0,1,0,0,0,
243.32,33.619,-0.07,21,"CRBT_PBO",-19.062,23.293,0.99,1.06,1,0,1,0,0,0,
242.645,33.62,-0.1,4,"P530_PBO",-25.484,28.329,1.15,1.24,1,0,1,0,0,0,
243.538,33.62,-0.066,21,"P288_PBO",-15.698,18.505,0.94,1,1,0,1,0,0,0,
243.589,33.623,-0.029,21,"P309_PBO",-18.068,19.863,1.43,1.41,1,0,1,0,0,0,
243.84,33.628,-0.012,21,"P067_PBO",-12.114,13.243,1.28,1.19,1,0,1,0,0,0,
243.152,33.63,-0.043,16,"P531_PBO",-22.225,26.429,1.05,1.12,1,0,1,0,0,0,
242.914,33.636,-0.055,16,"RNCH_PBO",-23.507,27.278,1.03,1.07,1,0,1,0,0,0,
243.726,33.639,-0.054,21,"P285_PBO",-12.678,15.897,1.05,1.08,1,0,1,0,0,0,
244.138,33.64,0.022,6,"P276_PBO",-5.159,3.792,1.64,1.66,1,0,1,0,0,0,
243.41,33.646,-0.055,21,"P063_PBO",-17.397,20.999,0.94,0.95,1,0,1,0,0,0,
242.588,33.648,-0.012,4,"P709_PBO",-25.666,26.886,0.2,0.2,1,0,1,0,0,0,
244.28,33.664,-0.059,1,"P175_PBO",-4.176,1.817,0.86,0.88,1,0,1,0,0,0,
244.036,33.677,-0.065,6,"P259_PBO",-7.076,4.596,1.18,1.38,1,0,1,0,0,0,
244.757,33.681,-0.051,1,"P432_PBO",-3.575,1.679,1.24,1.06,1,0,1,0,0,0,
243.528,33.684,-0.053,21,"P576_PBO",-14.991,19.665,0.97,0.97,1,0,1,0,0,0,
243.609,33.688,-0.057,21,"P576_PBO",-13.052,17.582,0.97,1,1,0,1,0,0,0,
244.365,33.705,-0.011,1,"ALRT_PBO",-5.858,2.745,0.2,0.3,1,0,1,0,0,0,
242.465,33.709,-0.043,4,"REDM_PBO",-25.575,26.776,1.12,1.1,1,0,1,0,0,0,
241.706,33.713,-0.044,3,"P544_PBO",-28.534,30.755,1.02,1.05,1,0,1,0,0,0,
243.288,33.714,-0.066,21,"S300_PBO",-18.236,22.384,0.96,1,1,0,1,0,0,0,
243.701,33.714,-0.059,21,"P387_PBO",-12.727,15.788,0.93,0.94,1,0,1,0,0,0,
244.6,33.715,-0.044,1,"P442_PBO",-2.082,1.145,1.03,0.96,1,0,1,0,0,0,
243.288,33.733,-0.011,21,"RG11_PBO",-18.36,19.87,0.4,0.3,1,0,1,0,0,0,
243.842,33.74,-0.047,6,"P232_PBO",-9.384,9.553,0.99,1.02,1,0,1,0,0,0,
244.179,33.741,-0.003,1,"ALGO_PBO",-6.357,2.849,0.9,1,1,0,1,0,0,0,
242.091,33.748,-0.056,4,"QCYN_PBO",-26.885,29.95,1.09,1.23,1,0,1,0,0,0,
243.829,33.749,-0.047,6,"P234_PBO",-8.772,10.324,0.97,0.99,1,0,1,0,0,0,
243.719,33.75,-0.048,21,"P241_PBO",-11.148,14.008,1.06,1.05,1,0,1,0,0,0,
241.679,33.774,-0.013,3,"HEBE_PBO",-28.881,29.721,0.587,0.596,1,0,1,0,0,0,
241.628,33.779,-0.037,3,"P725_PBO",-27.745,29.748,1.12,1.14,1,0,1,0,0,0,
243.223,33.794,-0.052,21,"P255_PBO",-14.893,23.407,1.03,1.06,1,0,1,0,0,0,
242.768,33.796,-0.042,16,"P258_PBO",-23.02,25.864,1.17,1.12,1,0,1,0,0,0,
241.669,33.798,-0.055,22,"CRU1_PBO",-28.521,30.387,0.91,0.94,1,0,1,0,0,0,
243.825,33.81,-0.034,6,"P256_PBO",-7.445,8.164,1.05,1.05,1,0,1,0,0,0,
241.727,33.824,-0.006,22,"P676_PBO",-27.564,28.705,0.574,0.6,1,0,1,0,0,0,
