lon,lat,east_vel,north_vel,east_sig,north_sig,correlation,other1,tog,name,up_vel,up_sig,east_adjust,north_adjust,up_adjust
245.401,34.189,-3.637,0.42,0.4,0.4,-0.004,8,true,FORK_GGE,0,1,0,0,0
241.457,34.202,-26.457,30.475,0.99,1,-0.043,22,true,P017_PBO,0,1,0,0,0
242.496,34.212,-20.773,20.564,1.08,1.09,-0.035,16,true,P254_PBO,0,1,0,0,0
243.463,34.217,-8.943,13.165,1.1,1.1,-0.003,5,true,P036_PBO,0,1,0,0,0
241.324,34.236,-27.485,30.34,0.88,0.91,-0.056,22,true,P227_PBO,0,1,0,0,0
242.035,34.244,-24.847,22.398,0.6,1.1,-0.003,16,true,OFW2_PBO,0,1,0,0,0
241.163,34.248,-28.469,30.023,0.592,0.618,-0.005,3,true,P105_PBO,0,1,0,0,0
243.947,34.251,-3.74,4.454,0.2,0.2,-0.013,8,true,NLIB_PBO,0,1,0,0,0
241.476,34.254,-27.004,26.394,0.9,0.93,-0.054,22,true,SUTB_PBO,0,1,0,0,0
243.721,34.255,-5.921,5.183,0.707,0.629,-0.011,6,true,P044_PBO,0,1,0,0,0
241.359,34.257,-27.81,29.939,0.84,0.87,-0.062,22,true,P171_PBO,0,1,0,0,0
241.489,34.258,-24.993,26.514,1.11,1.16,-0.019,22,true,P267_PBO,0,1,0,0,0
249.991,34.264,-1.722,-0.188,0.5,0.4,0,1,true,HOLD_GPS,0,1,0,0,0
243.116,34.264,-12.942,14.774,0.3,0.3,-0.004,20,true,RG15_PBO,0,1,0,0,0
243.567,34.267,-6.004,10.248,0.698,0.7,-0.011,5,true,P041_PBO,0,1,0,0,0
240.762,34.276,-31.052,29.428,0.2,0.5,-0.004,3,true,GNPS_PBO,0,1,0,0,0
242.708,34.281,-17.73,19.046,0.95,0.98,-0.05,20,true,P427_PBO,0,1,0,0,0
241.812,34.293,-25.647,23.304,0.3,0.3,-0.024,16,true,P101_PBO,0,1,0,0,0
241.515,34.293,-26.401,24.246,0.561,0.566,-0.009,22,true,P088_PBO,0,1,0,0,0
241.122,34.296,-28.916,29.444,0.594,0.598,-0.009,3,true,P045_PBO,0,1,0,0,0
251.881,34.301,-0.892,-0.221,0.405,0.405,-0.054,1,true,P439_PBO,0,1,0,0,0
242.681,34.305,-16.743,16.384,0.3,0.4,-0.008,20,true,P011_PBO,0,1,0,0,0
245.811,34.309,-2.332,2.911,0.2,0.2,-0.01,8,true,TTAP_GPS,0,1,0,0,0
240.936,34.32,-29.249,30.324,0.3,0.3,-0.006,3,true,P100_PBO,0,1,0,0,0
240.858,34.327,-28.889,29.202,0.656,0.64,-0.004,3,true,FOOT_PBO,0,1,0,0,0
241.399,34.33,-30.291,24.067,1.25,1.28,-0.003,3,true,P226_PBO,0,1,0,0,0
241.399,34.331,-28.021,26.197,0.81,0.84,-0.065,3,true,P348_PBO,0,1,0,0,0
241.974,34.333,-24.406,22.685,0.84,0.88,-0.058,16,true,P208_PBO,0,1,0,0,0
242.549,34.347,-17.718,18.752,0.91,0.94,-0.06,20,true,P705_PBO,0,1,0,0,0
241.589,34.353,-26.28,24.49,0.87,0.9,-0.057,16,true,LKCP_PBO,0,1,0,0,0
241.116,34.356,-28.247,28.82,0.3,0.3,-0.008,3,true,P681_PBO,0,1,0,0,0
242.395,34.362,-17.32,22.048,1.84,1.6,-0.002,20,true,SEAT_PBO,0,1,0,0,0
243.917,34.367,-2.836,4.355,0.2,0.2,-0.012,8,true,DUBO_PBO,0,1,0,0,0
244.082,34.37,-2.935,2.651,0.3,0.2,-0.01,8,true,GOGA_PBO,0,1,0,0,0
242.322,34.382,-20.099,19.628,0.721,0.721,-0.009,20,true,TIVA_GLA,0,1,0,0,0
240.992,34.399,-28.046,26.022,1.3,1.4,0,3,true,CEDA_PBO,0,1,0,0,0
240.629,34.408,-29.647,27.031,0.2,0.3,-0.007,3,true,P623_PBO,0,1,0,0,0
242.14,34.413,-22.189,20.598,1.11,1.14,-0.031,16,true,P349_PBO,0,1,0,0,0
240.12,34.415,-30.649,29.242,0.3,0.2,-0.008,3,true,P510_PBO,0,1,0,0,0
244.236,34.426,-3.533,0.848,1.1,1.1,0.002,8,true,NRC1_PBO,0,1,0,0,0
243.695,34.428,-5.735,7.86,0.2,0.3,-0.009,23,true,RG13_PBO,0,1,0,0,0
243.851,34.43,-2.934,4.156,0.3,0.2,-0.009,8,true,WMOK_PBO,0,1,0,0,0
240.99,34.44,-29.341,26.294,1.26,1.28,-0.051,3,true,P230_PBO,0,1,0,0,0
240.812,34.441,-28.446,25.027,0.3,0.3,-0.005,3,true,P354_PBO,0,1,0,0,0
242.932,34.454,-15.45,15.068,1.19,0.99,-0.059,20,true,P687_PBO,0,1,0,0,0
242.155,34.458,-18.278,21.088,0.698,0.698,-0.025,20,true,TRND_GPS,0,1,0,0,0
241.245,34.46,-26.543,23.517,0.3,0.4,-0.006,3,true,P122_PBO,0,1,0,0,0
243.12,34.462,-12.235,11.773,0.5,0.5,-0.001,20,true,RG10_PBO,0,1,0,0,0
242.606,34.462,-15.158,14.848,0.682,0.687,-0.008,20,true,P715_PBO,0,1,0,0,0
242.846,34.468,-14.664,14.281,1.01,1.03,-0.04,20,true,P702_PBO,0,1,0,0,0
239.318,34.469,-32.739,34.162,0.85,0.9,-0.062,3,true,P271_PBO,0,1,0,0,0
239.867,34.483,-31.648,33.648,0.2,0.3,-0.011,3,true,P497_PBO,0,1,0,0,0
242.235,34.493,-15.78,18.175,1.35,1.05,-0.032,20,true,P178_PBO,0,1,0,0,0
240.286,34.494,-30.698,30.462,0.96,0.96,-0.047,3,true,P216_PBO,0,1,0,0,0
240.859,34.499,-27.543,23.625,0.3,0.3,-0.006,3,true,P010_PBO,0,1,0,0,0
240.28,34.5,-31.831,30.441,0.656,0.642,-0.001,3,true,P005_PBO,0,1,0,0,0
239.801,34.502,-29.833,33.182,1.03,0.98,-0.031,3,true,P380_PBO,0,1,0,0,0
241.879,34.502,-22.268,20.548,1.12,1.15,-0.032,16,true,P689_PBO,0,1,0,0,0
242.077,34.508,-16.703,18.59,0.57,0.619,-0.009,20,true,P461_PBO,0,1,0,0,0
243.852,34.509,-3.431,3.256,0.2,0.3,-0.01,8,true,KVTX_PBO,0,1,0,0,0
242.271,34.51,-15.637,16.293,0.5,0.5,-0.003,20,true,STMB_PBO,0,1,0,0,0
241.387,34.517,-25.611,21.425,0.606,0.61,-0.008,16,true,P124_PBO,0,1,0,0,0
243.708,34.533,-6.431,5.86,0.2,0.2,-0.011,8,true,MDO1_PBO,0,1,0,0,0
242.719,34.535,-13.834,13.383,0.7,0.5,-0.013,20,true,P051_PBO,0,1,0,0,0
242.758,34.537,-14.413,14.774,1,1.05,-0.07,20,true,P060_PBO,0,1,0,0,0
240.816,34.541,-28.342,24.126,0.3,0.5,0,3,true,P081_PBO,0,1,0,0,0
239.384,34.556,-32.538,34.83,0.355,0.359,-0.006,3,true,OPCX_PBO,0,1,0,0,0
240.736,34.566,-29.5,25.324,1.29,1.17,0.052,3,true,P266_PBO,0,1,0,0,0
241.259,34.569,-24.969,21.394,0.514,0.494,-0.034,3,true,P231_PBO,0,1,0,0,0
239.373,34.571,-29.703,36.709,1.32,1.23,-0.031,3,true,P210_PBO,0,1,0,0,0
240.018,34.582,-32.544,32.745,0.9,0.5,-0.002,3,true,P508_PBO,0,1,0,0,0
239.383,34.593,-31.057,35.479,1.35,1.23,-0.037,3,true,P215_PBO,0,1,0,0,0
243.571,34.594,-8.129,7.763,0.2,0.2,-0.013,23,true,P037_PBO,0,1,0,0,0
240.674,34.6,-29.241,21.43,1.7,1.7,0.002,3,true,ECHO_PBO,0,1,0,0,0
254.816,34.601,-1.402,-0.103,0.5,0.5,0,1,true,YAMB_GPS,0,1,0,0,0
242.612,34.607,-14.391,15.547,0.552,0.557,-0.01,20,true,BLW2_PBO,0,1,0,0,0
242.89,34.621,-13.131,13.479,0.3,0.3,-0.007,20,true,RG20_PBO,0,1,0,0,0
241.755,34.629,-19.131,19.353,1.15,1.17,-0.029,20,true,P272_PBO,0,1,0,0,0
242.77,34.63,-12.928,14.004,1.12,1.17,-0.064,20,true,P421_PBO,0,1,0,0,0
242.569,34.635,-14.071,14.932,1.76,1.81,-0.079,20,true,P181_PBO,0,1,0,0,0
240.7,34.636,-27.65,24.475,0.97,0.95,-0.046,3,true,P212_PBO,0,1,0,0,0
242.172,34.64,-14.233,15.395,0.2,0.3,-0.01,20,true,WEIR_PBO,0,1,0,0,0
243.375,34.644,-10.928,8.768,0.3,0.2,-0.008,6,true,RG04_PBO,0,1,0,0,0
243.068,34.669,-11.928,11.875,0.2,0.2,-0.017,20,true,SC01_PBO,0,1,0,0,0
243.185,34.675,-11.528,10.872,0.2,0.2,-0.01,5,true,P034_PBO,0,1,0,0,0
240.647,34.683,-28.787,24.343,0.644,0.634,-0.009,3,true,HLID_PBO,0,1,0,0,0
243.791,34.699,-6.025,2.158,0.3,0.5,-0.002,8,true,FLIN_PBO,0,1,0,0,0
244.089,34.727,-4.023,1.551,0.4,0.5,-0.002,8,true,ACSO_PBO,0,1,0,0,0
239.991,34.733,-30.539,32.045,0.3,0.2,-0.007,3,true,P744_PBO,0,1,0,0,0
240.896,34.734,-24.689,21.027,1.14,1.17,-0.032,3,true,P429_PBO,0,1,0,0,0
261.219,34.738,-0.996,-1.457,1.1,1.1,0.008,1,true,WORD_GNI,0,1,0,0,0
239.721,34.739,-31.504,34.268,0.598,0.624,-0.005,3,true,P505_PBO,0,1,0,0,0
242.294,34.743,-13.129,15.444,0.737,0.733,-0.037,20,true,TOKE_GPS,0,1,0,0,0
242.703,34.749,-15.284,13.086,1.72,1.72,-0.034,20,true,P200_PBO,0,1,0,0,0
243.57,34.755,-8.623,4.463,0.2,0.2,-0.011,8,true,P035_PBO,0,1,0,0,0
241.455,34.771,-15.431,15.712,0.7,0.8,-0.002,20,true,P719_PBO,0,1,0,0,0
244.34,34.784,-3.72,1.045,0.2,0.2,-0.015,8,true,SCH2_PBO,0,1,0,0,0
242.732,34.785,-10.026,11.882,0.6,0.4,-0.005,20,true,PIE1_PBO,0,1,0,0,0
241.152,34.792,-19.632,19.319,1.4,1.4,-0.001,20,true,P706_PBO,0,1,0,0,0
239.743,34.798,-31.031,34.814,1.26,1.16,-0.036,3,true,P265_PBO,0,1,0,0,0
241.107,34.8,-20.907,19.999,1.01,1.03,-0.04,16,true,P225_PBO,0,1,0,0,0
244.673,34.806,-1.434,0.632,1.55,1.26,-0.021,8,true,PCOL_PBO,0,1,0,0,0
245.396,34.807,-2.714,1.286,1.11,0.98,-0.017,8,true,P379_PBO,0,1,0,0,0
241.459,34.822,-16.529,17.812,0.4,0.5,0,20,true,P117_PBO,0,1,0,0,0
240.286,34.823,-28.409,29.722,0.89,0.92,-0.057,3,true,P431_PBO,0,1,0,0,0
243.664,34.829,-7.321,2.961,0.2,0.2,-0.008,8,true,P055_PBO,0,1,0,0,0
242.83,34.834,-11.715,13.762,1.59,1.73,-0.07,20,true,P199_PBO,0,1,0,0,0
241.121,34.835,-19.73,17.319,0.4,0.5,-0.002,20,true,P057_PBO,0,1,0,0,0
241.382,34.839,-15.629,16.113,0.6,0.6,-0.002,20,true,P116_PBO,0,1,0,0,0
240.516,34.852,-25.237,25.103,1.04,0.98,-0.046,3,true,P270_PBO,0,1,0,0,0
240.845,34.856,-22.431,17.626,1.8,2,-0.005,3,true,P677_PBO,0,1,0,0,0
239.76,34.871,-30.435,31.15,1.1,1.1,-0.003,3,true,HNPS_PBO,0,1,0,0,0
241.807,34.875,-12.826,15.804,0.2,0.2,-0.009,20,true,P119_PBO,0,1,0,0,0
239.394,34.894,-30.686,35.288,0.97,0.96,-0.042,3,true,P385_PBO,0,1,0,0,0
243.019,34.904,-10.521,11.544,0.89,0.91,-0.057,5,true,P426_PBO,0,1,0,0,0
242.988,34.919,-10.02,11.076,0.2,0.2,-0.01,5,true,P026_PBO,0,1,0,0,0
242.306,34.925,-11.264,14.707,0.587,0.592,-0.011,20,true,MAWY_PBO,0,1,0,0,0
240.511,34.928,-23.616,23.373,1.2,1.14,-0.116,3,true,P222_PBO,0,1,0,0,0
241.344,34.944,-16.026,14.014,0.6,0.5,-0.008,20,true,SPIC_PBO,0,1,0,0,0
253.541,34.946,-1.091,0.027,0.3,0.3,-0.01,1,true,Z231_GPS,0,1,0,0,0
241.17,34.946,-17.326,16.818,0.2,0.3,-0.007,20,true,FRED_PBO,0,1,0,0,0
239.7,34.96,-29.106,34.176,1.53,1.43,-0.022,3,true,P229_PBO,0,1,0,0,0
240.568,34.96,-21.149,21.191,0.9,0.91,-0.054,3,true,P262_PBO,0,1,0,0,0
242.792,34.975,-9.224,12.368,0.723,0.725,-0.048,5,true,SNI1_GPS,0,1,0,0,0
241.811,34.982,-11.115,15.289,0.492,0.498,-0.009,20,true,P050_PBO,0,1,0,0,0
242.136,34.985,-11.569,15.029,0.702,0.702,-0.025,20,true,TSWY_GPS,0,1,0,0,0
242.457,34.987,-9.82,12.189,0.4,0.4,-0.001,20,true,P356_PBO,0,1,0,0,0
241.794,34.992,-12.529,14.86,0.805,0.802,0.008,20,true,VIDA_GPS,0,1,0,0,0
240.821,35.002,-15.354,17.63,1.07,1.1,-0.051,14,true,CHAB_PBO,0,1,0,0,0
240.162,35.003,-27.296,28.747,0.98,1,-0.049,3,true,P213_PBO,0,1,0,0,0
242.471,35.007,-8.908,13.775,1.96,1.48,-0.013,20,true,P440_PBO,0,1,0,0,0
241.016,35.011,-17.225,16.522,0.2,0.3,-0.009,20,true,P455_PBO,0,1,0,0,0
239.59,35.011,-29.231,32.354,1.3,1.3,-0.002,3,true,SLMS_PBO,0,1,0,0,0
241.513,35.033,-14.194,14.873,1.11,1.2,-0.027,20,true,P701_PBO,0,1,0,0,0
240.24,35.036,-25.799,25.904,0.89,0.92,-0.044,3,true,PUPU_PBO,0,1,0,0,0
241.994,35.039,-10.02,12.999,1.2,1.2,-0.004,20,true,P049_PBO,0,1,0,0,0
242.427,35.072,-9.417,11.889,0.5,0.5,-0.001,20,true,P716_PBO,0,1,0,0,0
243.585,35.072,-6.181,2.063,1.09,1.14,-0.048,8,true,P206_PBO,0,1,0,0,0
239.933,35.076,-27.4,30.696,0.94,0.93,-0.052,3,true,P344_PBO,0,1,0,0,0
242.409,35.083,-10.772,13.997,1.33,1.32,0.014,20,true,THUN_GPS,0,1,0,0,0
241.492,35.086,-12.328,14.733,0.7,0.7,-0.026,20,true,WAS2_GPS,0,1,0,0,0
241.843,35.087,-10.619,14.4,0.97,1,-0.043,20,true,P695_PBO,0,1,0,0,0
241.34,35.089,-13.584,14.7,1.22,1.31,-0.033,20,true,P696_PBO,0,1,0,0,0
243.06,35.09,-7.614,9.275,0.2,0.2,-0.011,23,true,P052_PBO,0,1,0,0,0
239.617,35.106,-30.028,30.554,0.6,0.6,0.012,3,true,OPBL_PBO,0,1,0,0,0
242.102,35.115,-10.842,14.191,0.707,0.709,-0.022,20,true,TURN_GPS,0,1,0,0,0
241.705,35.121,-11.336,14.025,1.21,1.32,-0.02,20,true,P697_PBO,0,1,0,0,0
252.12,35.132,-0.987,0.461,1.2,0.9,0.003,1,true,SHOS_GPS,0,1,0,0,0
241.591,35.134,-10.199,13.55,1.08,1.21,-0.023,20,true,WILL_PBO,0,1,0,0,0
241.33,35.138,-13.951,13.44,0.99,1.08,-0.043,20,true,P698_PBO,0,1,0,0,0
241.388,35.139,-13.519,12.213,1.2,1.2,-0.002,20,true,P108_PBO,0,1,0,0,0
244.598,35.142,-2.375,0.701,0.709,0.707,-0.014,8,true,SEYM_GPS,0,1,0,0,0
243.896,35.142,-4.709,0.155,0.5,0.6,-0.002,8,true,ECSD_PBO,0,1,0,0,0
241.984,35.152,-10.116,12.6,0.5,0.4,-0.004,20,true,P460_PBO,0,1,0,0,0
240.652,35.157,-18.321,14.63,0.2,0.2,-0.008,14,true,P080_PBO,0,1,0,0,0
241.585,35.158,-12.517,13.109,0.2,0.2,-0.007,20,true,HWUT_PBO,0,1,0,0,0
244.634,35.163,-3.605,0.038,0.6,0.5,-0.002,8,true,GS02_GPS,0,1,0,0,0
242.958,35.168,-10.024,10.569,1.35,1.36,0.034,23,true,SKYO_GPS,0,1,0,0,0
244.35,35.205,-4.805,0.045,0.9,1,0.001,8,true,BRMU_PBO,0,1,0,0,0
243.237,35.205,-6.509,5.371,1.1,1.1,-0.003,23,true,RG22_PBO,0,1,0,0,0
242.495,35.213,-9.901,12.249,1.32,1.32,0.014,5,true,STRI_GLA,0,1,0,0,0
242.683,35.214,-9.331,12.163,1.32,1.32,0.022,6,true,SPAT_GPS,0,1,0,0,0
241.068,35.223,-12.85,11.241,1.16,1.25,-0.054,14,true,WINT_PBO,0,1,0,0,0
241.918,35.225,-11.608,13.572,0.705,0.705,-0.02,20,true,UILA_GPS,0,1,0,0,0
239.899,35.235,-26.222,28.747,1.9,1.9,-0.004,3,true,P621_PBO,0,1,0,0,0
241.375,35.274,-12.295,12.778,0.96,1.02,-0.052,14,true,P694_PBO,0,1,0,0,0
239.975,35.28,-24.62,26.346,1.3,1.4,-0.003,3,true,P506_PBO,0,1,0,0,0
243.92,35.287,-4.903,1.155,0.2,0.2,-0.011,8,true,CHUR_PBO,0,1,0,0,0
244.762,35.291,-3.4,0.035,0.6,0.5,0,8,true,GS15_GPS,0,1,0,0,0
239.339,35.312,-28.822,34.86,0.4,0.5,0.001,3,true,P600_PBO,0,1,0,0,0
240.065,35.317,-22.018,23.644,1.2,1.4,-0.002,3,true,P501_PBO,0,1,0,0,0
240.287,35.319,-16.017,17.038,1.2,1.3,-0.004,14,true,P614_PBO,0,1,0,0,0
243.428,35.321,-5.004,2.866,1.1,1.1,-0.003,8,true,RG19_PBO,0,1,0,0,0
239.455,35.328,-27.421,33.257,1.4,1.4,0,3,true,MINE_PBO,0,1,0,0,0
243.112,35.331,-5.007,7.375,0.395,0.396,-0.049,23,true,P370_PBO,0,1,0,0,0
243.109,35.332,-5.007,7.375,0.395,0.396,-0.05,23,true,P198_PBO,0,1,0,0,0
242.308,35.337,-8.855,12.474,0.686,0.687,-0.032,5,true,TOBY_GPS,0,1,0,0,0
242.317,35.339,-8.608,11.892,0.2,0.2,-0.01,5,true,NRWY_PBO,0,1,0,0,0
247.545,35.342,-2.39,0.47,0.3,0.2,-0.006,1,true,L166_GPS,0,1,0,0,0
239.701,35.346,-25.74,30.556,1.14,1.08,-0.035,3,true,P693_PBO,0,1,0,0,0
239.168,35.359,-28.812,36.108,0.82,0.86,-0.062,3,true,P264_PBO,0,1,0,0,0
242.386,35.366,-7.998,11.529,1.35,1.15,-0.035,6,true,P412_PBO,0,1,0,0,0
242.837,35.375,-6.795,11.52,1.3,1.29,0.008,23,true,SMLT_GPS,0,1,0,0,0
239.302,35.386,-27.448,34.942,0.92,0.96,-0.045,3,true,P703_PBO,0,1,0,0,0
243.709,35.397,-5.139,0.291,1.32,1.3,0.048,8,true,SHIN_GPS,0,1,0,0,0
240.606,35.398,-13.59,13.059,0.88,0.88,-0.049,14,true,CPXX_PBO,0,1,0,0,0
240.234,35.414,-13.755,16.684,1.39,1.19,-0.058,14,true,P261_PBO,0,1,0,0,0
240.579,35.419,-13.812,12.132,0.7,0.6,-0.002,14,true,NDAP_PBO,0,1,0,0,0
241.246,35.421,-12.609,10.017,0.4,0.4,0.001,14,true,P086_PBO,0,1,0,0,0
243.111,35.425,-6.511,6.274,0.246,0.259,-0.003,8,true,RG07_PBO,0,1,0,0,0
243.448,35.426,-4.634,1.925,1.42,1.37,0.018,8,true,SHUS_GPS,0,1,0,0,0
242.039,35.426,-11.198,11.82,0.705,0.707,-0.026,6,true,U727_GPS,0,1,0,0,0
239.192,35.426,-29.918,34.063,1.6,1.6,-0.003,3,true,P486_PBO,0,1,0,0,0
242.415,35.429,-9.122,12.012,0.747,0.75,-0.016,6,true,THR3_GPS,0,1,0,0,0
242.667,35.434,-8.219,10.032,0.704,0.705,-0.027,23,true,SPN1_GPS,0,1,0,0,0
239.646,35.44,-27.016,30.153,1.2,1.2,-0.004,3,true,P504_PBO,0,1,0,0,0
239.427,35.456,-27.432,33.707,0.87,0.91,-0.059,3,true,P699_PBO,0,1,0,0,0
242.294,35.47,-9.687,11.689,0.7,0.702,-0.026,6,true,TOMB_GPS,0,1,0,0,0
244.456,35.473,-3.995,0.042,0.6,0.5,0,8,true,ABER_GPS,0,1,0,0,0
241.9,35.494,-11.46,11.698,0.7,0.702,-0.023,20,true,UPSA_GPS,0,1,0,0,0
242.294,35.513,-9.085,11.262,1.38,1.36,-0.022,6,true,P341_PBO,0,1,0,0,0
239.887,35.52,-20.827,25.478,0.95,0.92,-0.038,3,true,P700_PBO,0,1,0,0,0
242.851,35.522,-6.988,8.215,0.698,0.698,-0.026,23,true,SMEL_GPS,0,1,0,0,0
239.888,35.534,-22.011,23.748,1.2,1.2,-0.006,3,true,P102_PBO,0,1,0,0,0
244.577,35.541,-1.892,1.626,1.22,1.53,-0.009,8,true,P414_PBO,0,1,0,0,0
239.652,35.544,-24.912,29.853,1.2,1.2,-0.004,3,true,CRRS_PBO,0,1,0,0,0
238.997,35.552,-29.415,34.268,0.6,1.7,0,3,true,HCMN_PBO,0,1,0,0,0
239.547,35.552,-25.419,32.082,0.84,0.87,-0.055,3,true,SLAC_PBO,0,1,0,0,0
242.329,35.565,-9.5,10.492,0.2,0.2,-0.008,6,true,CAST_PBO,0,1,0,0,0
242.443,35.569,-9.729,10.485,0.7,0.702,-0.025,6,true,T739_GPS,0,1,0,0,0
239.999,35.575,-16.365,19.304,0.96,0.92,-0.052,14,true,P224_PBO,0,1,0,0,0
239.707,35.583,-24.155,29.526,1.42,1.03,-0.037,3,true,P655_PBO,0,1,0,0,0
242.541,35.584,-8.703,10.695,1.34,1.36,0.041,6,true,STJO_GPS,0,1,0,0,0
242.13,35.584,-10.971,11.22,0.702,0.704,-0.025,6,true,TUCK_GPS,0,1,0,0,0
240.146,35.603,-12.631,15.518,0.92,0.89,-0.049,14,true,P534_PBO,0,1,0,0,0
239.739,35.605,-23.409,27.394,0.83,0.86,-0.057,3,true,P691_PBO,0,1,0,0,0
239.654,35.607,-24.847,30.578,1.09,1.01,-0.037,3,true,SEDR_PBO,0,1,0,0,0
242.801,35.615,-7.484,7.983,0.7,0.702,-0.024,6,true,SNDR_GPS,0,1,0,0,0
239.52,35.625,-25.91,31.456,0.5,0.8,-0.002,3,true,P601_PBO,0,1,0,0,0
239.733,35.634,-22.809,27.751,0.3,0.4,-0.003,3,true,P611_PBO,0,1,0,0,0
239.13,35.636,-26.911,35.465,0.5,1.3,0,3,true,P480_PBO,0,1,0,0,0
242.188,35.647,-9.495,11.416,0.93,0.94,-0.055,6,true,P438_PBO,0,1,0,0,0
242.26,35.66,-9.932,11.302,0.702,0.702,-0.024,6,true,TONA_GPS,0,1,0,0,0
241.526,35.662,-11.786,10.431,0.594,0.579,-0.01,14,true,MPUT_PBO,0,1,0,0,0
238.716,35.665,-29.395,37.577,1,1.01,-0.033,3,true,P692_PBO,0,1,0,0,0
241.965,35.668,-10.929,11.659,0.733,0.738,-0.016,20,true,UCD1_GPS,0,1,0,0,0
239.999,35.687,-13.206,14.645,0.5,0.6,-0.004,14,true,P499_PBO,0,1,0,0,0
239.158,35.697,-27.109,33.764,0.3,0.7,0,3,true,CDMT_PBO,0,1,0,0,0
242.597,35.698,-8.194,7.686,0.6,0.6,-0.001,6,true,P721_PBO,0,1,0,0,0
239.818,35.703,-15.306,18.949,0.4,0.4,-0.002,14,true,P507_PBO,0,1,0,0,0
238.939,35.711,-29.21,35.569,0.6,0.7,-0.001,3,true,P741_PBO,0,1,0,0,0
240.262,35.731,-12.103,11.239,0.5,0.6,-0.003,14,true,P511_PBO,0,1,0,0,0
242.458,35.74,-8.598,8.733,1.17,1.17,-0.008,6,true,SUAA_GPS,0,1,0,0,0
240.763,35.744,-14.3,7.828,0.7,1.4,-0.001,14,true,GOSH_PBO,0,1,0,0,0
241.412,35.745,-11.829,10.553,0.689,0.689,-0.037,14,true,WELK_GPS,0,1,0,0,0
239.629,35.748,-22.805,29.153,1.1,1.1,-0.003,3,true,P075_PBO,0,1,0,0,0
239.395,35.754,-26.506,31.659,1.4,1.4,-0.001,3,true,NBPS_PBO,0,1,0,0,0
242.599,35.769,-7.725,8.2,0.7,0.7,-0.023,6,true,SPRO_GPS,0,1,0,0,0
239.249,35.792,-27.005,33.462,0.4,0.5,-0.002,3,true,SHOS_PBO,0,1,0,0,0
239.869,35.801,-12.402,13.548,0.7,0.8,-0.001,14,true,P498_PBO,0,1,0,0,0
242.672,35.813,-6.676,6.721,0.709,0.711,-0.02,23,true,SPIL_GPS,0,1,0,0,0
239.406,35.829,-25.403,31.959,0.4,0.4,-0.002,3,true,P618_PBO,0,1,0,0,0
239.557,35.833,-23.602,28.855,0.4,0.3,-0.002,3,true,OAES_PBO,0,1,0,0,0
242.031,35.845,-9.902,11.221,0.735,0.737,-0.018,14,true,U73H_GPS,0,1,0,0,0
239.521,35.867,-23.201,29.556,0.4,0.3,-0.002,3,true,BKAP_PBO,0,1,0,0,0
243.7,35.867,-3.537,2.558,1.05,1.09,-0.116,8,true,P204_PBO,0,1,0,0,0
241.926,35.878,-9.99,11.501,0.3,0.6,-0.002,14,true,P680_PBO,0,1,0,0,0
239.569,35.888,-21.993,28.043,0.589,0.762,-0.001,3,true,P074_PBO,0,1,0,0,0
239.953,35.889,-8.686,16.016,0.94,0.93,-0.047,14,true,CPXF_PBO,0,1,0,0,0
242.61,35.897,-8.487,7.385,0.3,0.4,-0.005,23,true,P722_PBO,0,1,0,0,0
239.527,35.9,-22.6,29.156,0.5,0.4,-0.002,3,true,P488_PBO,0,1,0,0,0
242.711,35.913,-6.568,6.654,0.698,0.698,-0.023,23,true,SOOS_GPS,0,1,0,0,0
242.518,35.925,-8.409,7.081,0.709,0.711,-0.026,23,true,STOL_GPS,0,1,0,0,0
239.845,35.928,-9.598,13.049,0.6,0.7,-0.001,14,true,P496_PBO,0,1,0,0,0
239.093,35.933,-29.601,31.566,0.5,0.3,-0.002,3,true,P485_PBO,0,1,0,0,0
240.091,35.935,-9.796,11.443,0.5,0.6,-0.003,14,true,P622_PBO,0,1,0,0,0
239.458,35.945,-23.488,30.76,0.5,0.5,-0.005,3,true,P418_PBO,0,1,0,0,0
243.701,35.971,-4.48,1.16,0.2,0.2,-0.007,8,true,P043_PBO,0,1,0,0,0
239.448,35.974,-29.398,34.258,0.5,0.6,-0.004,3,true,P023_PBO,0,1,0,0,0
242.671,35.978,-6.277,5.778,0.94,0.92,-0.041,23,true,P196_PBO,0,1,0,0,0
238.516,35.992,-29.539,36.375,1.04,1.03,-0.025,3,true,P690_PBO,0,1,0,0,0
242.443,36.002,-7.566,7.524,1.28,1.29,0.001,23,true,T758_GPS,0,1,0,0,0
239.706,36.016,-9.195,13.552,1.6,1.6,0.001,14,true,P503_PBO,0,1,0,0,0
241.864,36.023,-9.991,10.155,0.68,0.682,-0.032,14,true,V696_GPS,0,1,0,0,0
239.302,36.025,-32.097,31.661,1,0.4,-0.001,3,true,P087_PBO,0,1,0,0,0
240.937,36.027,-13.189,5.724,0.5,1.1,-0.001,14,true,P113_PBO,0,1,0,0,0
252.092,36.032,-0.955,-0.338,0.5,1.1,0.001,1,true,SILV_GHT,0,1,0,0,0
242.821,36.035,-6.044,5.207,0.698,0.7,-0.02,8,true,SMYC_GLA,0,1,0,0,0
242.056,36.045,-9.03,10.689,0.752,0.771,-0.012,6,true,U701_GPS,0,1,0,0,0
242.478,36.05,-7.28,5.84,0.4,0.39,0.003,23,true,A16N_GPS,0,1,0,0,0
