lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate
137.3000,34.9200,-0.0010,0,950303_G,-8.9640,7.4920,1.8730,1.9920,1,0,1,0,0,0,0.0000,-3836988.8644,3540671.4178,3644929.8797,13,-11.1549,9.4420,1.9500,2.3215,9.2395,0.0981,0.0457,13.3783,-0.2482,0.0000,0.0000
137.3130,35.0390,0.0010,0,950301_G,-8.5020,5.8900,1.8340,1.9700,1,0,1,0,0,0,0.0000,-3832219.1509,3534660.4957,3655765.7229,13,-9.6197,9.7984,3.9084,1.8827,9.2786,0.1302,0.0347,11.3722,-0.5545,0.0000,0.0000
137.3480,36.1360,-0.0040,0,940058_G,-3.5370,2.8580,1.9750,2.1520,1,0,1,0,0,0,0.0000,-3782198.4594,3484250.1812,3754907.0494,11,-5.1930,4.6304,1.7724,-2.7614,4.5364,0.0641,-0.1450,2.3674,0.0511,0.0000,0.0000
137.3630,36.2860,-0.0010,0,960618_G,-1.2420,1.1310,1.9060,2.2860,1,0,1,0,0,0,0.0000,-3775865.7739,3476589.3739,3768357.1280,11,-5.6002,4.6112,3.4802,-3.2248,4.5743,0.0558,-0.1463,2.3197,0.1094,0.0000,0.0000
137.3700,36.7370,0.0000,0,960572_G,6.6730,2.2880,2.1210,2.2110,1,0,1,0,0,0,0.0000,-3754349.8544,3455931.3769,3808641.0898,5,8.3621,-0.2471,-2.5351,12.1274,-0.2872,1.3956,-0.1508,2.3697,0.1107,0.0000,0.0000
137.4060,35.2620,0.0050,0,950293_G,-6.3580,5.7230,1.8330,1.8970,1,0,1,0,0,0,0.0000,-3827447.7622,3518778.9859,3676029.0448,13,-6.5575,9.9786,4.2556,1.0671,9.5583,0.1914,0.0038,7.4332,-0.4240,0.0000,0.0000
137.4140,34.6720,0.0060,0,93056_GP,-11.6250,9.4940,1.7660,2.1520,1,0,1,0,0,0,0.0000,-3855605.8529,3543673.0047,3622297.1447,13,-13.4168,9.0300,-0.4640,3.2490,9.5824,0.0496,0.0668,16.6162,0.4856,0.0000,0.0000
137.4250,35.6570,0.0050,0,950284_G,-6.3330,4.4410,1.8490,1.8690,1,0,1,0,0,0,0.0000,-3809861.3954,3500280.3652,3711784.6078,18,-4.1957,4.5908,0.1498,-0.6323,4.4031,0.1363,-0.0572,3.4272,-0.1305,0.0000,0.0000
137.4340,34.8650,0.0010,0,93102_GP,-9.2840,6.0860,2.0070,2.1790,1,0,1,0,0,0,0.0000,-3847834.2267,3534053.1713,3639916.4012,13,-12.1086,9.4921,3.4061,2.5374,9.6426,0.1227,0.0642,14.5234,0.0862,0.0000,0.0000
137.4400,36.5790,0.0010,0,950250_G,5.3380,1.5850,2.1260,2.0670,1,0,1,0,0,0,0.0000,-3766290.9985,3458432.5476,3794555.0319,5,8.8347,-0.4376,-2.0226,12.2054,-0.2682,0.9862,-0.0077,2.3845,0.1771,0.0000,0.0000
137.4680,35.3970,-0.0010,0,940061_G,-6.0900,5.2950,2.0370,1.9180,1,0,1,0,0,0,0.0000,-3824859.9631,3508770.3296,3688269.0383,18,-5.3424,4.6823,-0.6127,0.3707,4.5379,0.2057,-0.0233,5.5075,-0.1211,0.0000,0.0000
137.4870,36.9290,0.0030,0,940052_G,5.1560,2.3880,1.9210,2.2170,1,0,1,0,0,0,0.0000,-3751970.2292,3439613.7066,3825719.3323,5,7.6082,0.1212,-2.2668,12.0319,-0.2555,1.9060,-0.5157,2.5177,0.1389,0.0000,0.0000
137.5150,34.7180,-0.0040,0,93104_GP,-11.4340,9.6980,1.9460,2.0330,1,0,1,0,0,0,0.0000,-3859700.7001,3534905.6006,3626500.2911,13,-13.6125,9.1138,-0.5842,3.0887,9.8862,0.0889,0.0790,16.6123,0.6934,0.0000,0.0000
137.5290,35.5750,0.0090,0,970811_G,-6.2910,6.9730,1.8320,1.6860,1,0,1,0,0,0,0.0000,-3820123.0902,3496942.4667,3704376.3877,18,-4.3102,4.5900,-2.3830,-0.3117,4.7291,0.1788,-0.0560,3.8197,0.1951,0.0000,0.0000
137.5350,35.9730,-0.0040,0,950281_G,-5.1370,2.9160,2.0140,2.3580,1,0,1,0,0,0,0.0000,-3801414.9229,3479085.4115,3740262.1224,11,-4.9363,4.8123,1.8963,-2.2480,5.0090,0.1466,-0.1243,2.5416,0.3210,0.0000,0.0000
137.5540,34.8090,-0.0040,0,93103_GP,-8.2930,8.6620,2.2970,2.5060,1,0,1,0,0,0,0.0000,-3857850.8439,3528385.8613,3634808.3225,13,-12.8860,9.3466,0.6846,2.7562,10.0035,0.1387,0.0848,15.5035,0.5721,0.0000,0.0000
137.5750,34.9380,0.0000,0,93099_GP,-9.4810,7.4790,1.9580,2.0530,1,0,1,0,0,0,0.0000,-3853093.1564,3521441.8028,3646569.9252,13,-11.1895,9.6000,2.1210,2.2815,10.0666,0.2050,0.0809,13.2660,0.3858,0.0000,0.0000
137.5880,35.2470,-0.0010,0,950278_G,-5.8400,6.1220,1.9540,1.9830,1,0,1,0,0,0,0.0000,-3839316.2412,3507252.3342,3674667.7845,13,-6.6800,9.6442,3.5222,1.1406,10.1057,0.2903,0.0159,7.5303,0.4457,0.0000,0.0000
137.5960,36.5770,0.0000,0,970808_G,-2.6670,-0.9460,2.7510,2.7410,1,0,1,0,0,0,0.0000,-3775791.1518,3448254.5289,3794376.5422,5,8.1387,-0.4165,0.5295,12.2060,-0.2261,1.5610,-0.1040,2.5063,0.2945,0.0000,0.0000
137.5980,35.8800,-0.0050,0,960614_G,-5.2990,5.3890,2.4730,2.2850,1,0,1,0,0,0,0.0000,-3809716.1051,3478992.7222,3731892.8574,11,-4.7775,4.7817,-0.6073,-1.9570,5.1681,0.1487,-0.0792,2.6718,0.4657,0.0000,0.0000
137.6330,34.7010,-0.0010,0,93100_GP,-11.4630,8.8570,1.8960,2.1060,1,0,1,0,0,0,0.0000,-3867767.4357,3527674.0396,3624947.2266,13,-13.9031,8.9820,0.1250,3.1633,10.2411,0.1082,0.0958,16.9582,1.1632,0.0000,0.0000
137.6760,35.3440,-0.0070,0,960616_G,-7.1400,6.4580,1.9440,2.0560,1,0,1,0,0,0,0.0000,-3840093.3912,3497157.6124,3683466.1451,13,-5.5264,9.4459,2.9879,0.7911,10.3704,0.3413,-0.0108,5.9762,0.9353,0.0000,0.0000
137.6810,34.7520,0.0010,0,970821_G,-12.1000,9.6470,1.8780,1.9510,1,0,1,0,0,0,0.0000,-3868334.0863,3522258.7989,3629605.4623,13,-13.4791,9.0948,-0.5522,2.9798,10.3854,0.1470,0.1073,16.3119,1.1834,0.0000,0.0000
137.6830,36.0850,0.0010,0,960611_G,-6.7690,4.7120,2.5900,2.1970,1,0,1,0,0,0,0.0000,-3804975.4958,3464325.5713,3750328.1555,11,-5.4492,5.0035,0.2915,-2.5866,5.3829,0.3341,-0.2005,2.5286,0.5799,0.0000,0.0000
137.6950,35.0790,-0.0260,0,93084_GP,-7.8900,6.5880,1.8610,1.9920,1,0,1,0,0,0,0.0000,-3853811.4624,3507313.4299,3659404.4841,13,-9.0444,9.3538,2.7658,1.7726,10.4275,0.3401,0.0836,10.4769,0.9901,0.0000,0.0000
137.6960,35.7840,-0.0020,0,950274_G,-7.2630,5.6950,1.9350,1.8070,1,0,1,0,0,0,0.0000,-3820280.2252,3476675.1022,3723243.3034,11,-4.6548,4.7000,-0.9950,-1.6547,5.4158,0.1373,-0.0672,2.8627,0.7830,0.0000,0.0000
137.7170,34.6780,-0.0040,0,93054_GP,-13.2500,9.7320,1.9120,2.0460,1,0,1,0,0,0,0.0000,-3874011.3679,3522978.5363,3622845.5136,13,-14.0318,8.8648,-0.8672,3.2570,10.4936,0.1133,0.1074,17.1755,1.5214,0.0000,0.0000
137.7920,34.7930,-0.0020,0,93097_GP,-11.9270,8.5010,1.8620,2.0720,1,0,1,0,0,0,0.0000,-3873225.7156,3513012.1879,3633348.2335,13,-12.7936,8.9953,0.4943,2.8399,10.7192,0.2067,0.1356,15.4268,1.5883,0.0000,0.0000
137.8150,35.5210,-0.0020,0,950276_G,-7.3170,6.3190,2.1810,2.0320,1,0,1,0,0,0,0.0000,-3840116.1841,3480173.2456,3699493.6593,13,-4.1793,9.2972,2.9782,0.1518,10.7883,0.3331,-0.0731,3.9980,1.5642,0.0000,0.0000
137.8180,34.9410,-0.0020,0,93090_GP,-9.2930,7.2810,1.8520,2.0550,1,0,1,0,0,0,0.0000,-3867851.9310,3504940.4201,3646843.2311,13,-10.8627,8.8913,1.6103,2.2957,10.7973,0.3420,0.1488,12.8163,1.7572,0.0000,0.0000
137.8230,34.6720,-0.0020,0,93098_GP,-14.1390,9.2450,1.9290,2.0410,1,0,1,0,0,0,0.0000,-3880803.5474,3516060.1080,3622297.1447,13,-13.7602,8.7872,-0.4578,3.2904,10.8124,0.1275,0.1243,16.9231,1.9009,0.0000,0.0000
137.8510,36.5000,-0.0020,0,940046_G,-2.1000,3.5880,2.4530,2.0920,1,0,1,0,0,0,0.0000,-3794877.6618,3434834.7616,3787501.1754,11,-6.1840,3.9943,0.4063,-3.8605,5.8073,-0.4034,1.2881,2.7269,0.5249,0.0000,0.0000
137.8680,35.1610,0.0520,0,93083_GP,-6.5090,5.7660,2.1790,1.9530,1,0,1,0,0,0,0.0000,-3860496.0371,3492144.2590,3666858.3670,13,-7.6819,8.7659,2.9999,1.4881,10.9476,0.5627,0.1096,8.6073,2.0721,0.0000,0.0000
137.8720,36.2280,0.0800,0,960609_G,-7.1280,6.1910,3.0850,2.3610,1,0,1,0,0,0,0.0000,-3809428.6338,3445465.9496,3763159.4885,11,-6.5793,4.2644,-1.9266,-3.0180,5.8604,0.8832,0.8445,2.6781,0.7515,0.0000,0.0000
137.8740,37.0450,0.2120,0,950245_G,3.3120,5.0020,2.1080,2.3610,1,0,1,0,0,0,0.0000,-3769364.7396,3408990.6610,3836016.6311,9,4.1437,1.7773,-3.2247,3.4809,4.4011,-3.6131,2.3488,2.9502,0.2749,0.0000,0.0000
137.8940,36.9510,0.0520,0,960570_G,2.7320,4.0610,2.4300,2.5920,1,0,1,0,0,0,0.0000,-3775218.5085,3411889.8644,3827673.4746,9,4.5758,1.8152,-2.2458,3.6646,4.4314,-3.8493,2.2941,2.9381,0.3220,0.0000,0.0000
137.9030,36.3220,0.0140,0,950270_G,-5.2520,6.1180,2.3850,2.0680,1,0,1,0,0,0,0.0000,-3806706.0424,3439260.8235,3771581.3071,11,-5.7421,4.0027,-2.1153,-3.3068,5.9387,-0.2954,1.2356,2.7307,0.7004,0.0000,0.0000
137.9110,34.7550,0.0250,0,93096_GP,-13.0870,8.2030,1.8110,2.1320,1,0,1,0,0,0,0.0000,-3882301.0946,3506574.5836,3629879.3867,13,-12.6963,8.6612,0.4582,2.9932,11.0769,0.2072,0.1600,15.4823,2.2558,0.0000,0.0000
137.9250,35.3170,0.0320,0,950277_G,-7.9800,4.3260,1.9930,1.9990,1,0,1,0,0,0,0.0000,-3856543.2677,3481598.8673,3681018.1761,13,-5.7252,8.6885,4.3625,0.9179,11.1190,0.6613,0.0254,5.9819,2.4051,0.0000,0.0000
137.9320,34.8440,0.0580,0,93089_GP,-12.2480,5.9060,1.8070,2.0390,1,0,1,0,0,0,0.0000,-3879395.6742,3501369.3548,3638001.2789,13,-11.7083,8.4922,2.5862,2.6667,11.1401,0.3049,0.1868,14.0701,2.4610,0.0000,0.0000
137.9370,34.6700,0.0670,0,93095_GP,-13.8180,9.1920,2.1440,2.4630,1,0,1,0,0,0,0.0000,-3887885.5485,3508416.3216,3622114.3462,13,-13.1334,8.6048,-0.5872,3.3102,11.1551,0.1390,0.1424,16.3046,2.4079,0.0000,0.0000
137.9440,35.9240,0.0350,0,940047_G,-7.5200,5.2360,2.7190,2.1960,1,0,1,0,0,0,0.0000,-3828526.5659,3454002.4110,3735853.7365,11,-4.9212,4.8045,-0.4315,-2.0733,6.0423,0.0575,-0.0410,2.7904,1.2788,0.0000,0.0000
137.9470,34.9020,0.0180,0,970819_G,-9.6680,10.6130,1.8610,2.0510,1,0,1,0,0,0,0.0000,-3877575.6994,3497885.0700,3643289.4744,13,-10.9588,8.3682,-2.2448,2.4540,11.1851,0.3828,0.2031,13.0300,2.6138,0.0000,0.0000
137.9800,35.0320,0.0120,0,950295_G,-9.5310,7.3490,2.2380,2.3810,1,0,1,0,0,0,0.0000,-3873438.5397,3490108.7540,3655128.7564,13,-9.2072,8.1960,0.8470,1.9773,11.2843,0.5954,0.2217,10.5892,2.8667,0.0000,0.0000
137.9830,36.1210,0.0130,0,950273_G,-8.2470,5.4970,2.2680,2.0480,1,0,1,0,0,0,0.0000,-3821310.9879,3442777.4300,3753560.6246,11,-6.9540,5.5709,0.0739,-2.6802,6.1408,1.4869,-0.4477,2.7869,1.0175,0.0000,0.0000
137.9840,35.7260,0.0140,0,960615_G,-8.3150,6.1210,2.8700,2.1830,1,0,1,0,0,0,0.0000,-3840505.8107,3459949.4062,3718012.4644,11,-4.6443,4.3793,-1.7417,-1.4583,6.1433,0.1113,-0.0922,3.0746,1.8562,0.0000,0.0000
137.9850,36.2390,-0.0330,0,960608_G,-8.0750,6.2410,1.9640,2.0310,1,0,1,0,0,0,0.0000,-3815679.5975,3437462.5806,3764145.5442,1,-7.6385,5.8294,-0.4116,-6.7569,8.2339,-1.9237,1.5372,2.8053,0.8673,0.0000,0.0000
138.0180,34.7860,-0.0310,0,93052_GP,-12.8800,8.0870,1.9090,2.1570,1,0,1,0,0,0,0.0000,-3887382.3730,3498004.0718,3632709.3554,13,-11.8517,8.2390,0.1520,2.8907,11.3986,0.2611,0.1980,14.4812,2.9615,0.0000,0.0000
138.0380,35.5560,-0.0410,0,950275_G,-6.5860,6.7950,2.0420,2.3850,1,0,1,0,0,0,0.0000,-3851951.0432,3463689.1731,3702658.7657,13,-4.0670,8.9496,2.1546,0.0476,11.4587,0.4454,-0.0980,3.6692,2.6070,0.0000,0.0000
138.0470,34.6660,0.0050,0,960624_G,-15.0480,9.8430,1.8090,2.1860,1,0,1,0,0,0,0.0000,-3894802.1043,3501114.6972,3621748.7360,13,-12.4624,8.3085,-1.5345,3.3373,11.4857,0.1384,0.1546,15.6614,3.0226,0.0000,0.0000
138.0540,34.7150,0.0110,0,93093_GP,-14.1060,8.8330,1.9190,2.1390,1,0,1,0,0,0,0.0000,-3892924.6532,3498567.1829,3626226.2441,13,-12.1909,8.2271,-0.6059,3.1571,11.5068,0.1844,0.1758,15.1635,3.1039,0.0000,0.0000
138.0750,34.9400,0.0220,0,93088_GP,-11.1270,7.2390,2.1000,2.1760,1,0,1,0,0,0,0.0000,-3883581.7211,3487598.5115,3646752.1303,13,-9.8994,7.6807,0.4417,2.3282,11.5699,0.5296,0.2820,11.6979,3.6072,0.0000,0.0000
138.0820,35.0450,0.0210,0,970818_G,-10.1810,6.1040,2.1460,2.0420,1,0,1,0,0,0,0.0000,-3879028.4151,3482653.4610,3656311.6507,13,-8.7107,7.6811,1.5771,1.9410,11.5909,0.7640,0.2998,9.8878,3.6100,0.0000,0.0000
138.0980,34.6800,0.0170,0,960622_G,-15.1490,9.5740,1.8790,2.1290,1,0,1,0,0,0,0.0000,-3897258.1841,3497055.3449,3623028.2945,13,-12.0301,8.1282,-1.4458,3.2915,11.6390,0.1481,0.1643,15.1734,3.3465,0.0000,0.0000
138.1000,37.1610,0.0710,0,950243_G,3.7560,5.3090,2.3750,2.3130,1,0,1,0,0,0,0.0000,-3776993.6370,3388902.5709,3846298.2064,9,0.4983,4.4390,-0.8700,3.2661,4.7436,-0.5096,-0.0093,3.2775,0.3139,0.0000,0.0000
138.1350,35.1040,-0.0230,0,93079_GP,-8.0210,4.2620,2.4720,2.3050,1,0,1,0,0,0,0.0000,-3879442.3196,3476549.2098,3661677.8043,13,-7.8795,7.4823,3.2203,1.7292,11.7502,1.0095,0.3382,8.5992,3.9297,0.0000,0.0000
138.1370,34.7580,0.0330,0,93091_GP,-13.2310,8.6870,1.9850,2.1150,1,0,1,0,0,0,0.0000,-3895960.7934,3491106.9832,3630153.3011,13,-11.2209,7.8180,-0.8690,3.0078,11.7562,0.2320,0.2090,13.9966,3.7292,0.0000,0.0000
138.1590,34.6350,0.0300,0,960625_G,-17.7220,11.1180,1.7870,2.1360,1,0,1,0,0,0,0.0000,-3903097.8232,3494801.2159,3618914.6586,13,-11.4819,7.9948,-3.1232,3.4648,11.8224,0.1007,0.1432,14.8460,3.6844,0.0000,0.0000
138.1770,34.8490,0.0340,0,970820_G,-11.4730,7.3430,1.8720,2.1760,1,0,1,0,0,0,0.0000,-3894095.6155,3484537.1630,3638457.3047,13,-10.1573,7.2736,-0.0694,2.6763,11.8765,0.3786,0.2799,12.4551,4.3230,0.0000,0.0000
138.1830,34.6780,0.0520,0,960623_G,-16.8700,10.3410,1.9650,2.1550,1,0,1,0,0,0,0.0000,-3902536.1307,3491354.1204,3622845.5136,13,-11.1720,7.8455,-2.4955,3.3088,11.8945,0.1342,0.1631,14.3466,3.8859,0.0000,0.0000
138.1990,36.8650,0.0610,0,950247_G,0.8190,5.7490,2.7130,2.2680,1,0,1,0,0,0,0.0000,-3797605.9126,3395570.8340,3820031.3487,9,1.9379,3.9571,-1.7919,3.8467,4.8936,-1.3853,0.4419,3.2941,0.4946,0.0000,0.0000
138.2140,36.0260,0.0050,0,960612_G,-8.9630,6.8190,1.9040,1.8840,1,0,1,0,0,0,0.0000,-3839795.4887,3431485.4820,3745027.2968,1,-8.8715,6.0928,-0.7262,-6.9689,8.0494,-1.1967,0.4971,3.0993,1.4595,0.0000,0.0000
138.2160,36.2080,0.0230,0,950271_G,-8.3070,7.0690,2.3800,1.9720,1,0,1,0,0,0,0.0000,-3831025.4567,3423407.5033,3761366.3046,1,-8.7045,6.6609,-0.4081,-6.7712,8.0478,-1.1795,0.2790,3.1128,1.1079,0.0000,0.0000
138.2260,34.7380,0.0410,0,93092_GP,-15.4100,10.0060,1.8020,2.1660,1,0,1,0,0,0,0.0000,-3902323.7625,3485894.9742,3628327.0171,13,-10.4452,7.5318,-2.4742,3.0922,12.0237,0.1901,0.1969,13.3473,4.2951,0.0000,0.0000
138.2430,37.0570,0.0420,0,960569_G,0.3290,4.4390,2.4360,2.4770,1,0,1,0,0,0,0.0000,-3790641.8098,3384109.2984,3837080.9722,9,0.9308,4.4941,0.0551,3.4757,4.9602,-0.8875,0.0507,3.4324,0.4155,0.0000,0.0000
138.2470,36.6650,0.0180,0,950267_G,-5.1450,5.0590,1.7530,2.1130,1,0,1,0,0,0,0.0000,-3810373.8537,3401247.1522,3802225.7122,1,-8.4155,7.1651,2.1061,-6.2723,8.0228,-1.1463,0.2202,3.2895,0.6375,0.0000,0.0000
138.2500,34.9540,0.0370,0,93082_GP,-11.7020,9.3020,1.8630,2.2660,1,0,1,0,0,0,0.0000,-3893550.9479,3475127.0861,3648027.4413,13,-8.7242,6.7497,-2.5523,2.2971,12.0958,0.6670,0.4071,10.3543,4.9390,0.0000,0.0000
138.2540,35.2010,0.0240,0,93074_GP,-12.6000,7.5840,2.1560,1.9970,1,0,1,0,0,0,0.0000,-3882023.7911,3464351.8229,3670491.6829,13,-6.8233,7.0416,-0.5424,1.3851,12.1079,1.7014,0.4187,6.5070,4.6476,0.0000,0.0000
138.2730,37.8160,0.0410,0,950235_G,3.9490,1.5390,1.8920,2.3040,1,0,1,0,0,0,0.0000,-3754145.8854,3347996.7589,3904056.5871,5,7.4196,0.0081,-1.5309,11.5893,-0.0430,0.3778,-0.1064,3.7919,0.0553,0.0000,0.0000
138.3160,35.8560,0.0290,0,950263_G,-9.1230,6.6570,2.5640,2.2200,1,0,1,0,0,0,0.0000,-3854179.8116,3432018.7574,3729731.4502,1,-10.1456,5.6488,-1.0082,-7.1450,7.9672,-0.3289,0.2824,3.3295,2.0360,0.0000,0.0000
138.3230,36.3860,0.0020,0,950268_G,-4.7970,6.0580,1.9150,1.8990,1,0,1,0,0,0,0.0000,-3828665.6157,3408460.6461,3777309.5039,1,-9.2218,6.7233,0.6653,-6.5691,7.9615,-0.6665,0.3198,3.3192,0.9184,0.0000,0.0000
138.3340,37.2310,-0.0600,0,950241_G,1.6730,4.7350,2.0860,2.2260,1,0,1,0,0,0,0.0000,-3787289.3762,3370322.3982,3852494.9804,9,-0.1000,4.7271,-0.0079,3.1422,5.0981,-0.4000,0.0014,3.6422,0.3697,0.0000,0.0000
138.3700,38.0240,-0.1900,0,960565_G,3.1370,2.2710,2.0880,2.5620,1,0,1,0,0,0,0.0000,-3749190.3144,3332199.0447,3922291.8013,5,4.1015,0.8517,-1.4193,11.4853,-0.0168,3.3677,-0.8186,4.0162,-0.0500,0.0000,0.0000
138.3780,34.9910,-0.0600,0,93081_GP,-13.9470,8.8860,1.8010,2.0980,1,0,1,0,0,0,0.0000,-3899542.8634,3464854.6732,3651396.8576,13,-7.4825,6.3628,-2.5232,2.1762,12.4805,0.7957,0.4944,8.8629,5.6232,0.0000,0.0000
138.4360,36.8020,-0.0400,0,950265_G,-7.5030,4.6260,2.2820,2.1980,1,0,1,0,0,0,0.0000,-3814759.3820,3382617.9979,3814427.5847,1,-9.2478,6.9561,2.3301,-6.1077,7.8704,-0.4814,0.2936,3.6214,0.6206,0.0000,0.0000
138.4450,35.4440,-0.0900,0,93069_GP,-9.7810,6.5290,2.2070,1.8600,1,0,1,0,0,0,0.0000,-3881866.7414,3441034.2917,3692525.5675,13,-5.4961,7.8969,1.3679,0.5112,12.6818,1.4011,0.5201,4.6063,4.2647,0.0000,0.0000
138.4460,35.2890,-0.0300,0,93073_GP,-9.2790,5.5840,2.4120,2.1910,1,0,1,0,0,0,0.0000,-3889387.8433,3447580.0614,3678478.6783,13,-7.2211,6.9420,1.3580,1.0839,12.6848,2.8684,0.5547,5.4366,5.1881,0.0000,0.0000
138.4570,35.6740,-0.0400,0,970809_G,-9.6410,7.1590,2.5480,1.8830,1,0,1,0,0,0,0.0000,-3871461.8848,3430363.3295,3713319.5074,1,-10.8733,4.4172,-2.7418,-7.3311,7.8535,-0.2717,0.6426,3.8140,2.7937,0.0000,0.0000
138.4610,36.1310,-0.3100,0,950272_G,-9.7160,7.0820,2.7220,2.1710,1,0,1,0,0,0,0.0000,-3849409.2238,3410343.5589,3754458.2697,1,-9.6331,6.2714,-0.8106,-6.8347,7.8502,-0.7122,0.2608,3.5106,1.3181,0.0000,0.0000
138.4720,38.0630,-0.0500,0,950233_G,3.6740,2.5390,2.3590,2.5720,1,0,1,0,0,0,0.0000,-3753116.8889,3323748.5020,3925705.1564,5,2.8219,2.2176,-0.3214,11.4658,0.0108,4.4286,-2.1458,4.2153,-0.0610,0.0000,0.0000
138.4990,36.2850,-0.0800,0,960610_G,-10.8190,9.3920,1.8840,1.8310,1,0,1,0,0,0,0.0000,-3844098.5091,3401090.6801,3768267.5462,1,-9.6062,6.4993,-2.8927,-6.6644,7.8196,-0.6509,0.2392,3.5927,1.0810,0.0000,0.0000
138.5130,38.3190,0.0060,0,950232_G,3.9160,2.9010,2.3660,2.4950,1,0,1,0,0,0,0.0000,-3742317.4258,3309409.3462,3948065.5422,5,1.8310,2.6125,-0.2885,11.3377,0.0219,5.1918,-2.3516,4.3148,-0.2390,0.0000,0.0000
138.5160,37.3490,0.0080,0,960567_G,0.7950,4.4620,1.8920,2.3360,1,0,1,0,0,0,0.0000,-3792024.2180,3353012.2949,3862927.9494,9,-0.7073,4.9286,0.4666,2.9228,5.3738,-0.3641,0.0592,3.9943,0.3860,0.0000,0.0000
138.5250,35.0670,-0.0050,0,93077_GP,-14.7590,8.4610,2.8950,2.4210,1,0,1,0,0,0,0.0000,-3904787.2417,3451627.6940,3658313.0429,13,-5.9979,6.9819,-1.4791,1.9141,12.9221,0.8855,0.2248,7.0266,5.7155,0.0000,0.0000
138.5530,36.5080,-0.0040,0,950221_G,-12.3690,2.0350,2.1460,2.0040,1,0,1,0,0,0,0.0000,-3836279.6613,3387732.3889,3788215.8179,1,-9.4808,6.6110,4.5760,-6.4178,7.7760,-0.6659,0.3089,3.7289,0.8561,0.0000,0.0000
138.5630,35.3620,-0.0020,0,93071_GP,-11.7020,5.7540,2.0130,1.9310,1,0,1,0,0,0,0.0000,-3892903.0935,3436526.1716,3685097.6700,1,-15.1870,2.8261,-2.9279,-7.6611,7.7679,2.5109,0.9114,5.0151,4.0305,0.0000,0.0000
138.5740,37.3980,0.0010,0,940051_G,0.4260,3.0950,1.8630,2.2570,1,0,1,0,0,0,0.0000,-3792938.0208,3346984.8739,3867255.4720,9,-0.9072,4.9734,1.8784,2.8309,5.4617,-0.3844,0.1024,4.1225,0.3859,0.0000,0.0000
138.5830,35.9740,-0.0050,0,960613_G,-10.3440,6.2530,2.3250,2.1400,1,0,1,0,0,0,0.0000,-3864362.6591,3408932.2610,3740352.0610,1,-10.2358,5.9322,-0.3208,-6.9954,7.7518,-0.5080,0.2371,3.7484,1.5825,0.0000,0.0000
138.5910,36.6160,-0.0030,0,960591_G,-12.3590,4.1240,2.8360,2.1930,1,0,1,0,0,0,0.0000,-3833163.3154,3380458.2988,3797856.2571,1,-9.3618,6.6328,2.5088,-6.2973,7.7453,-0.7543,0.3285,3.8188,0.7841,0.0000,0.0000
138.6090,37.0790,-0.0020,0,950244_G,-4.8360,4.2730,1.8490,2.0930,1,0,1,0,0,0,0.0000,-3811076.0951,3358851.7516,3839031.8271,1,-9.2656,7.0225,2.7495,-5.7923,7.7308,-0.5397,0.1552,4.0130,0.5531,0.0000,0.0000
138.6100,35.1170,-0.0030,0,970815_G,-15.8990,9.1400,1.6950,1.9270,1,0,1,0,0,0,0.0000,-3907506.9639,3443718.9104,3662859.6554,13,-5.4021,9.0449,-0.0951,1.7406,13.1774,0.9881,-0.6772,6.1546,4.8097,0.0000,0.0000
138.6170,35.2030,-0.0020,0,93075_GP,-11.0280,6.4070,1.8600,2.0470,1,0,1,0,0,0,0.0000,-3903798.1565,3439603.0188,3670673.3017,15,-20.0641,10.3513,3.9443,-12.4862,13.6818,1.9748,-0.7011,5.6031,4.0316,0.0000,0.0000
138.6380,36.3460,-0.0030,0,950269_G,-9.6050,7.2930,1.9030,2.0300,1,0,1,0,0,0,0.0000,-3849324.9566,3389101.8330,3773729.9328,1,-9.8455,6.4639,-0.8291,-6.5870,7.7074,-0.5909,0.2345,3.8495,1.0091,0.0000,0.0000
138.6900,35.6500,-0.0040,0,960606_G,-11.3230,7.3560,2.7890,1.9410,1,0,1,0,0,0,0.0000,-3886547.8288,3415617.7468,3711152.4954,1,-10.5316,5.7288,-1.6272,-7.3387,7.6654,-0.9005,-0.2838,4.0934,2.2204,0.0000,0.0000
138.6950,35.7470,0.0040,0,950264_G,-10.7340,5.5950,1.8450,1.8510,1,0,1,0,0,0,0.0000,-3882120.5838,3411126.5612,3719906.8291,1,-10.7155,5.7343,0.1393,-7.2330,7.6614,-0.5599,-0.0076,4.0423,1.9347,0.0000,0.0000
138.7070,37.5360,0.0050,0,960566_G,2.9980,4.8710,2.0370,2.2080,1,0,1,0,0,0,0.0000,-3793687.6959,3332014.9594,3879427.9782,9,-1.3207,4.9562,0.0852,2.5704,5.6631,-0.5648,0.3399,4.4559,0.3669,0.0000,0.0000
138.7220,35.1740,-0.0030,0,93076_GP,-15.0040,6.5580,1.8760,2.1350,1,0,1,0,0,0,0.0000,-3911490.7389,3433668.4011,3668039.3908,15,-20.1073,11.0721,4.5141,-12.9332,12.3317,3.1118,-1.3456,4.0622,2.6052,0.0000,0.0000
