lon,lat,corr,other1,name,east_vel,north_vel,east_sig,north_sig,flag,up_vel,up_sig,east_adjust,north_adjust,up_adjust,depth,x,y,z,block_label,model_east_vel,model_north_vel,model_east_vel_residual,model_east_vel_rotation,model_north_vel_rotation,model_east_elastic_segment,model_north_elastic_segment,model_east_vel_tde,model_north_vel_tde,model_east_vel_block_strain_rate,model_north_vel_block_strain_rate
88.3600,69.3620,0.0000,0,NRIL_GPS,1.2300,-7.1000,0.8200,0.8200,1,0,1,0,0,0,0.0000,64230.2882,2243365.4494,5958820.1342,4,3.7454,-10.2893,-3.1893,3.6887,-10.2509,-0.0729,0.0601,0.0162,-0.0216,0.0000,0.0000
106.0100,51.1700,-0.0060,0,UDUN_GEC,9.6300,-6.8300,1.1400,1.1500,1,0,1,0,0,0,0.0000,-1101141.7080,3837609.4791,4960301.5923,5,6.6105,-8.3494,-1.5194,6.5505,-8.3052,-0.1233,0.0903,0.0634,-0.0462,0.0000,0.0000
107.8200,22.3260,0.0020,0,F062_GPS,26.5830,-8.6560,1.7000,1.6000,1,0,1,0,0,0,0.0000,-1802540.9589,5607531.9425,2418839.1983,4,26.2251,-8.0180,0.6380,25.5225,-6.9436,-0.7293,1.0739,0.0266,0.0005,0.0000,0.0000
108.1690,23.7500,-0.0040,0,F059_GPS,26.8330,-9.4230,1.7000,1.7000,1,0,1,0,0,0,0.0000,-1817353.0015,5537606.6319,2564467.2585,12,26.6520,-9.2978,0.1252,26.1969,-8.4845,-0.4855,0.8134,0.0304,-0.0001,0.0000,0.0000
108.2960,23.1490,0.0000,0,F060_GPS,24.4800,-7.8110,1.8000,1.7000,1,0,1,0,0,0,0.0000,-1837966.7508,5558799.7973,2503192.8607,4,25.7194,-7.7662,0.0448,25.1742,-6.8510,-0.5742,0.9149,0.0289,0.0003,0.0000,0.0000
109.1060,33.6580,-0.0030,0,F054_GPS,21.2100,-8.1360,1.6000,1.6000,1,0,1,0,0,0,0.0000,-1734782.6502,5008057.2226,3529057.0232,4,20.5332,-6.8900,1.2460,20.5190,-6.6923,-0.0814,0.2109,0.0673,-0.0133,0.0000,0.0000
109.2600,22.4110,0.0380,0,F063_GPS,25.3110,-7.9220,1.7000,1.6000,1,0,1,0,0,0,0.0000,-1941703.7126,5557069.2982,2427574.7092,4,26.1147,-7.7621,0.1599,25.4239,-6.6620,-0.7184,1.0992,0.0277,0.0009,0.0000,0.0000
109.9230,33.8800,0.0150,0,D078_GPS,20.2470,-7.1620,1.6000,1.6000,1,0,1,0,0,0,0.0000,-1801342.4727,4969919.2658,3549566.0649,4,20.3637,-6.7208,0.4412,20.3609,-6.5310,-0.0743,0.2040,0.0716,-0.0142,0.0000,0.0000
109.9660,41.7550,0.0810,0,HB04_GUA,12.9800,-3.1200,1.7200,1.5500,1,0,1,0,0,0,0.0000,-1621983.9039,4464605.6865,4240379.1978,4,16.4178,-6.5985,-3.4785,16.4168,-6.5224,-0.0939,0.1156,0.0930,-0.0395,0.0000,0.0000
110.1410,22.6880,0.0110,0,F049_GPS,25.2420,-8.1420,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2022853.4187,5515474.1266,2456005.0218,12,27.0909,-9.2609,-1.1189,26.4650,-8.1912,-0.6548,1.0686,0.0289,0.0011,0.0000,0.0000
110.5550,27.9110,-0.0220,0,F057_GPS,22.7720,-7.8050,1.7000,1.6000,1,0,1,0,0,0,0.0000,-1975590.0347,5268532.4292,2980597.5104,12,24.5188,-8.5421,-0.7371,24.4654,-8.1284,-0.1006,0.4163,0.0473,-0.0026,0.0000,0.0000
111.4750,33.2800,-0.0180,0,C060_GPS,21.1530,-8.1250,1.7000,1.6000,1,0,1,0,0,0,0.0000,-1948789.6885,4953628.2669,3494014.4827,4,20.5348,-6.4165,1.7085,20.5516,-6.2207,-0.0590,0.2089,0.0758,-0.0131,0.0000,0.0000
111.5630,22.7860,-0.0240,0,F047_GPS,26.1670,-8.3170,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2157555.5896,5459661.5538,2466049.6866,12,26.9417,-9.0966,-0.7796,26.3523,-7.9737,-0.6193,1.1214,0.0300,0.0015,0.0000,0.0000
111.7090,41.5150,-0.0290,0,HB08_GUA,15.1800,-2.3700,1.5900,1.5000,1,0,1,0,0,0,0.0000,-1763585.2762,4429668.5818,4220444.8451,5,10.8041,-7.0370,-4.6670,10.8164,-6.9657,-0.0920,0.1148,0.1043,-0.0435,0.0000,0.0000
112.1080,31.9050,-0.0350,0,F029_GPS,21.9800,-8.0700,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2034374.4821,5008054.0781,3365273.5816,12,22.6743,-8.1140,-0.0440,22.7010,-7.8890,-0.0445,0.2345,0.0713,-0.0095,0.0000,0.0000
112.3510,32.5380,-0.0340,0,C063_GPS,22.2820,-7.5490,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2041332.3344,4964690.4762,3424786.4513,12,22.3793,-8.0584,-0.5094,22.4092,-7.8510,-0.0459,0.2186,0.0759,-0.0112,0.0000,0.0000
112.5630,26.9110,-0.0360,0,F034_GPS,23.6210,-8.5310,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2178611.8830,5243320.0979,2881943.1077,12,24.7084,-8.2933,0.2377,24.7337,-7.8178,-0.0211,0.4762,0.0464,-0.0007,0.0000,0.0000
112.6880,22.3380,-0.0440,0,F044_GPS,25.2900,-8.0210,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2271701.1247,5433872.7671,2420072.7701,12,27.1803,-9.1520,-1.1310,26.4544,-7.7981,-0.7551,1.3517,0.0291,0.0022,0.0000,0.0000
113.3120,32.7510,-0.0380,0,C059_GPS,21.7370,-8.1690,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2119259.0096,4918028.8071,3444718.4739,12,22.2018,-7.8955,0.2735,22.2458,-7.6994,-0.0379,0.2080,0.0818,-0.0120,0.0000,0.0000
113.3480,31.6940,-0.0620,0,C065_GPS,22.3600,-7.8660,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2147171.3648,4974201.2395,3345344.3202,12,22.6533,-7.9135,-0.0475,22.7031,-7.6937,-0.0255,0.2287,0.0753,-0.0089,0.0000,0.0000
113.5630,24.8140,-0.0390,0,F037_GPS,26.1560,-8.5480,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2310424.6801,5297675.7205,2672250.2164,12,25.5125,-8.4324,0.1156,25.4892,-7.6595,-0.0617,0.7714,0.0384,0.0015,0.0000,0.0000
113.8960,22.5870,-0.0070,0,F042_GPS,26.3500,-8.2200,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2381470.3787,5375106.4291,2445645.3490,12,26.9258,-9.0398,-0.8198,26.3021,-7.6062,-0.6540,1.4309,0.0304,0.0026,0.0000,0.0000
114.0740,32.0990,-0.0140,0,C062_GPS,22.1080,-8.5060,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2200324.8004,4924882.2243,3383556.9023,12,22.4178,-7.7822,0.7238,22.4764,-7.5777,-0.0228,0.2145,0.0814,-0.0100,0.0000,0.0000
114.3450,33.0260,0.0130,0,C056_GPS,21.0660,-7.3840,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2200737.1642,4863903.4902,3470381.8571,12,21.9932,-7.7180,-0.3340,22.0500,-7.5340,-0.0326,0.1971,0.0894,-0.0131,0.0000,0.0000
114.4530,22.8300,-0.0290,0,F041_GPS,26.6830,-8.0750,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2429295.5608,5342211.3123,2470557.1912,12,26.6748,-8.9491,-0.8741,26.1848,-7.5166,-0.5214,1.4297,0.0314,0.0028,0.0000,0.0000
114.6350,31.2510,-0.0200,0,C064_GPS,22.6550,-8.0600,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2269066.8310,4948083.7498,3303355.0192,12,22.7287,-7.7051,0.3549,22.8051,-7.4872,-0.0016,0.2254,0.0780,-0.0075,0.0000,0.0000
115.7910,32.9430,-0.0540,0,C058_GPS,22.2030,-7.8690,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2324960.7663,4811340.9176,3462644.5777,12,21.9109,-7.4767,0.3923,21.9850,-7.2984,-0.0239,0.1915,0.0980,-0.0132,0.0000,0.0000
115.8010,23.4310,-0.0610,0,F027_GPS,25.4160,-8.9680,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2542878.4542,5259962.4435,2531978.6180,12,25.8301,-8.7113,0.2567,25.8931,-7.2968,0.0289,1.4112,0.0341,0.0033,0.0000,0.0000
115.8460,40.8700,-0.0970,0,HB34_GUA,13.6100,-3.8500,1.5600,1.4300,1,0,1,0,0,0,0.0000,-2099133.7487,4333384.6341,4166505.3197,5,10.7707,-6.0028,-2.1528,10.8263,-5.9494,-0.0854,0.1099,0.1410,-0.0565,0.0000,0.0000
115.8780,31.6890,-0.0190,0,C061_GPS,21.3230,-7.8620,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2364779.3961,4874833.7860,3344871.5115,12,22.4456,-7.4845,0.3775,22.5315,-7.2841,-0.0017,0.2089,0.0877,-0.0085,0.0000,0.0000
116.1040,43.9030,-0.0410,0,XHOT_GUA,10.6400,-5.4100,3.3200,3.1700,1,0,1,0,0,0,0.0000,-2018657.3288,4119864.2447,4415437.9914,5,9.2695,-5.9106,-0.5006,9.2962,-5.8850,-0.1128,0.0967,0.1395,-0.0711,0.0000,0.0000
116.9710,31.0850,0.0440,0,B072_GPS,23.5820,-6.9780,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2473193.3878,4859994.8771,3287569.8811,12,22.6190,-7.3098,-0.3318,22.7230,-7.1027,0.0160,0.2133,0.0880,-0.0062,0.0000,0.0000
116.9840,33.6460,0.0450,0,B058_GPS,20.9320,-7.1770,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2405170.7714,4723673.9507,3527946.9143,4,19.9910,-5.2458,1.9312,20.0755,-5.0844,-0.0292,0.1784,0.1137,-0.0170,0.0000,0.0000
117.0150,23.4230,0.0200,0,F025_GPS,26.7780,-7.0750,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2653909.5351,5205221.4462,2531162.8428,12,25.0824,-8.8311,-1.7561,25.8355,-7.0954,0.7187,1.7317,0.0344,0.0041,0.0000,0.0000
117.1080,32.4980,0.0200,0,B065_GPS,20.9100,-7.5680,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2447111.1877,4780428.5247,3421038.0613,12,22.0051,-7.2628,0.3052,22.0934,-7.0798,-0.0148,0.1945,0.1031,-0.0115,0.0000,0.0000
117.5640,26.2910,0.0930,0,F014_GPS,24.4560,-10.0340,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2641671.6168,5060793.9428,2820334.5899,12,23.8707,-7.1713,2.8627,24.6907,-7.0032,0.7701,0.1651,0.0499,0.0030,0.0000,0.0000
117.6080,24.5570,0.0180,0,F022_GPS,27.4650,-8.9310,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2683894.7801,5132071.7953,2646299.1815,12,23.7023,-7.5917,1.3393,25.3719,-6.9958,1.6297,0.5919,0.0398,0.0041,0.0000,0.0000
117.7080,32.5620,0.0280,0,B062_GPS,21.6190,-6.8230,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2495258.2790,4751154.6866,3427034.6842,4,20.4728,-5.1130,1.7100,20.5651,-4.9313,-0.0160,0.1935,0.1083,-0.0118,0.0000,0.0000
117.8150,31.6570,0.0290,0,B070_GPS,22.2640,-6.9160,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2529071.7117,4793768.8915,3341844.9326,12,22.3213,-7.1604,-0.2444,22.4191,-6.9609,-0.0012,0.2074,0.0990,-0.0078,0.0000,0.0000
117.9140,40.9610,0.0480,0,HB58_GUA,12.5900,-3.3100,1.6500,1.4900,1,0,1,0,0,0,0.0000,-2251038.4840,4248960.9903,4174147.5427,5,10.5645,-5.4639,-2.1539,10.6467,-5.4295,-0.0847,0.1030,0.1669,-0.0685,0.0000,0.0000
118.2210,31.0850,0.0210,0,B073_GPS,22.5620,-7.5860,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2578625.0643,4804885.9005,3287569.8811,12,22.5400,-7.1047,0.4813,22.6442,-6.8921,0.0093,0.2181,0.0949,-0.0055,0.0000,0.0000
118.4770,32.9710,0.2050,0,B061_GPS,20.2700,-6.9670,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2547070.1808,4695613.7915,3465255.5572,4,20.2344,-4.9410,2.0260,20.3326,-4.7678,-0.0217,0.1872,0.1198,-0.0140,0.0000,0.0000
118.5960,24.7750,0.0090,0,F020_GPS,27.9300,-6.5590,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2767148.8335,5076153.1516,2668315.5691,12,22.5816,-6.6969,-0.1379,25.2373,-6.8283,2.6144,-0.1361,0.0413,0.0047,0.0000,0.0000
118.6720,33.7610,0.0580,0,B054_GPS,20.1910,-7.2530,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2539869.2556,4644553.1190,3538579.0864,4,19.8358,-4.8809,2.3721,19.9391,-4.7263,-0.0284,0.1736,0.1318,-0.0189,0.0000,0.0000
119.0120,33.5070,0.0550,0,B053_GPS,20.2420,-7.2290,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2574968.5385,4643072.5782,3515076.8869,4,19.9420,-4.8135,2.4155,20.0479,-4.6536,-0.0264,0.1774,0.1323,-0.0175,0.0000,0.0000
119.4630,31.3810,0.0590,0,B074_GPS,23.1040,-7.2970,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2673776.9458,4733013.6548,3315697.5207,4,20.9545,-4.7756,2.5214,21.0528,-4.5570,-0.0083,0.2244,0.1066,-0.0058,0.0000,0.0000
120.0380,33.5500,0.0550,0,B052_GPS,20.0920,-7.1580,1.6000,1.6000,1,0,1,0,0,0,0.0000,-2656373.8393,4593935.4431,3519060.4758,4,19.8629,-4.5889,2.5691,19.9819,-4.4334,-0.0263,0.1741,0.1454,-0.0187,0.0000,0.0000
121.3770,29.5990,0.0230,0,F003_GPS,23.0490,-7.0680,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2882680.7762,4726854.9833,3145050.8694,12,23.0465,-6.6992,0.3688,23.1051,-6.3460,-0.0313,0.3508,0.0898,0.0024,0.0000,0.0000
121.8010,31.7330,0.0280,0,B014_GPS,21.9940,-6.3400,1.8000,1.6000,1,0,1,0,0,0,0.0000,-2853843.5079,4602599.0142,3349031.3537,4,20.6866,-4.2639,2.0761,20.7927,-4.0518,-0.0258,0.2177,0.1318,-0.0056,0.0000,0.0000
122.1720,46.0620,0.0400,0,UHOT_GUA,12.7500,-5.0900,3.3400,3.1900,1,0,1,0,0,0,0.0000,-2352547.7810,3739834.3741,4585140.0473,5,7.7866,-4.2986,0.7914,7.8132,-4.3373,-0.1697,0.0856,0.1963,-0.1243,0.0000,0.0000
122.4340,30.7410,0.0390,0,B019_GPS,21.8990,-6.9990,1.7000,1.6000,1,0,1,0,0,0,0.0000,-2935179.0775,4619041.2632,3254770.8143,12,22.4714,-6.4197,0.5793,22.5486,-6.1587,-0.0381,0.2606,0.1152,0.0003,0.0000,0.0000
122.9430,24.4540,0.0270,0,950499_G,28.7700,-78.3840,4.6000,3.8880,1,0,1,0,0,0,0.0000,-3152024.2877,4864279.1872,2635883.5977,19,37.3475,-72.3481,6.0359,25.3328,-80.1541,-12.0527,-7.8154,0.0380,0.0094,0.0000,0.0000
123.7920,24.4260,0.0130,0,950500_G,31.3630,-55.0430,4.2770,3.9540,1,0,1,0,0,0,0.0000,-3224469.8002,4818110.6220,2633050.7028,19,31.2541,-55.9362,-0.8932,25.6243,-60.3719,-5.6667,-4.4465,0.0369,0.0108,0.0000,0.0000
123.7960,24.0620,0.0310,0,960751_G,34.7770,-56.2700,4.6740,4.2510,1,0,1,0,0,0,0.0000,-3234045.6330,4831689.3445,2596166.0931,19,43.3697,-57.3519,-1.0819,35.0145,-60.2787,-8.3900,-2.9377,0.0348,0.0109,0.0000,0.0000
124.1030,50.3900,0.0120,0,JAGD_GUA,7.3800,-1.1800,3.3300,3.2100,1,0,1,0,0,0,0.0000,-2276156.2816,3361489.6384,4905491.9686,5,5.5722,-3.8253,-2.6453,5.4556,-3.8338,-0.2699,0.1226,0.1533,-0.1311,0.0000,0.0000
124.1730,24.3390,0.0120,0,960750_G,32.2690,-45.7360,4.2470,3.8140,1,0,1,0,0,0,0.0000,-3258679.2487,4799864.7795,2624244.4845,19,32.0530,-48.9703,-3.2343,27.7159,-51.4899,-4.3730,-2.5311,0.0360,0.0115,0.0000,0.0000
124.3010,24.5370,0.0300,0,960749_G,29.4380,-45.1790,4.1960,3.9340,1,0,1,0,0,0,0.0000,-3264263.9963,4785052.6668,2644277.4061,19,25.7747,-45.6689,-0.4899,22.5592,-48.5053,-3.2525,-2.8482,0.0370,0.0117,0.0000,0.0000
124.6920,24.6420,0.0120,0,960748_G,29.3720,-38.4770,3.8250,4.0250,1,0,1,0,0,0,0.0000,-3294078.4246,4758672.9061,2654888.1269,19,21.9002,-37.4397,1.0373,19.7239,-39.3871,-2.2134,-1.9599,0.0371,0.0126,0.0000,0.0000
125.1710,24.8280,0.0430,0,960747_G,29.9160,-27.9260,3.9570,4.9040,1,0,1,0,0,0,0.0000,-3328763.9280,4723897.9456,2673662.3520,20,34.2661,-31.5191,-3.5931,32.8116,-32.8037,-1.4921,-1.2982,0.0375,0.0136,0.0000,0.0000
125.3740,24.7530,0.0090,0,950498_G,30.7230,-32.3030,3.6900,4.0920,1,0,1,0,0,0,0.0000,-3347503.0732,4714924.1281,2666095.4790,20,34.3373,-31.4018,0.9012,32.9414,-32.4145,-1.4327,-1.0269,0.0367,0.0142,0.0000,0.0000
126.7390,26.3480,-0.0560,0,960743_G,28.2250,-32.8730,3.5720,3.8470,1,0,1,0,0,0,0.0000,-3413139.7564,4572579.3433,2826012.4936,20,28.3016,-28.2766,4.5964,28.8085,-29.7873,0.4615,-1.5284,0.0454,0.0177,0.0000,0.0000
126.9690,46.6500,-0.0940,0,SUIH_GUA,1.5000,1.6400,3.3400,3.2000,1,0,1,0,0,0,0.0000,-2628615.9226,3492220.7823,4630240.1451,5,7.2588,-2.9767,-4.6167,7.2838,-3.0785,-0.2385,0.0839,0.2635,-0.1857,0.0000,0.0000
127.1440,26.3730,-0.0210,0,960742_G,29.8800,-30.5050,3.2340,3.5790,1,0,1,0,0,0,0.0000,-3444630.9908,4547355.9006,2828501.9202,20,28.6759,-28.4353,2.0697,28.6561,-29.0044,-0.0644,-0.5887,0.0446,0.0195,0.0000,0.0000
127.3450,26.1790,-0.0460,0,960744_G,29.1310,-30.5130,3.4870,3.6260,1,0,1,0,0,0,0.0000,-3466352.1606,4542831.5769,2809169.8817,20,29.3089,-28.3010,2.2120,29.0784,-28.6154,-0.2732,-0.3353,0.0426,0.0209,0.0000,0.0000
127.7690,26.1450,-0.0480,0,940100_G,31.5660,-27.4910,3.6840,3.9260,1,0,1,0,0,0,0.0000,-3500895.1685,4518372.6784,2805778.4695,20,29.4243,-27.7159,-0.2249,29.0682,-27.7936,-0.3974,-0.1011,0.0413,0.0234,0.0000,0.0000
127.8260,26.1690,0.0010,0,960745_G,30.1570,-28.9640,3.3810,3.5430,1,0,1,0,0,0,0.0000,-3504667.4154,4513958.8968,2808172.5102,20,29.3625,-27.6322,1.3318,28.9982,-27.6830,-0.4057,-0.0746,0.0414,0.0238,0.0000,0.0000
127.8330,26.4470,0.0060,0,960741_G,29.6330,-28.3740,3.4670,3.6850,1,0,1,0,0,0,0.0000,-3496820.4067,4502716.3164,2835867.4650,20,28.6697,-27.7011,0.6729,28.3261,-27.6694,-0.3869,0.0083,0.0434,0.0235,0.0000,0.0000
127.8980,26.6950,0.0030,0,950496_G,28.3770,-28.1250,3.2380,3.4390,1,0,1,0,0,0,0.0000,-3494353.6445,4489018.1658,2860517.4315,20,28.0966,-27.7339,0.3911,27.7133,-27.5432,-0.4284,0.1672,0.0451,0.0235,0.0000,0.0000
127.9450,26.9440,0.0030,0,960736_G,27.2220,-27.1410,3.1610,3.4710,1,0,1,0,0,0,0.0000,-3490357.6731,4476304.4398,2885212.8756,20,27.5976,-27.8917,-0.7507,27.1012,-27.4520,-0.5432,0.4166,0.0468,0.0232,0.0000,0.0000
127.9720,26.4830,0.0110,0,960740_G,29.7950,-27.6620,3.2770,3.8170,1,0,1,0,0,0,0.0000,-3506636.7210,4492814.2386,2839448.9934,20,28.5957,-27.5012,0.1608,28.2095,-27.3995,-0.4296,0.0773,0.0433,0.0244,0.0000,0.0000
128.1440,26.7080,-0.0040,0,960738_G,28.7010,-27.3250,3.1460,3.8900,1,0,1,0,0,0,0.0000,-3513194.0638,4473463.2414,2861808.0926,20,28.0998,-27.3320,-0.0070,27.6292,-27.0654,-0.5152,0.2414,0.0445,0.0252,0.0000,0.0000
128.2480,26.8590,0.0090,0,960737_G,28.3640,-26.6490,3.3060,3.5050,1,0,1,0,0,0,0.0000,-3516626.9324,4461140.2851,2876788.8063,20,27.7904,-27.2406,-0.5916,27.2419,-26.8633,-0.5939,0.3515,0.0454,0.0257,0.0000,0.0000
128.4320,27.0320,0.0090,0,950495_G,27.9870,-25.4460,3.1600,3.3420,1,0,1,0,0,0,0.0000,-3525519.9834,4442999.3811,2893927.5746,20,27.4318,-26.9760,-1.5300,26.7841,-26.5054,-0.6938,0.4437,0.0461,0.0269,0.0000,0.0000
128.6190,32.6340,0.0060,0,960698_G,20.3860,-5.3330,2.8640,2.6890,1,0,1,0,0,0,0.0000,-3346776.8370,4189584.7291,3433775.7735,5,13.8886,-2.6269,2.7061,14.2475,-2.6401,-0.0014,-0.0304,0.3603,0.0172,0.0000,0.0000
128.6510,27.4010,0.0100,0,960735_G,26.2460,-25.6470,3.0850,3.6450,1,0,1,0,0,0,0.0000,-3530762.5351,4414844.3480,2930395.3259,20,26.6575,-26.6960,-1.0490,25.8433,-26.0792,-0.8622,0.5892,0.0480,0.0276,0.0000,0.0000
128.8430,32.6690,0.0000,0,950462_G,21.1880,-4.9030,2.9750,2.8360,1,0,1,0,0,0,0.0000,-3361814.3552,4174833.8835,3437050.7340,5,13.8386,-2.5795,2.3235,14.2254,-2.5804,-0.0046,-0.0212,0.3914,0.0203,0.0000,0.0000
128.8660,71.6340,0.0020,0,TIXI_GPS,-4.0230,-0.4700,1.2000,1.2600,1,0,1,0,0,0,0.0000,-1258950.5410,1562130.4129,6043107.1122,4,-1.9769,-2.5624,-2.0924,-2.0822,-2.4878,-0.1191,0.1009,0.0138,-0.0263,0.0000,0.0000
128.8940,27.8170,0.0020,0,960734_G,25.2830,-21.8830,3.3500,3.4260,1,0,1,0,0,0,0.0000,-3536002.2822,4383154.8045,2971362.1929,20,25.6187,-26.2020,-4.3190,24.7818,-25.6057,-0.8866,0.5683,0.0496,0.0280,0.0000,0.0000
129.0260,32.8860,0.0040,0,960692_G,19.3720,-5.0040,2.8650,2.6450,1,0,1,0,0,0,0.0000,-3366910.5369,4153932.6178,3457326.8148,5,13.6385,-2.5285,2.4755,14.1176,-2.5316,-0.0077,-0.0015,0.4868,-0.0016,0.0000,0.0000
129.1260,33.2560,0.0030,0,960691_G,19.2610,-3.6840,2.7740,2.7240,1,0,1,0,0,0,0.0000,-3359996.5206,4130643.5920,3491784.4090,5,13.3207,-2.4567,1.2273,13.9384,-2.5050,-0.0064,0.0147,0.6242,-0.0629,0.0000,0.0000
129.3110,34.2680,0.0040,0,950457_G,17.7450,-4.2590,3.3310,2.6630,1,0,1,0,0,0,0.0000,-3333719.5233,4071414.3235,3585282.5563,5,12.5875,-2.2279,2.0311,13.4474,-2.4556,0.0086,0.0355,0.8514,-0.2632,0.0000,0.0000
129.3200,28.1380,0.0020,0,960733_G,23.0510,-20.8090,3.4760,3.9190,1,0,1,0,0,0,0.0000,-3557889.0666,4343796.5517,3002866.6918,13,28.0156,-15.1124,5.6966,27.5018,-14.7775,-0.5633,0.3039,0.0495,0.0310,0.0000,0.0000
129.4820,34.6560,0.0020,0,950456_G,17.0720,-4.1190,2.8860,2.5810,1,0,1,0,0,0,0.0000,-3330341.7309,4042614.4975,3620834.6333,5,12.3285,-2.1024,2.0166,13.2556,-2.4099,0.0164,0.0390,0.9107,-0.3465,0.0000,0.0000
129.4890,28.3990,0.0030,0,950494_G,20.9470,-20.8610,3.2150,3.6710,1,0,1,0,0,0,0.0000,-3561950.1650,4322681.6628,3028413.0705,13,26.9643,-14.5633,6.2977,26.5258,-14.2702,-0.4874,0.2624,0.0489,0.0307,0.0000,0.0000
129.5370,33.3620,0.0070,0,950459_G,18.6120,-3.6660,2.9160,2.6070,1,0,1,0,0,0,0.0000,-3385422.1153,4101446.2080,3501629.2730,5,13.0844,-2.3024,1.3636,13.8780,-2.3952,-0.0034,0.0236,0.7970,-0.1165,0.0000,0.0000
129.6900,33.2660,0.0080,0,960690_G,17.1020,-5.2520,2.6900,3.0510,1,0,1,0,0,0,0.0000,-3400104.4611,4096900.3233,3492713.6808,5,13.0916,-2.2713,2.9807,13.9205,-2.3544,-0.0036,0.0246,0.8325,-0.1077,0.0000,0.0000
129.6910,33.0630,-0.0020,0,950460_G,17.9820,-4.9800,3.1100,2.5210,1,0,1,0,0,0,0.0000,-3408057.7029,4106337.6137,3473828.6598,5,13.2772,-2.3279,2.6521,14.0176,-2.3541,-0.0058,0.0227,0.7462,-0.0489,0.0000,0.0000
129.6940,28.4870,-0.0020,0,960730_G,19.7310,-17.2920,3.2940,3.4060,1,0,1,0,0,0,0.0000,-3574418.6137,4306325.5232,3037012.2693,13,26.5553,-13.8867,3.4053,26.1796,-13.6547,-0.4241,0.1988,0.0484,0.0332,0.0000,0.0000
129.7060,29.6150,0.0290,0,960729_G,17.7600,-13.5860,4.3160,3.6080,1,0,1,0,0,0,0.0000,-3536432.9228,4258746.5305,3146596.8336,13,22.1664,-13.8375,-0.2515,22.0396,-13.6186,-0.1332,0.2213,0.0064,-0.0024,0.0000,0.0000
129.7210,32.8400,0.0250,0,970832_G,14.7220,-6.9560,2.7260,2.6000,1,0,1,0,0,0,0.0000,-3418821.6878,4114920.9309,3453032.7917,5,13.4888,-2.3814,4.5746,14.1235,-2.3461,-0.0059,0.0227,0.6406,0.0126,0.0000,0.0000
129.7350,33.7430,0.0020,0,950458_G,18.1630,-4.5340,2.9050,2.6370,1,0,1,0,0,0,0.0000,-3384615.8790,4071726.0481,3536915.8602,5,12.6989,-2.1234,2.4106,13.6905,-2.3423,0.0055,0.0307,0.9860,-0.2497,0.0000,0.0000
129.7950,31.7690,0.0060,0,950487_G,22.2040,-11.0510,3.4990,2.7530,1,0,1,0,0,0,0.0000,-3464844.8581,4159373.9821,3352433.3920,13,14.0618,-13.6223,-2.5713,14.1033,-13.3513,0.1171,0.1215,-0.0757,0.1495,0.0000,0.0000
129.8500,33.4760,0.0050,0,940091_G,17.6080,-4.7510,2.8780,2.7240,1,0,1,0,0,0,0.0000,-3403306.0755,4077534.0470,3512203.7689,5,12.8247,-2.1424,2.6086,13.8162,-2.3116,0.0015,0.0286,0.9901,-0.1978,0.0000,0.0000
129.8600,32.7000,0.0090,0,940092_G,16.9500,-5.0710,2.6660,2.8430,1,0,1,0,0,0,0.0000,-3434191.8211,4113079.0948,3439950.3422,5,13.5925,-2.3914,2.6796,14.1872,-2.3089,-0.0035,0.0279,0.5982,0.0546,0.0000,0.0000
129.9220,28.2940,0.0090,0,960732_G,20.6540,-13.6160,3.1080,3.2750,1,0,1,0,0,0,0.0000,-3598071.3859,4299888.9148,3018143.3173,13,27.1990,-13.1488,0.4672,26.8616,-12.9699,-0.3864,0.1379,0.0491,0.0410,0.0000,0.0000
