name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
pac_sub_1bbab               ,144.2220,39.4640,144.2880,40.0360,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,63760.4615,-3988148.1246,2874015.9039,4047104.9631,-3958451.7538,2845693.4648,4095978.5008,144.2550,39.7500,144.2549,39.7500,-3973349.4481,2859890.2620,4071593.4613,-3973349.4481,2859890.2620,0.0000,144.2549,39.7500,8,3,21.6229,78.0750,0.0000,0.9719,0.9719,0.9719
pac_sub_1bbba               ,144.2880,40.0360,144.4660,40.4880,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,52424.2424,-3958451.7538,2845693.4648,4095978.5008,-3940854.9914,2814514.4160,4134310.3415,144.3770,40.2620,144.3767,40.2620,-3949686.6643,2830127.6741,4115179.7122,-3949686.6643,2830127.6741,0.0000,144.3767,40.2620,8,3,6.4096,81.4965,0.0000,0.9332,0.9332,0.9332
pac_sub_1bbbb               ,144.4660,40.4880,144.6500,40.9940,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,58300.3199,-3940854.9914,2814514.4160,4134310.3415,-3919939.4871,2780610.7460,4176916.2977,144.5580,40.7410,144.5577,40.7410,-3930438.1950,2797591.5929,4155657.3892,-3930438.1950,2797591.5929,0.0000,144.5577,40.7410,8,3,8.3465,81.6688,0.0000,0.9397,0.9397,0.9397
pac_sub_2aaaaaa             ,144.6500,40.9940,144.8780,41.2020,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,30008.0094,-3919939.4871,2780610.7460,4176916.2977,-3918544.9915,2756247.9616,4194335.9170,144.7640,41.0980,144.7638,41.0981,-3919253.0656,2768436.9306,4185637.8046,-3919253.0656,2768436.9306,0.0000,144.7638,41.0981,7,3,-19.1661,74.5474,0.0000,0.7040,0.7040,0.7040
pac_sub_2aaaaab             ,144.8780,41.2020,145.1870,41.3810,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,32636.2166,-3918544.9915,2756247.9616,4194335.9170,-3922574.9996,2727580.7738,4209282.5941,145.0325,41.2915,145.0323,41.2916,-3920572.7985,2741923.2398,4201823.0972,-3920572.7985,2741923.2398,0.0000,145.0323,41.2916,7,3,-33.9919,68.3175,0.0000,0.7165,0.7165,0.7165
pac_sub_2aaaab              ,145.1870,41.3810,145.8320,41.6490,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,61522.0015,-3922574.9996,2727580.7738,4209282.5941,-3936697.5746,2672163.9958,4231584.0116,145.5095,41.5150,145.5088,41.5155,-3929681.8559,2699903.4393,4220482.6017,-3929681.8559,2699903.4393,0.0000,145.5088,41.5155,7,3,-42.7661,62.5102,0.0000,0.7183,0.7183,0.7183
pac_sub_2aaab               ,145.8320,41.6490,146.7380,42.1010,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,2,1,0,0,90425.4545,-3936697.5746,2672163.9958,4231584.0116,-3950420.7469,2591192.5164,4268986.8501,146.2850,41.8750,146.2834,41.8759,-3943657.9700,2631743.6018,4250392.7926,-3943657.9700,2631743.6018,0.0000,146.2834,41.8759,7,3,-37.0549,66.5405,0.0000,0.7182,0.7182,0.7182
pac_sub_2aaba               ,146.7380,42.1010,147.8170,42.9450,160.0000,100,0,0,0,0,0,0,0,0,50.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,129034.5720,-3950420.7469,2591192.5164,4268986.8501,-3944860.5968,2482576.9764,4338114.5547,147.2775,42.5230,147.2739,42.5243,-3947842.1160,2537012.9072,4303772.7168,-3947910.7131,2537009.3956,25.0000,147.2733,42.5247,7,3,-21.3073,73.9737,0.0000,0.7092,0.7092,0.7092
pac_sub_2aabb               ,147.8170,42.9450,149.7640,43.9520,160.0000,100,0,0,0,0,0,0,0,0,50.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,193265.1796,-3944860.5968,2482576.9764,4338114.5547,-3960438.2294,2308362.6552,4419359.9474,148.7905,43.4485,148.7824,43.4527,-3953101.5315,2395741.1127,4379242.4304,-3953169.9454,2395747.2300,25.0000,148.7819,43.4532,7,3,-32.9382,68.9752,0.0000,0.7156,0.7156,0.7156
pac_sub_2aba                ,149.7640,43.9520,152.5900,45.3160,160.0000,100,0,0,0,0,0,0,0,0,50.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,270632.0574,-3960438.2294,2308362.6552,4419359.9474,-3974889.4225,2061267.2066,4527226.8601,151.1770,44.6340,151.1604,44.6428,-3968553.2008,2185299.5726,4474304.7206,-3968621.7705,2185303.5828,25.0000,151.1599,44.6433,7,3,-32.1903,69.2966,0.0000,0.7159,0.7159,0.7159
pac_sub_2abb                ,152.5900,45.3160,153.5150,45.8870,160.0000,100,0,0,0,0,0,0,0,0,50.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,96100.3163,-3974889.4225,2061267.2066,4527226.8601,-3967066.8102,1976609.9701,4571623.9359,153.0525,45.6015,153.0502,45.6024,-3971090.2911,2018994.9457,4549555.2278,-3971158.6866,2018988.6257,25.0000,153.0496,45.6029,7,3,-22.8842,73.2446,0.0000,0.7158,0.7158,0.7158
pac_sub_2baa                ,153.5150,45.8870,155.4500,47.5160,160.0000,100,0,0,0,0,0,0,0,0,40.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,233848.3906,-3967066.8102,1976609.9701,4571623.9359,-3911705.2944,1786791.0144,4695773.7405,154.4825,46.7015,154.4679,46.7056,-3940044.5716,1882011.1493,4634483.1718,-3940097.3233,1881995.7640,20.0000,154.4674,46.7060,7,3,-9.5801,76.3480,0.0000,0.7051,0.7051,0.7051
pac_sub_2baba               ,155.4500,47.5160,157.0830,48.6990,160.0000,100,0,0,0,0,0,0,0,0,45.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,179133.5782,-3911705.2944,1786791.0144,4695773.7405,-3870895.3874,1636483.8537,4783559.4444,156.2665,48.1075,156.2571,48.1104,-3891681.7377,1711802.9145,4740136.6537,-3891741.3961,1711786.7167,22.5000,156.2565,48.1108,7,3,-12.4178,75.6052,0.0000,0.7080,0.7080,0.7080
pac_sub_2babba              ,157.0830,48.6990,158.1140,49.5430,160.0000,100,0,0,0,0,0,0,0,0,40.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,120305.0620,-3870895.3874,1636483.8537,4783559.4444,-3833907.8210,1540132.9799,4844945.0653,157.5985,49.1210,157.5941,49.1222,-3852571.7692,1588377.5811,4814467.6637,-3852623.0687,1588357.8880,20.0000,157.5935,49.1225,7,3,-6.4201,76.1975,0.0000,0.7028,0.7028,0.7028
pac_sub_2babbb              ,158.1140,49.5430,159.1560,50.1520,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,101016.5894,-3833907.8210,1540132.9799,4844945.0653,-3812937.5984,1451750.7453,4888586.5141,158.6350,49.8475,158.6317,49.8487,-3823541.7737,1495987.7415,4866918.9888,-3823588.5557,1495976.6417,17.5000,158.6313,49.8490,7,3,-16.7624,74.1795,0.0000,0.7091,0.7091,0.7091
pac_sub_2bba                ,159.1560,50.1520,160.5960,51.4770,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,178950.6231,-3812937.5984,1451750.7453,4888586.5141,-3740566.4461,1317554.9178,4981622.5432,159.8760,50.8145,159.8658,50.8168,-3777120.6592,1384785.9344,4935593.0649,-3777162.9783,1384763.1120,17.5000,159.8652,50.8170,7,3,1.1370,75.9867,0.0000,0.6960,0.6960,0.6960
pac_sub_2bbba               ,160.5960,51.4770,160.9610,52.1680,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,80897.2470,-3740566.4461,1317554.9178,4981622.5432,-3691819.7068,1274007.0079,5029087.8753,160.7785,51.8225,160.7771,51.8227,-3716267.0532,1295806.4960,5005456.6401,-3716299.0857,1295770.6395,17.5000,160.7764,51.8228,7,3,21.5738,72.1231,0.0000,0.6629,0.6629,0.6629
pac_sub_2bbbbaa             ,160.9610,52.1680,161.5560,52.6480,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,67024.5498,-3691819.7068,1274007.0079,5029087.8753,-3664753.6252,1222227.8329,5061629.3279,161.2585,52.4080,161.2569,52.4084,-3678336.9893,1248134.2062,5045428.5703,-3678379.5998,1248111.9327,17.5000,161.2563,52.4086,7,3,-1.1012,75.4936,0.0000,0.6963,0.6963,0.6963
pac_sub_2bbbbab             ,161.5560,52.6480,162.4440,52.9770,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,70181.5193,-3664753.6252,1222227.8329,5061629.3279,-3655484.0896,1156498.9166,5083728.7288,162.0000,52.8125,161.9983,52.8133,-3660173.8116,1189380.9408,5072755.8692,-3660221.4213,1189374.2265,17.5000,161.9979,52.8137,7,3,-26.0574,70.0335,0.0000,0.7005,0.7005,0.7005
pac_sub_2bbbbba             ,162.4440,52.9770,163.2510,54.2770,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,154221.5429,-3655484.0896,1156498.9166,5083728.7288,-3560021.7742,1071377.1787,5169404.9338,162.8475,53.6270,162.8413,53.6277,-3608013.6755,1114017.5421,5126943.8942,-3608045.6746,1113981.6558,17.5000,162.8406,53.6279,7,3,21.0419,71.5983,0.0000,0.6713,0.6713,0.6713
pac_sub_2bbbbbb             ,163.2510,54.2770,164.0250,55.2350,160.0000,100,0,0,0,0,0,0,0,0,35.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,117709.8861,-3560021.7742,1071377.1787,5169404.9338,-3490577.9974,999259.0587,5230841.0451,163.6380,54.7560,163.6334,54.7566,-3525448.2667,1035361.0104,5200345.5230,-3525482.9011,1035327.6603,17.5000,163.6328,54.7568,7,3,16.1239,72.6133,0.0000,0.6780,0.6780,0.6780
phil_pac_11                 ,146.6460,21.4760,147.6880,19.3930,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,254956.5340,-4949390.7611,3257823.6418,2331194.4738,-5076119.4079,3210477.6951,2114283.8474,147.1670,20.4345,147.1705,20.4353,-5013762.0247,3234802.9022,2223194.0998,-5013762.0247,3234802.9022,0.0000,147.1705,20.4353,14,3,34.1688,14.2923,0.0000,1.0834,1.0834,1.0834
phil_pac_1aaaa              ,141.9870,33.3870,142.0630,34.1290,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,82601.8107,-4157029.0850,3240472.3904,3572506.0302,-4188828.8546,3274202.6027,3503949.4295,142.0250,33.7580,142.0248,33.7580,-4173016.5850,3257405.7986,3538303.4785,-4173016.5850,3257405.7986,0.0000,142.0248,33.7580,14,3,9.7802,60.6655,0.0000,1.2691,1.2691,1.2691
phil_pac_1aaab              ,141.9870,33.3870,142.0710,32.7050,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,76043.2411,-4188828.8546,3274202.6027,3503949.4295,-4226224.8857,3293463.0964,3440417.9266,142.0290,33.0460,142.0292,33.0460,-4207601.6920,3283891.3360,3472246.7016,-4207601.6920,3283891.3360,0.0000,142.0292,33.0460,14,3,19.7884,56.0477,0.0000,1.2724,1.2724,1.2724
phil_pac_1aab               ,142.0710,32.7050,142.2350,31.1320,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,175110.9468,-4226224.8857,3293463.0964,3440417.9266,-4308697.1679,3337954.4368,3292041.9735,142.1530,31.9185,142.1537,31.9186,-4267863.8045,3316022.1193,3366554.2194,-4267863.8045,3316022.1193,0.0000,142.1537,31.9186,14,3,19.1254,53.8908,0.0000,1.2736,1.2736,1.2736
phil_pac_1aba               ,142.2350,31.1320,142.7620,29.1170,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,229071.1780,-4308697.1679,3337954.4368,3292041.9735,-4428686.9126,3366188.1368,3098364.2652,142.4985,30.1245,142.5012,30.1248,-4369397.8296,3352614.4682,3195730.0098,-4369397.8296,3352614.4682,0.0000,142.5012,30.1248,14,3,25.5076,46.4801,0.0000,1.2317,1.2317,1.2317
phil_pac_1abb               ,142.7620,29.1170,143.2880,27.1020,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,229207.3171,-4428686.9126,3366188.1368,3098364.2652,-4543978.8793,3388458.1388,2900854.8477,143.0250,28.1095,143.0275,28.1098,-4487059.4437,3377871.6652,3000105.3353,-4487059.4437,3377871.6652,0.0000,143.0275,28.1098,14,3,25.8221,41.6892,0.0000,1.2266,1.2266,1.2266
phil_pac_1ba                ,143.0460,24.9540,143.2880,27.1020,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,239203.0660,-4543978.8793,3388458.1388,2900854.8477,-4613329.2525,3470589.4446,2686364.3788,143.1670,26.0280,143.1659,26.0281,-4579464.0600,3430129.7495,2794113.5063,-4579464.0600,3430129.7495,0.0000,143.1659,26.0281,14,3,12.8962,44.0614,0.0000,1.4732,1.4732,1.4732
phil_pac_1bb                ,143.0460,24.9540,144.0180,23.8800,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,154497.5205,-4613329.2525,3470589.4446,2686364.3788,-4711464.3951,3420818.2999,2577684.4016,143.5320,24.4170,143.5341,24.4178,-4662739.1278,3445958.2948,2632220.8719,-4662739.1278,3445958.2948,0.0000,143.5341,24.4178,14,3,36.0174,17.2734,0.0000,1.0690,1.0690,1.0690
phil_pac_2                  ,144.0180,23.8800,146.6460,21.4760,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,379194.5459,-4711464.3951,3420818.2999,2577684.4016,-4949390.7611,3257823.6418,2331194.4738,145.3320,22.6780,145.3435,22.6835,-4832564.4307,3340806.3850,2455541.7289,-4832564.4307,3340806.3850,0.0000,145.3435,22.6835,14,3,37.3968,7.0079,0.0000,1.1591,1.1591,1.1591
ps-aus                      ,132.4250,0.4160,132.7000,3.7460,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,369486.5870,-4308918.3946,4669530.1390,416007.2250,-4295521.1694,4700075.7496,46230.8695,132.5625,2.0810,132.5624,2.0810,-4304049.3735,4686795.0765,231219.2949,-4304034.6442,4686788.6163,-7.5000,132.5625,2.0810,14,3,-4.8153,-13.9354,0.0000,1.2317,1.2317,1.2317
rryu-taiwa                  ,122.2050,23.8080,122.9750,23.4340,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,88825.5491,-3179779.2620,4901111.1405,2532284.5210,-3104752.1919,4929308.7834,2570365.7729,122.5900,23.6210,122.5905,23.6215,-3142341.6307,4915329.2769,2551387.5905,-3142335.9723,4915314.2213,-7.5000,122.5905,23.6214,14,19,-146.3181,80.0948,0.0000,5.3917,5.3917,5.3917
rryu-taiwb                  ,121.7760,24.2830,122.2050,23.8080,155.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,68351.7091,-3104752.1919,4929308.7834,2570365.7729,-3056430.8125,4934131.9454,2618572.9120,121.9905,24.0455,121.9909,24.0457,-3080635.6729,4931791.5022,2594507.2541,-3080634.0755,4931775.4979,-7.5000,121.9908,24.0456,14,19,-167.1895,31.6400,0.0000,6.5368,6.5368,6.5368
ryukyu-s                    ,124.6860,25.1430,125.6310,23.3840,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,217176.8786,-3404763.7513,4750291.5764,2527185.2324,-3280243.4003,4739747.1653,2705393.0408,125.1585,24.2635,125.1618,24.2643,-3342988.9286,4745711.5808,2616676.9149,-3342988.9286,4745711.5808,0.0000,125.1618,24.2643,19,20,-6.0644,0.0000,2.3368,4.3443,4.3443,4.3443
sagang_1aaa                 ,96.0360,18.5930,96.1250,14.1010,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,497188.0613,-658921.4853,6140325.9080,1551312.8896,-634611.9510,6001652.4584,2030218.4371,96.0805,16.3470,96.0810,16.3472,-647263.0171,6075650.9516,1792168.3968,-647263.0171,6075650.9516,0.0000,96.0810,16.3472,6,4,-54.2229,0.0000,59.5745,48.8993,48.8993,48.8993
sagang_1aab                 ,95.7130,23.6500,96.0360,18.5930,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,560910.3657,-634611.9510,6001652.4584,2030218.4371,-580615.3756,5803691.3699,2554291.2382,95.8745,21.1215,95.8772,21.1220,-608204.7155,5908429.9135,2294535.7793,-608204.7155,5908429.9135,0.0000,95.8772,21.1220,6,4,-56.6117,0.0000,58.6882,48.7454,48.7454,48.7454
sagang_1ab                  ,95.7130,23.6500,97.2250,28.0230,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,507609.1849,-706921.1968,5576288.9333,2991590.8168,-580615.3756,5803691.3699,2554291.2382,96.4690,25.8365,96.4551,25.8388,-644288.4261,5694520.0791,2775190.9762,-644288.4261,5694520.0791,0.0000,96.4551,25.8388,6,4,-32.5583,0.0000,75.5789,55.2217,55.2217,55.2217
sakashitaa                  ,137.2280,35.8370,137.6840,35.4490,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,59656.1983,-3835583.7367,3492071.0979,3692978.2436,-3789225.3301,3505423.0406,3728019.8719,137.4560,35.6430,137.4566,35.6432,-3812445.9775,3498785.4043,3710540.0988,-3812445.9775,3498785.4043,0.0000,137.4566,35.6432,18,11,0.6761,0.0000,-0.2565,1.3308,1.3308,1.3308
sakashitaba                 ,137.0390,35.9700,137.2280,35.8370,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,22558.3346,-3789225.3301,3505423.0406,3728019.8719,-3771298.3116,3511996.3132,3739992.2998,137.1335,35.9035,137.1336,35.9035,-3780267.6937,3508715.1708,3734011.9811,-3780267.6937,3508715.1708,0.0000,137.1336,35.9035,18,11,0.6770,0.0000,0.0828,1.3268,1.3268,1.3268
sakashitabb                 ,136.8980,36.2110,137.0390,35.9700,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,29603.4008,-3771298.3116,3511996.3132,3739992.2998,-3751124.8876,3510486.1946,3761635.3114,136.9685,36.0905,136.9686,36.0905,-3761221.6856,3511250.7278,3750824.0721,-3761221.6856,3511250.7278,0.0000,136.9686,36.0905,18,11,0.6832,0.0000,-0.0270,1.4023,1.4023,1.4023
sakhalinw                   ,142.3760,54.0960,142.6390,48.7820,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,591498.6204,-3334838.2868,2546081.4143,4789642.4182,-2957497.4051,2279553.7854,5157634.6420,142.5075,51.4390,142.5151,51.4397,-3149514.4191,2415385.8442,4979038.2213,-3149514.4191,2415385.8442,0.0000,142.5151,51.4397,5,7,4.4234,0.0000,-12.4279,0.4720,0.4720,0.4720
salekina                    ,141.2760,46.9200,142.6390,48.7820,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,230787.0906,-3393018.6741,2720654.8196,4650786.2874,-3334838.2868,2546081.4143,4789642.4182,141.9575,47.8510,141.9453,47.8531,-3364476.1398,2633793.3346,4720994.0094,-3364476.1398,2633793.3346,0.0000,141.9453,47.8531,5,7,-2.9819,0.0000,-15.9083,0.3894,0.3894,0.3894
sekiyaa                     ,139.8520,36.2700,139.8790,36.8500,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,64407.6316,-3896287.2148,3283419.9420,3818697.5379,-3924087.6349,3310011.1284,3766923.6819,139.8655,36.5600,139.8654,36.5600,-3910237.2363,3296757.5061,3792859.8924,-3910237.2363,3296757.5061,0.0000,139.8654,36.5600,1,8,2.2875,5.1349,0.0000,0.3830,0.3830,0.3830
sekiyab                     ,139.7200,35.9350,139.8520,36.2700,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,39026.0259,-3924087.6349,3310011.1284,3766923.6819,-3933186.9445,3333225.4258,3736843.6121,139.7860,36.1025,139.7859,36.1025,-3928655.6936,3321633.7649,3751901.5225,-3928655.6936,3321633.7649,0.0000,139.7859,36.1025,1,8,1.2421,5.6909,0.0000,0.3888,0.3888,0.3888
shimabara_newaaa            ,130.6480,32.8240,130.8290,32.9080,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,19333.0252,-3495071.0024,4044937.8619,3459379.6905,-3485575.4625,4059802.4315,3451538.6966,130.7385,32.8660,130.7385,32.8660,-3490327.2447,4052374.7760,3455463.1906,-3490327.2447,4052374.7760,0.0000,130.7385,32.8660,5,13,-7.6987,0.0000,5.3969,0.4087,0.4087,0.4087
shimabara_newaaba           ,130.5270,32.8010,130.6480,32.8240,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,11615.2280,-3485575.4625,4059802.4315,3451538.6966,-3477894.0591,4068207.1981,3449390.4633,130.5875,32.8125,130.5875,32.8125,-3481736.2015,4064006.4911,3450466.0157,-3481736.2015,4064006.4911,0.0000,130.5875,32.8125,5,13,-5.8065,0.0000,7.7679,0.4110,0.4110,0.4110
shimabara_newaabb           ,130.2610,32.7560,130.5270,32.8010,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,25415.2593,-3477894.0591,4068207.1981,3449390.4633,-3460719.4597,4086375.7963,3445185.7910,130.3940,32.7785,130.3940,32.7786,-3469313.6310,4077299.5500,3447294.9934,-3469313.6310,4077299.5500,0.0000,130.3940,32.7786,5,13,-5.6071,0.0000,8.4442,0.4113,0.4113,0.4113
shimabara_newab             ,129.8180,32.6300,130.2610,32.7560,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,43829.5814,-3460719.4597,4086375.7963,3445185.7910,-3433864.4912,4118820.3251,3433401.4107,130.0395,32.6930,130.0393,32.6932,-3447312.3092,4102622.1519,3439313.9989,-3447312.3092,4102622.1519,0.0000,130.0393,32.6932,5,13,-6.6568,0.0000,8.6797,0.4097,0.4097,0.4097
shimabara_newb              ,129.5840,32.3240,129.8180,32.6300,90.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,40439.3336,-3433864.4912,4118820.3251,3433401.4107,-3428649.9260,4146883.0781,3404713.1866,129.7010,32.4770,129.7008,32.4771,-3431274.5213,4132872.4150,3419074.7611,-3431274.5213,4132872.4150,0.0000,129.7008,32.4771,12,13,-12.7754,0.0000,-3.5200,0.9709,0.9709,0.9709
shokknhonconnaa             ,140.9530,42.4190,141.1910,42.4720,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,20446.2805,-3659834.2881,2943528.9553,4299488.5433,-3650662.8689,2961210.2012,4295142.1656,141.0720,42.4455,141.0719,42.4456,-3655253.2551,2952373.3362,4297320.8847,-3655253.2551,2952373.3362,-5.0000,141.0719,42.4456,0,8,4.8714,0.0000,-4.4706,0.8766,0.8766,0.8766
shokknhonconnab             ,140.8080,42.3750,140.9530,42.4190,90.0000,100,0,0,0,0,0,0,0,0,5.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,12900.1396,-3650662.8689,2961210.2012,4295142.1656,-3645712.4892,2972523.0142,4291531.0598,140.8805,42.3970,140.8805,42.3970,-3648189.5383,2966868.1099,4293338.8141,-3648189.5383,2966868.1099,-5.0000,140.8805,42.3970,0,8,5.2439,0.0000,-3.5716,0.8598,0.8598,0.8598
