name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,length,x1,y1,z1,x2,y2,z2,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels,model_strike_slip_rate,model_dip_slip_rate,model_tensile_slip_rate,model_strike_slip_rate_uncertainty,model_dip_slip_rate_uncertainty,model_tensile_slip_rate_uncertainty
eu_phil_3babbaa             ,123.8030,23.4090,124.2600,23.4020,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,46718.0897,-3250886.7240,4855566.6204,2529735.1175,-3289685.6188,4829738.2714,2529021.1982,124.0315,23.4055,124.0315,23.4057,-3270308.0542,4842684.8563,2529395.1994,-3270308.0542,4842684.8563,0.0000,124.0315,23.4057,14,19,-102.1650,105.2007,0.0000,4.1512,4.1512,4.1512
eu_phil_3babbab             ,124.2600,23.4020,124.7170,23.3960,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,46718.6635,-3289685.6188,4829738.2714,2529021.1982,-3328254.1205,4803563.5417,2528409.2373,124.4885,23.3990,124.4885,23.3992,-3308992.0123,4816683.1435,2528732.2553,-3308992.0123,4816683.1435,0.0000,124.4885,23.3992,14,19,-101.6866,93.0949,0.0000,4.1505,4.1505,4.1505
eu_phil_3babbb              ,124.7170,23.3960,125.6310,23.3840,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,93443.5224,-3328254.1205,4803563.5417,2528409.2373,-3404763.7513,4750291.5764,2527185.2324,125.1740,23.3900,125.1740,23.3907,-3366599.0606,4777055.4628,2527865.3706,-3366599.0606,4777055.4628,0.0000,125.1740,23.3907,14,19,-101.2336,74.7009,0.0000,4.1588,4.1588,4.1588
eu_phil_3bbaaaa             ,125.6310,23.3840,126.1880,23.6710,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,65159.2886,-3404763.7513,4750291.5764,2527185.2324,-3443264.4757,4706692.3367,2556428.8489,125.9095,23.5275,125.9092,23.5278,-3424058.9267,4728553.5454,2541840.5332,-3424058.9267,4728553.5454,0.0000,125.9092,23.5278,20,14,-38.2949,113.7449,0.0000,2.0299,2.0299,2.0299
eu_phil_3bbaaab             ,126.1880,23.6710,126.7440,23.9580,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,64962.7064,-3443264.4757,4706692.3367,2556428.8489,-3481071.0791,4662737.9519,2585608.3222,126.4660,23.8145,126.4657,23.8148,-3462212.8133,4684775.7882,2571052.2576,-3462212.8133,4684775.7882,0.0000,126.4657,23.8148,20,14,-37.7194,111.3331,0.0000,2.0165,2.0165,2.0165
eu_phil_3bbaab              ,126.7440,23.9580,127.4290,24.5080,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,92474.6897,-3481071.0791,4662737.9519,2585608.3222,-3521318.5706,4600865.3758,2641345.2594,127.0865,24.2330,127.0858,24.2334,-3501287.3083,4631923.3191,2613546.4435,-3501287.3083,4631923.3191,0.0000,127.0858,24.2334,20,14,-15.8147,114.4193,0.0000,1.6628,1.6628,1.6628
eu_phil_3bbabaa             ,127.4290,24.5080,127.9430,24.9510,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,71498.5492,-3521318.5706,4600865.3758,2641345.2594,-3549787.0390,4552848.9797,2686062.1004,127.6860,24.7295,127.6855,24.7297,-3535608.6423,4576929.0430,2663746.1451,-3535608.6423,4576929.0430,0.0000,127.6855,24.7297,20,14,-11.6195,111.6646,0.0000,1.6333,1.6333,1.6333
eu_phil_3bbabab             ,127.9430,24.9510,128.4570,25.3950,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,71441.6693,-3549787.0390,4552848.9797,2686062.1004,-3577434.1360,4504385.8080,2730718.7618,128.2000,25.1730,128.1995,25.1732,-3563666.7711,4528688.3737,2708433.5362,-3563666.7711,4528688.3737,0.0000,128.1995,25.1732,20,14,-10.9418,108.7909,0.0000,1.6311,1.6311,1.6311
eu_phil_3bbabba             ,128.4570,25.3950,128.9710,25.8380,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,71230.3706,-3577434.1360,4504385.8080,2730718.7618,-3604311.6671,4455563.4302,2775111.4190,128.7140,25.6165,128.7135,25.6167,-3590929.1716,4480044.4057,2752958.6392,-3590929.1716,4480044.4057,0.0000,128.7135,25.6167,20,14,-10.4914,105.8796,0.0000,1.6311,1.6311,1.6311
eu_phil_3bbabbb             ,128.9710,25.8380,129.4850,26.2810,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,71093.4829,-3604311.6671,4455563.4302,2775111.4190,-3630384.3736,4406358.2465,2819338.1785,129.2280,26.0595,129.2275,26.0597,-3617404.4791,4431029.5808,2797268.8734,-3617404.4791,4431029.5808,0.0000,129.2275,26.0597,20,14,-9.9374,102.9735,0.0000,1.6331,1.6331,1.6331
eu_phil_3bbbaaaa            ,129.4850,26.2810,130.0000,26.9860,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,93441.0314,-3630384.3736,4406358.2465,2819338.1785,-3647267.4715,4346644.1123,2889373.0140,129.7425,26.6335,129.7417,26.6337,-3638924.1606,4376618.6715,2854433.6425,-3638924.1606,4376618.6715,0.0000,129.7417,26.6337,20,14,11.4702,99.3228,0.0000,1.8406,1.8406,1.8406
eu_phil_3bbbaaab            ,130.0000,26.9860,130.5150,27.6910,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,93273.0967,-3647267.4715,4346644.1123,2889373.0140,-3662814.1467,4286331.5525,2958970.3969,130.2575,27.3385,130.2567,27.3387,-3655139.1022,4316603.2516,2924251.3526,-3655139.1022,4316603.2516,0.0000,130.2567,27.3387,13,14,0.3545,92.9914,0.0000,1.1390,1.1390,1.1390
eu_phil_3bbbaab             ,130.5150,27.6910,130.6540,28.1310,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,50643.5344,-3662814.1467,4286331.5525,2958970.3969,-3658289.8986,4260067.7984,3002180.6795,130.5845,27.9110,130.5844,27.9110,-3660581.0436,4273233.4417,2980599.5768,-3660581.0436,4273233.4417,0.0000,130.5844,27.9110,13,14,25.0029,84.7574,0.0000,1.4347,1.4347,1.4347
eu_phil_3bbbab              ,130.6540,28.1310,131.2270,28.4040,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,63845.1621,-3658289.8986,4260067.7984,3002180.6795,-3691240.7075,4212463.3014,3028901.8530,130.9405,28.2675,130.9401,28.2678,-3674811.4093,4236318.4160,3015579.3548,-3674811.4093,4236318.4160,0.0000,130.9401,28.2678,13,14,-36.6983,76.1849,0.0000,1.0119,1.0119,1.0119
eu_phil_3bbbba              ,131.2270,28.4040,131.5260,28.9560,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,67799.7215,-3691240.7075,4212463.3014,3028901.8530,-3693655.3095,4171102.3280,3082720.7602,131.3765,28.6800,131.3761,28.6801,-3692500.4596,4191842.0589,3055855.3583,-3692500.4596,4191842.0589,0.0000,131.3761,28.6801,13,14,10.3988,82.1027,0.0000,1.2353,1.2353,1.2353
eu_phil_3bbbbb              ,131.5260,28.9560,131.8260,29.5090,155.0000,100,0,0,0,0,0,0,0,0,0.0000,1,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,67879.5655,-3693655.3095,4171102.3280,3082720.7602,-3695429.9982,4129340.8278,3136350.2543,131.6760,29.2325,131.6756,29.2326,-3694595.2443,4150280.3530,3109580.4273,-3694595.2443,4150280.3530,0.0000,131.6756,29.2326,13,14,10.6963,78.3284,0.0000,1.2384,1.2384,1.2384
eu_phil_4a                  ,119.1740,16.6810,120.4490,19.8440,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,375149.2369,-2973277.7827,5325727.6545,1827729.6404,-3035229.1775,5163300.7169,2161495.0865,119.8115,18.2625,119.8057,18.2637,-3005566.8968,5246799.5709,1995498.2720,-3005566.8968,5246799.5709,0.0000,119.8057,18.2637,6,14,-21.5486,28.1696,0.0000,55.0234,55.0234,55.0234
eu_phil_4ba                 ,120.4490,19.8440,120.7050,21.7380,25.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,211379.9654,-3035229.1775,5163300.7169,2161495.0865,-3020120.0724,5085450.9272,2358265.2686,120.5770,20.7910,120.5762,20.7911,-3028094.1993,5125084.9962,2260199.2752,-3028094.1993,5125084.9962,0.0000,120.5762,20.7911,6,14,-15.5257,27.7864,0.0000,43.1475,43.1475,43.1475
eu_phil_4bb                 ,120.7050,21.7380,121.4490,22.9060,25.0000,100,0,0,0,0,0,0,0,0,30.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,150344.9842,-3020120.0724,5085450.9272,2358265.2686,-3060177.7592,5003748.3076,2478339.4476,121.0770,22.3220,121.0755,22.3224,-3040361.9567,5044951.3441,2418474.0168,-3040333.0738,5044937.1832,15.0000,121.0757,22.3223,12,14,5.4130,102.9421,0.0000,1.8637,1.8637,1.8637
eu_phil_5                   ,119.1740,16.6810,124.9870,14.6870,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,661014.4468,-2973277.7827,5325727.6545,1827729.6404,-3531736.2862,5046278.6415,1614392.1887,122.0805,15.6840,122.0946,15.7034,-3256872.0489,5192980.7510,1723393.9881,-3256872.0489,5192980.7510,0.0000,122.0946,15.7034,6,14,29.7230,0.0000,-25.4891,73.6871,73.6871,73.6871
eu_phil_6                   ,124.9870,14.6870,127.1040,4.0150,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,1203013.7818,-3531736.2862,5046278.6415,1614392.1887,-3831820.6524,5065839.9625,445833.4032,126.0455,9.3510,126.0617,9.3534,-3698399.4512,5078903.8612,1034856.7673,-3698399.4512,5078903.8612,0.0000,126.0617,9.3534,6,14,-10.9787,0.0000,-50.8311,34.8723,34.8723,34.8723
frontal_thrustaaa           ,71.9250,34.5810,74.8590,32.8720,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,331445.7961,1626538.6822,4983764.1952,3613975.3490,1396852.3499,5162274.6470,3456020.1740,73.3920,33.7265,73.4065,33.7353,1512210.6918,5074726.3446,3536201.7495,1512210.6918,5074726.3446,0.0000,73.4065,33.7353,6,4,-80.5783,-12.3998,0.0000,65.6318,65.6318,65.6318
frontal_thrustaab           ,74.8590,32.8720,80.9600,28.5120,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,758224.3630,1396852.3499,5162274.6470,3456020.1740,879137.3084,5525684.4768,3039453.9176,77.9095,30.6920,77.9782,30.7282,1140038.1638,5353418.5532,3253547.9466,1140038.1638,5353418.5532,0.0000,77.9782,30.7282,6,4,-80.2222,-13.2617,0.0000,66.1702,66.1702,66.1702
frontal_thrustab            ,80.9600,28.5120,85.6750,26.9870,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,494559.6306,879137.3084,5525684.4768,3039453.9176,427904.8594,5657932.5012,2889472.0460,83.3175,27.7495,83.3339,27.7696,654020.0173,5596004.1670,2966706.3626,654020.0173,5596004.1670,0.0000,83.3339,27.7696,6,4,-78.7415,20.8817,0.0000,67.1851,67.1851,67.1851
frontal_thrustba            ,85.6750,26.9870,93.1000,26.8720,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,737430.4851,427904.8594,5657932.5012,2889472.0460,-307161.0919,5671567.0525,2878077.6040,89.3875,26.9295,89.3894,26.9784,60473.6233,5674202.3429,2888619.4235,60473.6233,5674202.3429,0.0000,89.3894,26.9784,6,4,-65.1199,52.5869,0.0000,70.6983,70.6983,70.6983
frontal_thrustbba           ,93.1000,26.8720,94.6130,27.9070,160.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,188540.7896,-307161.0919,5671567.0525,2878077.6040,-452549.1083,5608737.0078,2980204.6814,93.8565,27.3895,93.8530,27.3916,-379898.4378,5640768.0436,2929464.8857,-379898.4378,5640768.0436,0.0000,93.8530,27.3916,4,6,-18.8948,85.1894,0.0000,70.2938,70.2938,70.2938
frontal_thrustbbb           ,94.6130,27.9070,97.2250,28.0230,90.0000,100,0,0,0,0,0,0,0,0,0.0000,5,0,5,0,0,1,0,0.0000,1,0,0,1,0,0,5,0,0,0,0,1,0,0,257320.4880,-452549.1083,5608737.0078,2980204.6814,-706921.1968,5576288.9333,2991590.8168,95.9190,27.9650,95.9183,27.9712,-579853.1356,5593647.6190,2986507.6791,-579853.1356,5593647.6190,0.0000,95.9183,27.9712,4,6,-59.8762,0.0000,-56.6944,71.1622,71.1622,71.1622
hidakaaaa                   ,144.3630,41.2200,144.6500,40.9940,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,34801.1602,-3919939.4871,2780610.7460,4176916.2977,-3892541.5365,2790589.8884,4195840.7886,144.5065,41.1070,144.5067,41.1071,-3906254.9322,2785610.6974,4186394.2610,-3906254.9322,2785610.6974,0.0000,144.5067,41.1071,8,7,3.0510,7.1437,0.0000,0.9718,0.9718,0.9718
hidakaaab                   ,143.9980,41.5370,144.3630,41.2200,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,46601.9932,-3892541.5365,2790589.8884,4195840.7886,-3855845.8579,2801641.6444,4222275.2490,144.1805,41.3785,144.1809,41.3786,-3874219.3415,2796134.4475,4209086.3743,-3874219.3415,2796134.4475,0.0000,144.1809,41.3786,8,7,2.7688,7.6887,0.0000,0.9738,0.9738,0.9738
hidakaabaa                  ,143.8580,41.6270,143.9980,41.5370,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,15369.3192,-3855845.8579,2801641.6444,4222275.2490,-3843627.9126,2807139.7393,4229756.7797,143.9280,41.5820,143.9280,41.5820,-3849739.6559,2804392.7290,4226019.1038,-3849739.6559,2804392.7290,0.0000,143.9280,41.5820,8,7,3.5400,7.2899,0.0000,0.9731,0.9731,0.9731
hidakaabab                  ,143.6530,41.7640,143.8580,41.6270,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,22863.7699,-3843627.9126,2807139.7393,4229756.7797,-3825402.5815,2814871.7232,4241125.2909,143.7555,41.6955,143.7556,41.6955,-3834521.3539,2811010.2501,4235447.8892,-3834521.3539,2811010.2501,0.0000,143.7556,41.6955,8,7,3.4266,7.5480,0.0000,0.9737,0.9737,0.9737
hidakaabba                  ,143.3130,41.9940,143.6530,41.7640,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,38067.3415,-3825402.5815,2814871.7232,4241125.2909,-3794948.3784,2827328.1382,4260156.5541,143.4830,41.8790,143.4833,41.8791,-3810192.2993,2821112.5012,4250659.9911,-3810192.2993,2821112.5012,0.0000,143.4833,41.8791,8,7,3.3738,7.8359,0.0000,0.9737,0.9737,0.9737
hidakaabbbaab               ,141.8390,42.6960,141.9410,42.6280,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,11269.1699,-3688819.4040,2888143.7039,4312260.2903,-3679645.3058,2891541.8445,4317817.4634,141.8900,42.6620,141.8900,42.6620,-3684233.7793,2889843.9020,4315040.5726,-3684233.7793,2889843.9020,0.0000,141.8900,42.6620,8,7,3.1303,9.1511,0.0000,0.9441,0.9441,0.9441
hidakaabbbab                ,141.7690,42.7800,141.8390,42.6960,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,10951.2915,-3679645.3058,2891541.8445,4317817.4634,-3671133.3741,2892114.7379,4324673.8089,141.8040,42.7380,141.8040,42.7380,-3675390.6827,2891829.3566,4321247.2463,-3675390.6827,2891829.3566,0.0000,141.8040,42.7380,0,7,5.9331,1.6602,0.0000,0.6620,0.6620,0.6620
hiraaaa                     ,135.8760,35.0580,135.9180,35.2100,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,17292.3281,-3741502.1575,3628808.0822,3657494.3567,-3737177.9622,3619301.4606,3671308.9325,135.8970,35.1340,135.8970,35.1340,-3739343.5007,3624058.0951,3664405.0771,-3739343.5007,3624058.0951,0.0000,135.8970,35.1340,5,16,0.1185,12.0720,0.0000,0.5279,0.5279,0.5279
hiraaab                     ,135.9180,35.2100,136.0160,35.2790,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,11754.1707,-3737177.9622,3619301.4606,3671308.9325,-3740179.0585,3609831.0101,3677571.5018,135.9670,35.2445,135.9670,35.2445,-3738680.0993,3614567.7598,3674441.7925,-3738680.0993,3614567.7598,0.0000,135.9670,35.2445,5,16,-4.9733,9.7633,0.0000,0.5710,0.5710,0.5710
hiraaba                     ,136.0160,35.2790,136.0320,35.3670,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,9871.0918,-3740179.0585,3609831.0101,3677571.5018,-3737117.2869,3604860.7595,3685550.8068,136.0240,35.3230,136.0240,35.3230,-3738649.2931,3607346.9634,3681562.2785,-3738649.2931,3607346.9634,0.0000,136.0240,35.3230,5,16,0.7523,11.9564,0.0000,0.5248,0.5248,0.5248
hiraabb                     ,136.0250,35.4900,136.0320,35.3670,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,13661.4553,-3737117.2869,3604860.7595,3685550.8068,-3730974.4404,3599815.3687,3696689.1264,136.0285,35.4285,136.0285,35.4285,-3734048.0041,3602340.1305,3691122.1260,-3734048.0041,3602340.1305,0.0000,136.0285,35.4285,5,16,2.3699,11.4902,0.0000,0.5368,0.5368,0.5368
hiraba                      ,136.0250,35.4900,136.0500,35.5740,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,9591.6643,-3730974.4404,3599815.3687,3696689.1264,-3728638.9521,3594421.8285,3704285.9967,136.0375,35.5320,136.0375,35.5320,-3729807.7520,3597119.6132,3700488.6276,-3729807.7520,3597119.6132,0.0000,136.0375,35.5320,5,16,-0.0060,11.9347,0.0000,0.5263,0.5263,0.5263
hirabb                      ,136.0500,35.5740,136.1330,35.7110,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,1,0,0,16957.6818,-3728638.9521,3594421.8285,3704285.9967,-3727445.6436,3582868.4052,3716659.0409,136.0915,35.6425,136.0915,35.6425,-3728045.5982,3588648.2740,3710475.8515,-3728045.5982,3588648.2740,0.0000,136.0915,35.6425,5,16,-1.8435,11.6060,0.0000,0.5565,0.5565,0.5565
hokk-sakhalinaaa            ,141.7540,42.8430,141.7690,42.7800,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,7105.3296,-3666639.3105,2890130.3192,4329809.9688,-3671133.3741,2892114.7379,4324673.8089,141.7615,42.8115,141.7615,42.8115,-3668886.9078,2891122.9756,4327242.5700,-3668886.9078,2891122.9756,0.0000,141.7615,42.8115,0,7,5.0180,5.0210,0.0000,0.6628,0.6628,0.6628
hokk-sakhalinaaba           ,141.7330,42.9410,141.7540,42.8430,150.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,11021.1907,-3666639.3105,2890130.3192,4329809.9688,-3659759.8735,2886883.1767,4337789.1435,141.7435,42.8920,141.7435,42.8920,-3663200.9505,2888507.8223,4333801.1974,-3663200.9505,2888507.8223,0.0000,141.7435,42.8920,0,7,4.9536,4.5257,0.0000,0.6630,0.6630,0.6630
hokk-sakhalinaabb           ,141.7330,42.9410,141.7400,43.0750,30.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,14897.3834,-3659759.8735,2886883.1767,4337789.1435,-3652136.6255,2880146.0653,4348678.8997,141.7365,43.0080,141.7365,43.0080,-3655950.7301,2883516.5760,4343237.0275,-3655950.7301,2883516.5760,0.0000,141.7365,43.0080,0,7,4.0684,6.0090,0.0000,0.6642,0.6642,0.6642
hokk-sakhalinaba            ,141.7400,43.0750,141.8000,43.2440,30.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,19398.9762,-3652136.6255,2880146.0653,4348678.8997,-3645054.7179,2868375.2203,4362379.0712,141.7700,43.1595,141.7700,43.1595,-3648599.8750,2874263.9387,4355534.0918,-3648599.8750,2874263.9387,0.0000,141.7700,43.1595,0,7,2.8133,7.4835,0.0000,0.6600,0.6600,0.6600
hokk-sakhalinabbaa          ,141.8000,43.2440,141.8470,43.5380,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,32884.7319,-3645054.7179,2868375.2203,4362379.0712,-3629756.1010,2851518.1876,4386121.9927,141.8235,43.3910,141.8234,43.3910,-3637417.4384,2859956.1410,4374265.2768,-3637417.4384,2859956.1410,0.0000,141.8234,43.3910,0,7,3.7243,9.6728,0.0000,0.6656,0.6656,0.6656
hokk-sakhalinabbab          ,141.8470,43.5380,141.9100,43.8090,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,30535.3231,-3629756.1010,2851518.1876,4386121.9927,-3616521.0143,2834695.5653,4407905.2016,141.8785,43.6735,141.8784,43.6735,-3623148.8901,2843114.9589,4397026.3716,-3623148.8901,2843114.9589,0.0000,141.8784,43.6735,0,7,3.3495,11.3194,0.0000,0.6624,0.6624,0.6624
hokk-sakhalinabbb           ,141.9100,43.8090,141.9720,44.4420,45.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,70510.4254,-3616521.0143,2834695.5653,4407905.2016,-3581006.1315,2800607.9240,4458401.2610,141.9410,44.1255,141.9408,44.1255,-3598818.2428,2817694.4902,4433221.9070,-3598818.2428,2817694.4902,0.0000,141.9408,44.1255,0,7,4.1589,13.0229,0.0000,0.6707,0.6707,0.6707
hokk-sakhalinbaaaa          ,141.9640,44.6830,141.9720,44.4420,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,26788.2385,-3581006.1315,2800607.9240,4458401.2610,-3565813.0225,2789528.2971,4477483.7609,141.9680,44.5625,141.9680,44.5625,-3573417.4045,2795074.2359,4467952.4987,-3573417.4045,2795074.2359,0.0000,141.9680,44.5625,0,7,5.1095,14.5436,0.0000,0.6832,0.6832,0.6832
hokk-sakhalinbaaaba         ,141.9490,44.8660,141.9640,44.6830,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,20370.9404,-3565813.0225,2789528.2971,4477483.7609,-3553803.0401,2781632.9884,4491920.8955,141.9565,44.7745,141.9565,44.7745,-3559812.5387,2785584.1738,4484708.1245,-3559812.5387,2785584.1738,0.0000,141.9565,44.7745,0,7,5.4757,15.3214,0.0000,0.6886,0.6886,0.6886
hokk-sakhalinbaaabb         ,141.9250,44.9680,141.9490,44.8660,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,11492.5935,-3553803.0401,2781632.9884,4491920.8955,-3546336.9156,2778185.4590,4499947.9439,141.9370,44.9170,141.9370,44.9170,-3550071.4073,2779910.3466,4495936.2684,-3550071.4073,2779910.3466,0.0000,141.9370,44.9170,0,7,6.6369,15.1026,0.0000,0.7081,0.7081,0.7081
hokk-sakhalinbaab           ,141.8860,45.1660,141.9250,44.9680,135.0000,100,0,0,0,0,0,0,0,0,15.0000,5,0,1,0,0,1,0,0.0000,1,0,0,1,0,15,5,0,0,0,0,0,0,0,22217.6772,-3546336.9156,2778185.4590,4499947.9439,-3532188.8550,2770983.8141,4515489.1270,141.9055,45.0670,141.9055,45.0670,-3539268.2117,2774588.8234,4507725.4628,-3539268.2117,2774588.8234,0.0000,141.9055,45.0670,0,7,6.3389,16.0930,0.0000,0.7027,0.7027,0.7027
