lon1,lat1,dep1,lon2,lat2,dep2,lon3,lat3,dep3,strike_slip_rate,dip_slip_rate
133.96,32.2734,-10.0,134.117,32.2049,-5.8910232,134.084,32.3596,-10.0,-6.01912088062418,19.715996203133404
134.417,32.818,-10.0,134.339,32.699,-10.0,134.476,32.6962,-8.1886388,-15.33408917925246,28.700543052165678
134.572,32.7916,-7.9957555,134.417,32.818,-10.0,134.476,32.6962,-8.1886388,-16.102226392365278,27.699449558479238
132.427,30.8871,-6.6552934,132.48,31.02,-6.7180443,132.294,30.969,-10.0,1.2264029183869103,-6.6375264131445215
135.735,33.0264,-10.0,135.885,32.9483,-6.9823595,135.884,33.0796,-10.0,-15.166423089811005,11.06465290147839
137.732,33.52,-1.3620874,137.828,33.6957,-2.7309865,137.612,33.6346,-4.0220501,-5.661805527837896,3.907159390509244
137.828,33.6957,-2.7309865,137.732,33.52,-1.3620874,137.899,33.5512,0.0,-3.25927627238483,2.198382155712848
134.264,32.199,-3.7167563,134.208,32.3226,-7.4391988,134.117,32.2049,-5.8910232,-4.893184755203297,14.216370452830938
134.208,32.3226,-7.4391988,134.084,32.3596,-10.0,134.117,32.2049,-5.8910232,-6.218544170612213,18.4548782665251
136.873,33.0946,-2.3962722,136.878,33.2332,-4.4903772,136.738,33.1893,-4.9184762,-7.05630529731009,7.594271574843516
136.991,33.1493,-1.9826412,136.873,33.0946,-2.3962722,136.973,33.0169,0.0,-3.3637375490207724,3.633566980095538
136.878,33.2332,-4.4903772,136.873,33.0946,-2.3962722,136.991,33.1493,-1.9826412,-5.61414099517366,6.053176185373523
133.262,31.3855,0.0,133.12,31.5311,-3.4678016,133.086,31.3875,-2.5477505,1.3318772355171187,1.2819327096103184
132.984,31.6535,-6.8058928,132.984,31.5299,-4.9496297,133.12,31.5311,-3.4678016,2.1280893814005135,2.5401804399820334
132.984,31.5299,-4.9496297,133.086,31.3875,-2.5477505,133.12,31.5311,-3.4678016,1.953520881585649,1.3161098631987462
132.688,31.1515,-4.4547241,132.61,31.0557,-4.4818304,132.71,31.0298,-2.3233299,1.3962321028591655,-4.029982470631415
138.462,34.6355,-10.0,138.391,34.5129,-10.0,138.576,34.5441,0.0,-5.938192707835417,5.791737474559607
133.789,31.9263,-3.7056374,133.9,31.8407,0.0,133.949,31.9922,-3.3149433,-1.518186631976473,7.534094719770283
136.878,33.2332,-4.4903772,136.754,33.3139,-7.3437822,136.738,33.1893,-4.9184762,-9.45080630905025,10.145773653923928
136.587,33.2448,-7.3703064,136.738,33.1893,-4.9184762,136.754,33.3139,-7.3437822,-11.0655694910133,11.77532065946082
138.126,33.7315,0.0,137.994,33.7873,-2.3738344,138.019,33.6431,0.0,-2.5732378724344613,1.519448052497995
134.208,32.3226,-7.4391988,134.264,32.199,-3.7167563,134.41,32.3537,-5.4086896,-5.1313787404541875,13.8878694495387
134.208,32.3226,-7.4391988,134.41,32.3537,-5.4086896,134.199,32.4545,-10.0,-7.44329300538832,19.33481735703375
134.199,32.4545,-10.0,134.084,32.3596,-10.0,134.208,32.3226,-7.4391988,-7.696075477670946,21.186388314674478
