name,lon1,lat1,lon2,lat2,dip,create_ribbon_mesh,locking_depth,locking_depth_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,mesh_file_name,mesh_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
asdfb,241.596000,37.434000,241.671000,37.236000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,237.730000,37.893000,237.869000,37.733000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,238.925000,41.109000,239.241000,40.603000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,237.952000,37.639000,238.005000,37.580000,90,0,0,0,-9.2,4.6,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,236.857000,38.427000,236.958000,38.329000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,237.627000,38.070000,237.661000,38.088000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,237.475000,38.596000,237.631000,38.412000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfb,235.814000,40.215000,236.048000,40.103000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfba,238.075000,37.498000,238.115000,37.452000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfba,243.413000,34.996000,243.465000,34.905000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfba,237.668000,37.496000,237.747000,37.411000,90,0,15,0,-17,8.5,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfba,236.381000,39.996000,236.403000,39.995000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfba,240.936000,34.846000,241.079000,34.814000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbaa,238.624000,36.806000,238.665000,36.763000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbaa,238.076000,43.409000,238.406000,44.034000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbab,238.665000,36.763000,238.739000,36.704000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbaba,237.836000,42.947000,238.076000,43.409000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbabb,237.746000,42.784000,237.836000,42.947000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbb,237.746000,42.784000,238.085000,41.636000,90,0,15,0,0,0,0,-3,1.5,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbb,243.465000,34.905000,243.517000,34.814000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbb,237.747000,37.411000,237.826000,37.325000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbb,236.283000,39.991000,236.381000,39.996000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbb,241.079000,34.814000,241.103000,34.811000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbba,238.739000,36.704000,238.895000,36.555000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbaa,238.115000,37.452000,238.172000,37.398000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbab,238.172000,37.398000,238.210000,37.350000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbb,238.887000,36.526000,238.895000,36.555000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbbaa,238.210000,37.350000,238.266000,37.297000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbbab,238.266000,37.297000,238.298000,37.239000,90,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
asdfbbbb,238.298000,37.239000,238.344000,37.234000,90,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_camp_rock_complete_trace_part1_s,243.192000,34.754000,243.266000,34.701000,90,0,15,0,-1.4,0.7,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_camp_rock_complete_trace_part2_s,243.143000,34.785000,243.192000,34.754000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_camp_rock_complete_trace_part3_s,243.116000,34.833000,243.143000,34.785000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_camp_rock_complete_trace_part4_s,243.083000,34.873000,243.116000,34.833000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_east_north_frontal_zone_smooth_extruded_trace_part4_s,243.200000,34.337000,243.290000,34.346000,41.5,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2a,243.606000,34.124000,243.638000,34.066000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2b,243.638000,34.066000,243.671000,34.008000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_landers_detailed_complete_trace_part10_s,243.349000,34.609000,243.426000,34.565000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_landers_detailed_complete_trace_part11_s,243.326000,34.649000,243.349000,34.609000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_landers_detailed_complete_trace_part1_s,243.266000,34.701000,243.326000,34.649000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_landers_detailed_complete_trace_part7_s,243.460000,34.524000,243.469000,34.490000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_landers_detailed_complete_trace_part9_s,243.426000,34.565000,243.460000,34.524000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part10_s,242.390000,33.310000,242.443000,33.264000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part11_s,242.293000,33.414000,242.390000,33.310000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part12_s,242.246000,33.460000,242.293000,33.414000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part13_saaa,242.209000,33.503000,242.218000,33.495000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part13_saab,242.218000,33.495000,242.225000,33.486000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part13_sab,242.225000,33.486000,242.236000,33.473000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part13_sb,242.236000,33.473000,242.246000,33.460000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part14_sa,242.117000,33.572000,242.184000,33.525000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part14_sb,242.184000,33.525000,242.209000,33.503000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part1_s,242.812000,32.764000,242.868000,32.707000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part2_s,242.777000,32.828000,242.812000,32.764000,90,0,15,0,-1.5,0.8,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part3_s,242.739000,32.858000,242.777000,32.828000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part4_s,242.692000,32.965000,242.739000,32.858000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part5_s,242.682000,33.008000,242.692000,32.965000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part6_s,242.624000,33.085000,242.682000,33.008000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part7_s,242.575000,33.130000,242.624000,33.085000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part8_s,242.513000,33.222000,242.575000,33.130000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_newport_inglewood_rose_conyon_complete_trace_part9_s,242.443000,33.264000,242.513000,33.222000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part1_s_2,241.443000,33.972000,241.504000,33.904000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part2_s_2,241.504000,33.904000,241.561000,33.865000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part3_s_2,241.561000,33.865000,241.600000,33.819000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part4_s_2,241.600000,33.819000,241.666000,33.791000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part5_s_2,241.666000,33.791000,241.746000,33.749000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part6_s_2,241.746000,33.749000,241.767000,33.694000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part7_s_2,241.854000,33.585000,241.881000,33.547000,90,0,15,0,-3.3,1.6,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_palos_verdes_extruded_trace_part8_s_2,241.767000,33.694000,241.854000,33.585000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part10_s,242.772000,36.237000,242.797000,36.195000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part11_s,242.706000,36.283000,242.772000,36.237000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part12_s,242.677000,36.315000,242.706000,36.283000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part13_s,242.640000,36.366000,242.677000,36.315000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part14_s,242.592000,36.436000,242.640000,36.366000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part15_0_s,242.780000,35.997000,242.793000,36.041000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part1_s,243.064000,35.643000,243.103000,35.611000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part2_s,242.952000,35.686000,243.064000,35.643000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part3_s,242.886000,35.748000,242.952000,35.686000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part4_s,242.862000,35.795000,242.886000,35.748000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part5_s,242.815000,35.894000,242.862000,35.795000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part6_0_s,242.780000,35.997000,242.815000,35.894000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part7_s,242.793000,36.041000,242.807000,36.079000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part8_s,242.790000,36.126000,242.807000,36.079000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_panamint_valley_low_dip_truncated_at_garlock_trace_part9_s,242.790000,36.126000,242.797000,36.195000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_pleito_truncated_complete_trace_part1_s_2,240.695000,34.932000,240.805000,34.942000,61.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_pleito_truncated_complete_trace_part2_s_2,240.805000,34.942000,240.884000,34.985000,48,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_pleito_truncated_complete_trace_part3_s_2,240.884000,34.985000,240.942000,34.998000,43.1,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_andreas_mojave_extruded_trace_part1_sa,241.993000,34.512000,242.231000,34.412000,90,0,15,0,-50,1,1,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_andreas_mojave_extruded_trace_part1_sb,242.231000,34.412000,242.470000,34.311000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_andreas_mojave_extruded_trace_part2_sa,241.498000,34.699000,241.745000,34.605000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_andreas_mojave_extruded_trace_part2_sb,241.745000,34.605000,241.993000,34.512000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_bernardino_valley_san_jacinto_complete_trace_part2_sa,242.520000,34.254000,242.566000,34.232000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_bernardino_valley_san_jacinto_complete_trace_part2_sb,242.566000,34.232000,242.614000,34.195000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_bernardino_valley_san_jacinto_complete_trace_part3_s,242.614000,34.195000,242.636000,34.161000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_bernardino_valley_san_jacinto_complete_trace_part5_s,242.656000,34.120000,242.778000,34.008000,90,0,15,0,-2.5,1.2,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_san_bernardino_valley_san_jacinto_complete_trace_part6_s,242.636000,34.161000,242.656000,34.120000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part10_s_2,242.150000,34.153000,242.191000,34.131000,123.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part2_s_2a,241.562000,34.335000,241.632000,34.309000,111.4,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part2_s_2b,241.632000,34.309000,241.702000,34.284000,111.4,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part3_s_2,241.702000,34.284000,241.786000,34.213000,118.1,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part4_s_2,241.786000,34.213000,241.888000,34.201000,123.4,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part5_s_2,241.888000,34.201000,241.932000,34.176000,120.9,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part6_s_2,241.932000,34.176000,241.997000,34.175000,126.5,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part7_s_2a,241.997000,34.175000,242.029000,34.162000,119.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part7_s_2b,242.029000,34.162000,242.060000,34.150000,119.6,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part8_s_2,242.060000,34.150000,242.150000,34.153000,126.4,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfm_sierra_madre_extruded_complete_trace_part9_s_2aa,242.191000,34.131000,242.216000,34.129000,134.2,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_anza_san_jacinto_extruded_90dip_trace_part5_s,243.104000,33.743000,243.159000,33.702000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_anza_san_jacinto_extruded_90dip_trace_part6_s,243.159000,33.702000,243.451000,33.513000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_banning_complete_trace_part4_s,243.202000,33.951000,243.246000,33.945000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_banning_complete_trace_part6_s,243.246000,33.945000,243.307000,33.950000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_banning_complete_trace_part7_s,243.307000,33.950000,243.406000,33.935000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_banning_complete_trace_part8_s,243.502000,33.900000,243.611000,33.852000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_banning_complete_trace_part9_s,243.406000,33.935000,243.502000,33.900000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_blackwater_extruded_90_trace_part1_s,242.587000,35.451000,242.687000,35.368000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_blackwater_extruded_90_trace_part2_s,242.687000,35.368000,242.786000,35.229000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_blackwater_extruded_90_trace_part4_s,242.786000,35.229000,242.872000,35.108000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_borrego_san_jacinto_extruded_90dip_trace_part1_s,243.795000,33.208000,243.836000,33.184000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_borrego_san_jacinto_extruded_90dip_trace_part2_s,243.836000,33.184000,243.871000,33.145000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_borrego_san_jacinto_extruded_90dip_trace_part3_s,243.871000,33.145000,243.942000,33.099000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_borrego_san_jacinto_extruded_90dip_trace_part4_s,243.989000,33.031000,244.057000,33.003000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_borrego_san_jacinto_extruded_90dip_trace_part5_s,243.942000,33.099000,243.989000,33.031000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_brawley_seismic_zone_complete_trace_part1_saba,244.285000,33.335000,244.330000,33.243000,90,0,10,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_brawley_seismic_zone_complete_trace_part1_sabb,244.330000,33.243000,244.374000,33.151000,90,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_brawley_seismic_zone_complete_trace_part1_sba,244.374000,33.151000,244.423000,33.017000,90,0,5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_brawley_seismic_zone_complete_trace_part1_sbb,244.423000,33.017000,244.446000,32.899000,90,0,2.5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part1_sa,241.144000,34.792000,241.421000,34.723000,90,0,15,0,-42.5,21.2,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part1_sb,241.421000,34.723000,241.493000,34.701000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part3_s,240.594000,34.942000,240.790000,34.864000,90,0,25,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part4_saa,240.333000,35.134000,240.399000,35.085000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part4_sab,240.399000,35.085000,240.464000,35.037000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part4_sba,240.464000,35.037000,240.529000,34.988000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part4_sbb,240.529000,34.988000,240.594000,34.942000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part5_saa,240.140000,35.307000,240.188000,35.264000,90,0,17.5,0,-33.9,16.9,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part5_sab,240.188000,35.264000,240.236000,35.221000,90,0,17.5,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part5_sba,240.236000,35.221000,240.284000,35.177000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_carrizo_extruded_1_trace_part5_sbb,240.284000,35.177000,240.333000,35.134000,90,0,20,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part10_s,245.199000,31.965000,245.251000,31.926000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part1_s,244.106000,32.653000,244.251000,32.566000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part2_s,244.251000,32.566000,244.435000,32.391000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part3_s,244.435000,32.391000,244.546000,32.315000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part4_s,244.546000,32.315000,245.007000,32.136000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part5_s,245.007000,32.136000,245.064000,32.079000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
cfma_cerro_prieto_extruded_90_trace_part6_s,245.064000,32.079000,245.106000,32.057000,90,0,15,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,-1,1,0,-1,1
