,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,Unnamed: 38,centroid_lon,centroid_lat
105,asdf                                                               ,241.995,35.77,242.105,35.88,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,242.05,35.825
106,asdf                                                               ,243.987,34.143,244.021,34.116,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,244.004,34.1295
107,asdf                                                               ,242.994,35.605,243.032,35.489,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.013,35.547
108,asdf                                                               ,244.302,32.886,244.336,32.899,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,-4.0,2.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,244.31900000000002,32.8925
109,asdf                                                               ,244.446,32.899,244.465,32.872,90.0,100,0,0,0,0,0,0,0,0,2.5,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,244.4555,32.8855
110,asdf                                                               ,241.525,34.387,241.562,34.335,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.5435,34.361000000000004
111,asdf                                                               ,241.443,33.972,241.448,34.021,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.4455,33.9965
112,asdf                                                               ,241.611,34.074,241.616,34.04,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.6135,34.057
113,asdf                                                               ,243.103,35.611,243.111,35.607,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.107,35.608999999999995
114,asdf                                                               ,241.971,35.298,241.977,35.284,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.974,35.291
115,asdf                                                               ,241.977,35.284,241.986,35.271,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.98149999999998,35.2775
116,asdf                                                               ,241.493,34.701,241.498,34.699,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.4955,34.7
117,asdf                                                               ,242.015,34.161,242.029,34.162,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,242.022,34.161500000000004
118,asdf                                                               ,242.101,33.581,242.117,33.572,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,242.10899999999998,33.5765
119,asdf                                                               ,241.946,37.15,242.048,36.925,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.997,37.037499999999994
120,asdf                                                               ,245.344,31.826,245.479,31.655,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,245.4115,31.7405
121,asdf                                                               ,242.868,32.707,242.918,32.58,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,242.893,32.6435
122,asdf                                                               ,243.677,31.527,244.239,31.325,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.958,31.426000000000002
123,asdf                                                               ,243.165,31.89,243.361,31.581,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.26299999999998,31.735500000000002
124,asdf                                                               ,241.511,34.328,241.562,34.335,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.5365,34.331500000000005
125,asdf                                                               ,243.606,34.124,243.712,34.143,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,2.8,2.5,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.659,34.1335
126,asdf                                                               ,237.175,38.62,237.231,38.539,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.203,38.579499999999996
127,asdf                                                               ,237.967,37.859,238.025,37.888,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.996,37.8735
128,asdf                                                               ,236.987,38.877,236.997,38.855,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.99200000000002,38.866
129,asdf                                                               ,237.755,38.164,237.967,37.859,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.861,38.0115
130,asdf                                                               ,237.302,37.931,237.326,37.894,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.314,37.912499999999994
131,asdf                                                               ,237.3,37.936,237.302,37.931,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.301,37.933499999999995
132,asdf                                                               ,237.403,37.81,237.406,37.815,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.40449999999998,37.8125
133,asdf                                                               ,237.403,37.81,237.51,37.668,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.4565,37.739000000000004
134,asdf                                                               ,236.215,39.115,236.502,38.783,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.3585,38.949
135,asdf                                                               ,236.145,39.251,236.215,39.115,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.18,39.183
136,asdf                                                               ,236.081,39.411,236.145,39.251,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.113,39.331
137,asdf                                                               ,236.005,39.673,236.081,39.411,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.043,39.542
138,asdf                                                               ,235.947,39.857,236.005,39.673,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,235.976,39.765
139,asdf                                                               ,235.814,40.215,235.947,39.857,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,235.88049999999998,40.036
140,asdf                                                               ,237.869,37.733,237.911,37.679,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.89,37.706
141,asdfa                                                              ,238.319,36.949,238.389,36.902,90.0,100,0,0,0,0,0,0,0,0,5.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.35399999999998,36.9255
142,asdfa                                                              ,241.573,37.793,241.596,37.434,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.5845,37.6135
143,asdfa                                                              ,238.591,36.868,238.624,36.806,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.60750000000002,36.837
144,asdfa                                                              ,237.911,37.679,237.952,37.639,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.9315,37.659000000000006
145,asdfa                                                              ,238.005,37.58,238.075,37.498,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.04,37.539
146,asdfa                                                              ,242.223,34.082,242.255,34.033,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,242.239,34.057500000000005
147,asdfa                                                              ,240.79,34.864,240.936,34.846,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,240.863,34.855
148,asdfa                                                              ,243.323,35.163,243.413,34.996,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.368,35.079499999999996
149,asdfa                                                              ,237.51,37.668,237.668,37.496,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.589,37.582
150,asdfa                                                              ,236.502,38.783,236.857,38.427,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.67950000000002,38.605000000000004
151,asdfa                                                              ,237.594,38.053,237.627,38.07,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.6105,38.061499999999995
152,asdfa                                                              ,236.403,39.995,236.523,39.999,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.463,39.997
153,asdfa                                                              ,236.048,40.103,236.283,39.991,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.1655,40.047
154,asdfaa                                                             ,238.085,41.636,238.505,41.373,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.29500000000002,41.5045
155,asdfaaa                                                            ,237.594,38.053,237.64,37.995,90.0,100,0,0,0,0,0,0,0,0,5.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.617,38.024
156,asdfaaaa                                                           ,238.785,45.982,238.894,46.485,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.8395,46.2335
157,asdfaaab                                                           ,238.731,45.68,238.785,45.982,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.75799999999998,45.831
158,asdfaab                                                            ,237.64,37.995,237.658,37.972,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.649,37.9835
159,asdfaab                                                            ,238.65,45.26,238.731,45.68,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.6905,45.47
160,asdfab                                                             ,238.505,41.373,238.925,41.109,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.715,41.241
161,asdfab                                                             ,238.406,44.034,238.65,45.26,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.52800000000002,44.647
162,asdfaba                                                            ,237.658,37.972,237.702,37.932,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.68,37.952
163,asdfabbaa                                                          ,237.702,37.932,237.717,37.915,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.7095,37.923500000000004
164,asdfabbab                                                          ,237.717,37.915,237.721,37.908,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.719,37.911500000000004
165,asdfabbba                                                          ,237.721,37.908,237.725,37.899,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.723,37.9035
166,asdfabbbb                                                          ,237.725,37.899,237.73,37.893,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.7275,37.896
167,asdfb                                                              ,238.389,36.902,238.467,36.841,90.0,100,0,0,0,0,0,0,0,0,5.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.428,36.8715
168,asdfb                                                              ,241.596,37.434,241.671,37.236,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.6335,37.334999999999994
169,asdfb                                                              ,237.73,37.893,237.869,37.733,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.7995,37.813
170,asdfb                                                              ,238.925,41.109,239.241,40.603,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,239.08300000000003,40.856
171,asdfb                                                              ,237.952,37.639,238.005,37.58,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,-9.2,4.6,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.9785,37.6095
172,asdfb                                                              ,236.857,38.427,236.958,38.329,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.9075,38.378
173,asdfb                                                              ,237.627,38.07,237.661,38.088,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.644,38.079
174,asdfb                                                              ,237.475,38.596,237.631,38.412,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.553,38.504
175,asdfb                                                              ,235.814,40.215,236.048,40.103,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,235.93099999999998,40.159000000000006
176,asdfba                                                             ,238.075,37.498,238.115,37.452,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.095,37.474999999999994
177,asdfba                                                             ,243.413,34.996,243.465,34.905,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.43900000000002,34.950500000000005
178,asdfba                                                             ,237.668,37.496,237.747,37.411,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,-17.0,8.5,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.7075,37.453500000000005
179,asdfba                                                             ,236.381,39.996,236.403,39.995,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.392,39.9955
180,asdfba                                                             ,240.936,34.846,241.079,34.814,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.0075,34.83
181,asdfbaa                                                            ,238.624,36.806,238.665,36.763,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.6445,36.784499999999994
182,asdfbaa                                                            ,238.076,43.409,238.406,44.034,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.24099999999999,43.7215
183,asdfbab                                                            ,238.665,36.763,238.739,36.704,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.702,36.7335
184,asdfbaba                                                           ,237.836,42.947,238.076,43.409,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.95600000000002,43.178
185,asdfbabb                                                           ,237.746,42.784,237.836,42.947,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.791,42.8655
186,asdfbb                                                             ,237.746,42.784,238.085,41.636,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,-3.0,1.5,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.9155,42.21
187,asdfbb                                                             ,243.465,34.905,243.517,34.814,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,243.49099999999999,34.8595
188,asdfbb                                                             ,237.747,37.411,237.826,37.325,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,237.7865,37.368
189,asdfbb                                                             ,236.283,39.991,236.381,39.996,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,236.332,39.9935
190,asdfbb                                                             ,241.079,34.814,241.103,34.811,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,241.091,34.8125
191,asdfbba                                                            ,238.739,36.704,238.895,36.555,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.817,36.6295
192,asdfbbaa                                                           ,238.115,37.452,238.172,37.398,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.14350000000002,37.425
193,asdfbbab                                                           ,238.172,37.398,238.21,37.35,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.191,37.374
194,asdfbbb                                                            ,238.887,36.526,238.895,36.555,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.89100000000002,36.5405
195,asdfbbbaa                                                          ,238.21,37.35,238.266,37.297,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.238,37.323499999999996
196,asdfbbbab                                                          ,238.266,37.297,238.298,37.239,90.0,100,0,0,0,0,0,0,0,0,0.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.28199999999998,37.268
197,asdfbbbb                                                           ,238.298,37.239,238.344,37.234,90.0,100,0,0,0,0,0,0,0,0,5.0,5,0,1,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,5,0,0,0,-1,0,0,0,,238.321,37.2365
198,cfm_camp_rock_complete_trace_part1_s,243.192,34.754,243.266,34.701,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,-1.4,0.7,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.22899999999998,34.7275
199,cfm_camp_rock_complete_trace_part2_s,243.143,34.785,243.192,34.754,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.16750000000002,34.769499999999994
200,cfm_camp_rock_complete_trace_part3_s,243.116,34.833,243.143,34.785,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.1295,34.809
201,cfm_camp_rock_complete_trace_part4_s,243.083,34.873,243.116,34.833,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.0995,34.852999999999994
202,cfm_east_north_frontal_zone_smooth_extruded_trace_part4_s,243.2,34.337,243.29,34.346,41.5,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.245,34.341499999999996
203,cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2a,243.606,34.124,243.638,34.066,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.622,34.095
204,cfm_eureka_peak_west_deception_canyon_extruded_trace_part1_s_2b,243.638,34.066,243.671,34.008,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.65449999999998,34.037000000000006
205,cfm_landers_detailed_complete_trace_part10_s,243.349,34.609,243.426,34.565,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.3875,34.587
206,cfm_landers_detailed_complete_trace_part11_s,243.326,34.649,243.349,34.609,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.33749999999998,34.629000000000005
207,cfm_landers_detailed_complete_trace_part1_s,243.266,34.701,243.326,34.649,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.296,34.675
208,cfm_landers_detailed_complete_trace_part7_s,243.46,34.524,243.469,34.49,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.4645,34.507000000000005
209,cfm_landers_detailed_complete_trace_part9_s,243.426,34.565,243.46,34.524,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,243.44299999999998,34.5445
210,cfm_newport_inglewood_rose_conyon_complete_trace_part10_s,242.39,33.31,242.443,33.264,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.41649999999998,33.287000000000006
211,cfm_newport_inglewood_rose_conyon_complete_trace_part11_s,242.293,33.414,242.39,33.31,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.3415,33.362
212,cfm_newport_inglewood_rose_conyon_complete_trace_part12_s,242.246,33.46,242.293,33.414,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.2695,33.437
213,cfm_newport_inglewood_rose_conyon_complete_trace_part13_saaa,242.209,33.503,242.218,33.495,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.2135,33.498999999999995
214,cfm_newport_inglewood_rose_conyon_complete_trace_part13_saab,242.218,33.495,242.225,33.486,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.2215,33.4905
215,cfm_newport_inglewood_rose_conyon_complete_trace_part13_sab,242.225,33.486,242.236,33.473,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.2305,33.4795
216,cfm_newport_inglewood_rose_conyon_complete_trace_part13_sb,242.236,33.473,242.246,33.46,90.0,0,0,0,0,0,0,0,0,0,15.0,1,0,0,0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-1,0,0,0,,242.24099999999999,33.466499999999996
