,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag
54,ALPC_fault_7                                                        ,171.742,-42.593,171.889,-42.519,55.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
55,ALPF_fault_1                                                        ,166.139,-45.637,166.54,-45.37,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
56,ALPF_fault_2                                                        ,166.54,-45.37,166.867,-45.105,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
57,ALPF_fault_3                                                        ,166.867,-45.105,167.36,-44.805,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
58,ALPF_fault_4                                                        ,167.36,-44.805,167.78,-44.56,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
59,ALPF_fault_5                                                        ,167.78,-44.56,168.085,-44.39,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,-26.0,10.5,0,0.6,1.4,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
60,ALPF_fault_6                                                        ,168.085,-44.39,168.718,-44.067,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,-26.0,9.0,0,1.5,0.8,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
61,ALPF_fault_7                                                        ,168.718,-44.067,168.865,-44.0,80.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,-28.0,6.0,0,2.2,1.2,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
62,ANDE_close                                                          ,284.16,10.751,285.428,11.756,45.0,100,0,0,0,0,0,0,0,0,14.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
63,AN_Iran_fault_1                                                     ,54.737,32.554,54.713,32.486,95.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
64,AN_Iran_fault_2                                                     ,54.713,32.486,54.692,32.288,95.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,3.0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0
65,AN_Iran_fault_3                                                     ,54.692,32.288,54.802,31.997,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
66,AN_Iran_fault_4                                                     ,54.802,31.997,55.025,31.608,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
67,AN_Iran_fault_5                                                     ,55.025,31.608,55.148,31.241,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
68,AN_Iran_fault_6                                                     ,55.148,31.241,55.262,30.688,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,1.5,1.0,1,0.0,1.0,0,0,0,0,0,0,0,0,0,0
69,AN_KB                                                               ,54.737,32.554,55.306,32.398,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
70,AS_Iran_fault_1                                                     ,55.499,30.384,55.599,30.354,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
71,AS_Iran_fault_10                                                    ,56.42,30.0,56.447,29.98,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
72,AS_Iran_fault_11                                                    ,56.447,29.98,56.491,29.931,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
73,AS_Iran_fault_12                                                    ,56.491,29.931,56.533,29.889,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
74,AS_Iran_fault_2                                                     ,55.599,30.354,55.722,30.29,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
75,AS_Iran_fault_3                                                     ,55.722,30.29,55.85,30.237,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
76,AS_Iran_fault_4                                                     ,55.85,30.237,55.987,30.189,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
77,AS_Iran_fault_5                                                     ,55.987,30.189,56.083,30.141,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
78,AS_Iran_fault_6                                                     ,56.083,30.141,56.19,30.095,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
79,AS_Iran_fault_7                                                     ,56.19,30.095,56.318,30.071,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
80,AS_Iran_fault_8                                                     ,56.318,30.071,56.407,30.008,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
81,AS_Iran_fault_9                                                     ,56.407,30.008,56.42,30.0,85.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
82,AU_Java                                                             ,133.762,-5.545,134.049,-4.476,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,30.0,0,0,0,0,0,0,0,0,0,0
83,AWAT_fault_1                                                        ,173.872,-41.718,173.283,-42.06,90.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,-6.0,3.5,0,2.0,2.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
84,AWAT_fault_2                                                        ,173.283,-42.06,172.813,-42.157,90.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
85,AWAT_fault_3                                                        ,172.813,-42.157,172.237,-42.347,90.0,100,0,0,0,0,0,0,0,0,25.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,5.0,1,0,0,0,0,0,0,0,0,0
86,Akar_connect                                                        ,20.54,38.81,20.708,39.124,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
87,Akar_connect2                                                       ,21.348,38.001,21.771,38.293,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,-8.0,5.0,1,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
88,Akarnania_Vernant14_1                                               ,21.771,38.293,21.951,38.35,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
89,Akarnania_Vernant14_2                                               ,21.951,38.35,21.718,38.434,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
90,Akarnania_Vernant14_3                                               ,21.718,38.434,21.593,38.59,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
91,Akarnania_Vernant14_4                                               ,21.593,38.59,21.307,38.633,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
92,Akarnania_Vernant14_5                                               ,21.307,38.633,21.151,38.915,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
93,Akarnania_Vernant14_6a                                              ,21.151,38.915,21.011,39.091,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
94,Akarnania_Vernant14_6b                                              ,21.011,39.091,20.974,39.139,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
95,Akarnania_Vernant14_7                                               ,20.974,39.139,20.852,39.178,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
96,Akarnania_Vernant14_8                                               ,20.852,39.178,20.708,39.124,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
97,Akhurian_fault                                                      ,43.624,40.579,43.959,40.968,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
98,Aktug13_az_LCF_1                                                    ,44.907,41.446,45.582,40.995,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
99,Aktug13_az_LCF_2                                                    ,45.582,40.995,45.887,40.862,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
100,Aktug13_az_LCF_3                                                    ,45.887,40.862,46.584,40.571,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
101,Aktug13_az_LCF_4                                                    ,46.584,40.571,46.925,40.093,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
102,Aktug13_az_LCF_5                                                    ,46.925,40.093,47.437,39.583,30.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
103,Aktug13_az_NCF_1                                                    ,49.309,40.703,48.961,41.058,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
104,Aktug13_az_NCF_2                                                    ,48.961,41.058,48.667,41.213,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
105,Aktug13_az_NCF_3                                                    ,48.667,41.213,48.352,41.562,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
106,Aktug13_az_NCF_4                                                    ,48.352,41.562,48.109,42.0,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
107,Aktug13_bk2_2                                                       ,37.993,39.576,35.898,39.074,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
108,Aktug13_bk2_3a                                                      ,35.898,39.074,34.879,37.44,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
109,Aktug13_bk2_3b                                                      ,34.75,37.247,34.879,37.44,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
110,Aktug13_bk2_edit                                                    ,37.993,39.576,39.272,39.873,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
111,Aktug13_bk3_4                                                       ,32.99,35.999,33.324,36.557,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
112,Aktug13_bk3_5                                                       ,33.324,36.557,34.75,37.247,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
113,Aktug13_bk5_3edit                                                   ,31.349,38.509,32.161,37.65,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
114,Aktug_3Naa                                                          ,27.445,39.213,28.421,39.249,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,0,0,0,0
