,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,create_ribbon_mesh,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max,x1,y1,z1,x2,y2,z2,length,azimuth,mid_lon_plate_carree,mid_lat_plate_carree,mid_lon,mid_lat,mid_x,mid_y,mid_z,centroid_x,centroid_y,centroid_z,centroid_lon,centroid_lat,west_labels,east_labels
129,eu_phil_3bbbba,131.227,28.404,131.526,28.956,155.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3691240.707509631,4212463.301428906,3028901.85295884,-3693655.3094944963,4171102.3279923587,3082720.760234189,67799.72148145785,25.461102692686442,131.37650000000002,28.68,131.37610808077625,28.680088175694248,-3692500.459554809,4191842.0589349824,3055855.3582671853,-3692500.459554809,4191842.0589349824,0.0,131.37610808077625,28.680088175694248,13,14
130,eu_phil_3bbbbb,131.526,28.956,131.826,29.509,155.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3693655.3094944963,4171102.3279923587,3082720.760234189,-3695429.998247016,4129340.8277696297,3136350.2543067317,67879.56547768877,25.373652985064766,131.676,29.2325,131.6755969650366,29.232589824586086,-3694595.244285052,4150280.353034008,3109580.427267511,-3694595.244285052,4150280.353034008,0.0,131.6755969650366,29.232589824586086,13,14
131,eu_phil_4a,119.174,16.681,120.449,19.844,25.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-2973277.7826823257,5325727.654505156,1827729.6404462256,-3035229.1775055807,5163300.716854527,2161495.0864777216,375149.2369045378,20.86605802641975,119.8115,18.262500000000003,119.80572661568391,18.263692290477575,-3005566.896784255,5246799.570861125,1995498.2720326236,-3005566.896784255,5246799.570861125,0.0,119.80572661568391,18.263692290477575,6,14
132,eu_phil_4ba,120.449,19.844,120.705,21.738,25.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3035229.1775055807,5163300.716854527,2161495.0864777216,-3020120.0724005452,5085450.927182701,2358265.2685859874,211379.96537566825,7.198700171819436,120.577,20.791,120.57620136011026,20.791099920849515,-3028094.1992777567,5125084.996192456,2260199.275201723,-3028094.1992777567,5125084.996192456,0.0,120.57620136011026,20.79109992084952,6,14
133,eu_phil_4bb,120.705,21.738,121.449,22.906,25.0,0,0,0,0,0,0,0,0,0,30.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3020120.0724005452,5085450.927182701,2358265.2685859874,-3060177.7591873757,5003748.307643922,2478339.4475827008,150344.9842089342,30.51264231544647,121.077,22.322,121.07545206244241,22.322447766881012,-3040361.956697848,5044951.344061606,2418474.0167788533,-3040333.073771413,5044937.183154316,15.0,121.07572104913699,22.322300275258616,12,14
134,eu_phil_5,119.174,16.681,124.987,14.687,90.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-2973277.7826823257,5325727.654505156,1827729.6404462256,-3531736.286163537,5046278.641498863,1614392.1886788197,661014.4468489446,108.69502512907931,122.0805,15.684000000000001,122.09462647000875,15.703370766029417,-3256872.048948291,5192980.750983414,1723393.9880985161,-3256872.048948291,5192980.750983414,0.0,122.09462647000875,15.70337076602942,6,14
135,eu_phil_6,124.987,14.687,127.104,4.015,90.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3531736.286163537,5046278.641498863,1614392.1886788197,-3831820.6524384613,5065839.962499172,445833.4032029034,1203013.7818019686,168.6651530111884,126.0455,9.350999999999999,126.06167709007283,9.353375714626258,-3698399.4512497447,5078903.861244416,1034856.7672635497,-3698399.4512497447,5078903.861244416,0.0,126.06167709007283,9.35337571462626,6,14
136,frontal_thrustaaa,71.925,34.581,74.859,32.872,160.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1626538.6822179465,4983764.195189152,3613975.3490468552,1396852.3499080741,5162274.64698809,3456020.1740064085,331445.79606510303,124.05885814542751,73.392,33.7265,73.40654235578204,33.73527280886779,1512210.6918220746,5074726.344562065,3536201.7494574245,1512210.6918220746,5074726.344562065,0.0,73.40654235578204,33.73527280886779,6,4
137,frontal_thrustaab,74.859,32.872,80.96,28.512,160.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,1396852.3499080741,5162274.64698809,3456020.1740064085,879137.3084352048,5525684.476791112,3039453.9176283046,758224.3629551667,127.99567608526228,77.9095,30.692,77.97815038788923,30.728198263178683,1140038.163808669,5353418.553198753,3253547.9466032363,1140038.163808669,5353418.553198753,0.0,77.97815038788923,30.728198263178683,6,4
138,frontal_thrustab,80.96,28.512,85.675,26.987,160.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,879137.3084352048,5525684.476791112,3039453.9176283046,427904.8593951938,5657932.501183175,2889472.0460457997,494559.6306458695,108.86946179585648,83.3175,27.749499999999998,83.33392990823387,27.769642329859913,654020.0173048818,5596004.166975166,2966706.362564403,654020.0173048818,5596004.166975166,0.0,83.33392990823387,27.76964232985991,6,4
139,frontal_thrustba,85.675,26.987,93.1,26.872,160.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,427904.8593951938,5657932.501183175,2889472.0460457997,-307161.09190137824,5671567.052466817,2878077.6039769705,737430.4850553012,89.30529397289031,89.38749999999999,26.929499999999997,89.38938515066788,26.9783907251581,60473.623291062366,5674202.34293438,2888619.4235037365,60473.623291062366,5674202.34293438,0.0,89.38938515066788,26.9783907251581,6,4
140,frontal_thrustbba,93.1,26.872,94.613,27.907,160.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-307161.09190137824,5671567.052466817,2878077.6039769705,-452549.1083311725,5608737.007839987,2980204.6813857984,188540.78957294874,52.188608970244836,93.8565,27.389499999999998,93.85297822465024,27.391570066147178,-379898.4378360864,5640768.043625397,2929464.8856853065,-379898.4378360864,5640768.043625397,0.0,93.85297822465024,27.391570066147185,4,6
141,frontal_thrustbbb,94.613,27.907,97.225,28.023,90.0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-452549.1083311725,5608737.007839987,2980204.6813857984,-706921.196807332,5576288.933317623,2991590.8168034814,257320.4879863337,86.52451997797591,95.919,27.965,95.91830163736819,27.971198453108624,-579853.135575776,5593647.6190001415,2986507.679068646,-579853.135575776,5593647.6190001415,0.0,95.91830163736819,27.971198453108624,4,6
142,hidakaaaa,144.363,41.22,144.65,40.994,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3919939.4871032336,2780610.745992977,4176916.2977292514,-3892541.536473278,2790589.8883593157,4195840.788606738,34801.16023262451,136.05927330975635,144.50650000000002,41.107,144.50674600917654,41.10709047461531,-3906254.9322000253,2785610.697402806,4186394.2610195046,-3906257.4989644946,2785617.7445100253,7.5,144.50681030099193,41.10713733703368,8,7
143,hidakaaab,143.998,41.537,144.363,41.22,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3892541.536473278,2790589.8883593157,4195840.788606738,-3855845.857868468,2801641.644352024,4222275.249022744,46601.993185778934,138.9455476634823,144.1805,41.3785,144.18094307725312,41.37864690305117,-3874219.341548173,2796134.447533007,4209086.374311215,-3874221.5043857847,2796141.6289070724,7.5,144.18101068659846,41.37869125531983,8,7
144,hidakaabaa,143.858,41.627,143.998,41.537,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3855845.857868468,2801641.644352024,4222275.249022744,-3843627.9125862266,2807139.7392827775,4229756.779679711,15369.319151252934,130.52361238076995,143.928,41.582,143.92804859754136,41.582021485042354,-3849739.655850232,2804392.728960383,4226019.103772164,-3849742.733594415,2804399.5683675758,7.5,143.92810703585997,41.58207281558114,8,7
145,hidakaabab,143.653,41.764,143.858,41.627,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,20,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3843627.9125862266,2807139.7392827775,4229756.779679711,-3825402.581532563,2814871.7231582208,4241125.290873554,22863.769863696907,131.65376292944995,143.75549999999998,41.6955,143.7556087569023,41.69554611827583,-3834521.353888249,2811010.250061048,4235447.889202011,-3834524.283020206,2811017.1544209737,7.5,143.7556686372568,41.69559657241703,8,7
146,hidakaabba,143.313,41.994,143.653,41.764,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,20,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3825402.581532563,2814871.7231582208,4241125.290873554,-3794948.3784131254,2827328.138244791,4260156.55409374,38067.341489019745,132.0369720015821,143.483,41.879000000000005,143.4833047888212,41.879126976073074,-3810192.2992896982,2821112.5011655553,4250659.991074317,-3810195.13862158,2821119.4429372647,7.5,143.48336529042496,41.87917712731016,8,7
147,hidakaabbbaab,141.839,42.696,141.941,42.628,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,20,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3688819.404006912,2888143.7039428437,4312260.290325297,-3679645.305753119,2891541.844481603,4317817.463369658,11269.169927795641,132.05656227564918,141.89,42.662,141.89002778842053,42.6620114537248,-3684233.779261261,2889843.9019888444,4315040.572625846,-3684236.3843389493,2889850.9350230573,7.5,141.89008906661576,42.662061582630905,8,7
148,hidakaabbbab,141.769,42.78,141.839,42.696,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3679645.305753119,2891541.844481603,4317817.463369658,-3671133.374145076,2892114.7378836004,4324673.808933302,10951.29151303545,148.41470807039593,141.804,42.738,141.80402362064706,42.73800550236017,-3675390.682699619,2891829.356589187,4321247.246271938,-3675391.1863457686,2891836.8396594496,7.5,141.80410164278447,42.7380408640945,0,7
149,hiraaaa,135.876,35.058,135.918,35.21,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3741502.157491242,3628808.082194119,3657494.3567434293,-3737177.9621556206,3619301.460627624,3671308.932492079,17292.328110473863,12.776885320427999,135.897,35.134,135.89698048609878,35.134002296886585,-3739343.500695561,3624058.095067196,3664405.0770763336,-3739350.3276313245,3624054.989757536,7.5,135.8969002319428,35.134017247443886,5,16
150,hiraaab,135.918,35.21,136.016,35.279,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3737177.9621556206,3619301.460627624,3671308.932492079,-3740179.058459591,3609831.010060058,3677571.501818574,11754.170743538161,49.3338633686722,135.96699999999998,35.2445,135.96697924560942,35.2445100176803,-3738680.0992922196,3614567.7598012392,3674441.7925013844,-3738687.2488980736,3614570.0254437816,7.5,135.9669255474544,35.244561294373504,5,16
151,hiraaba,136.016,35.279,136.032,35.367,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3740179.058459591,3609831.010060058,3677571.501818574,-3737117.2868975815,3604860.759536937,3685550.806845709,9871.091847566098,8.470771559432034,136.024,35.323,136.0239956658584,35.3230004250759,-3738649.29310491,3607346.963425068,3681562.2784564043,-3738655.678731853,3607343.0297539406,7.5,136.02391408279206,35.32301038287901,5,16
152,hiraabb,136.025,35.49,136.032,35.367,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3737117.2868975815,3604860.759536937,3685550.806845709,-3730974.4404308647,3599815.368725449,3696689.1264290353,13661.455250804851,177.33103277465617,136.0285,35.4285,136.0285026607422,35.42850036453507,-3734048.004052762,3602340.1305217575,3691122.125991104,-3734043.2437993567,3602345.926208733,7.5,136.0284201600595,35.428497216732566,5,16
153,hiraba,136.025,35.49,136.05,35.574,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3730974.4404308647,3599815.368725449,3696689.1264290353,-3728638.9520651,3594421.8284958582,3704285.996719797,9591.66427451212,13.666071576478972,136.03750000000002,35.532,136.03749348546137,35.532000794294845,-3729807.7520076893,3597119.613158359,3700488.6276293052,-3729814.634471824,3597116.6329423543,7.5,136.0374131304298,35.5320167651139,5,16
154,hirabb,136.05,35.574,136.133,35.711,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,17,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3728638.9520651,3594421.8284958582,3704285.996719797,-3727445.6436348553,3582868.405179143,3716659.0409177463,16957.68178046117,26.289979090000934,136.0915,35.6425,136.09146458083012,35.64250753940149,-3728045.598204509,3588648.274024092,3710475.8515008427,-3728053.0585166756,3588647.503477289,7.5,136.09139033641833,35.642537478868825,5,16
155,hokk-sakhalinaaa,141.754,42.843,141.769,42.78,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3666639.310482701,2890130.319241164,4329809.96882599,-3671133.374145076,2892114.7378836004,4324673.808933302,7105.329649065079,170.0520571606036,141.7615,42.8115,141.76150380598898,42.811500332574006,-3668886.907794376,2891122.975599999,4327242.569962059,-3668889.9373238278,2891116.1146998177,7.5,141.7615941258215,42.81151199570304,0,7
156,hokk-sakhalinaaba,141.733,42.941,141.754,42.843,150.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3666639.310482701,2890130.319241164,4329809.96882599,-3659759.873540313,2886883.1767039183,4337789.14351621,11021.190673269959,171.03884046372957,141.74349999999998,42.892,141.74350831206706,42.89200069197095,-3663200.9505159557,2888507.82229844,4333801.197353051,-3663206.4954233677,2888496.0747879893,7.5,141.7436654038314,42.89201890622668,0,7
157,hokk-sakhalinaabb,141.733,42.941,141.74,43.075,30.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3659759.873540313,2886883.1767039183,4337789.14351621,-3652136.6255369135,2880146.065301833,4348678.899672546,14897.383424223543,2.1931284625035024,141.7365,43.008,141.73649619604362,43.00800044715657,-3655950.730059145,2883516.5760168154,4343237.0274641095,-3655942.1276512505,2883526.30990496,7.5,141.7366554110948,43.00799597227292,0,7
158,hokk-sakhalinaba,141.74,43.075,141.8,43.244,30.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3652136.6255369135,2880146.065301833,4348678.899672546,-3645054.7178588505,2868375.220268578,4362379.071227435,19398.976224318674,14.548649615713975,141.77,43.1595,141.7699586590598,43.159504559300785,-3648599.8749505254,2874263.938689533,4355534.091793906,-3648588.7438927307,2874270.635670373,7.5,141.77011326223615,43.159475186277334,0,7
159,hokk-sakhalinabbaa,141.8,43.244,141.847,43.538,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3645054.7178588505,2868375.220268578,4362379.071227435,-3629756.1010308964,2851518.18755442,4386121.992671243,32884.73188444581,6.633603471739753,141.82350000000002,43.391,141.82344320424957,43.39100431097566,-3637417.4383609993,2859956.141003243,4374265.276839547,-3637411.8845555848,2859961.1813648785,7.5,141.82353515194671,43.39099651260187,0,7
160,hokk-sakhalinabbab,141.847,43.538,141.91,43.809,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3629756.1010308964,2851518.18755442,4386121.992671243,-3616521.014272817,2834695.5653339536,4407905.2016483005,30535.323066328903,9.55595297750781,141.8785,43.6735,141.8784291266439,43.67350595240749,-3623148.8901030193,2843114.958873292,4397026.371571497,-3623142.9956635437,2843119.5962845604,7.5,141.87852083666593,43.67349474611991,0,7
161,hokk-sakhalinabbb,141.91,43.809,141.972,44.442,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3616521.014272817,2834695.5653339536,4407905.2016483005,-3581006.1315003247,2800607.9239551635,4458401.260985336,70510.42537988289,4.014059244509698,141.941,44.1255,141.94083447920127,44.12551300803705,-3598818.2428237507,2817694.4902383215,4433221.90695645,-3598813.0493620057,2817699.9011490676,7.5,141.94092795608012,44.12550828306648,0,7
162,hokk-sakhalinbaaaa,141.964,44.683,141.972,44.442,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3581006.1315003247,2800607.9239551635,4458401.260985336,-3565813.0225300253,2789528.2971311873,4477483.760928529,26788.238468855867,178.63771065231225,141.96800000000002,44.5625,141.96800825675015,44.56250134649891,-3573417.404465997,2795074.235899038,4467952.498717048,-3573421.8236004314,2795068.1760928654,7.5,141.9681026355366,44.56250295104304,0,7
163,hokk-sakhalinbaaaba,141.949,44.866,141.964,44.683,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3565813.0225300253,2789528.2971311873,4477483.760928529,-3553803.040094985,2781632.9884258374,4491920.895500254,20370.94037839264,176.65330372043675,141.9565,44.7745,141.95651184320008,44.77450098233711,-3559812.538653725,2785584.173841343,4484708.1244610995,-3559816.6585937217,2785577.9067770843,7.5,141.95660643182964,44.774504922213445,0,7
164,hokk-sakhalinbaaabb,141.925,44.968,141.949,44.866,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3553803.040094985,2781632.9884258374,4491920.895500254,-3546336.9156170175,2778185.4590033097,4499947.943902638,11492.593481683318,170.50047740811792,141.937,44.917,141.9370106146438,44.917000859124656,-3550071.4072777876,2779910.346619694,4495936.268398886,-3550074.551436433,2779903.5374885886,7.5,141.93710429623985,44.91701199733581,0,7
165,hokk-sakhalinbaab,141.886,45.166,141.925,44.968,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3546336.9156170175,2778185.4590033097,4499947.943902638,-3532188.8550154725,2770983.8140776386,4515489.127009748,22217.677212661038,172.03999647530296,141.90550000000002,45.067,141.9055336593515,45.06700252646402,-3539268.2117232806,2774588.823432169,4507725.462790452,-3539271.6139693516,2774582.139517023,7.5,141.90562797398962,45.067011872097524,0,7
166,hokk-sakhalinbab,141.846,45.431,141.886,45.166,135.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,5,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3532188.8550154725,2770983.8140776386,4515489.127009748,-3513793.040515867,2760517.3661546223,4536204.779449448,29618.110187283066,173.9050129434333,141.86599999999999,45.2985,141.86604658043174,45.29850329461963,-3523000.370591121,2765758.00301325,4525859.312782712,-3523004.0794865326,2765751.4842637666,7.5,141.86614165885484,45.29851045982363,0,7
167,hokk-sakhalinbba,141.448,46.555,141.846,45.431,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3513793.040515867,2760517.3661546223,4536204.779449448,-3424271.577225251,2728866.3815055527,4622986.469676835,128682.19886617262,165.99279455136931,141.647,45.992999999999995,141.6490143222226,45.993200988247004,-3469207.205929684,2744830.8970180047,4579831.456573474,-3469207.205929684,2744830.8970180047,7.5,141.6490143222226,45.99320098824701,0,7
168,hokk-sakhalinbbb,141.276,46.92,141.448,46.555,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3424271.577225251,2728866.3815055527,4622986.469676835,-3393018.6741198073,2720654.819641899,4650786.287387605,42651.76886250478,161.9861520564619,141.36200000000002,46.7375,141.36229015104374,46.73753523701509,-3408663.9857870475,2724775.7662944845,4636912.58456871,-3408663.9857870475,2724775.7662944845,7.5,141.36229015104374,46.73753523701509,0,7
169,hokk_japseaaa,140.698,41.453,140.706,41.409,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,8,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3695890.6541566737,3024405.187953643,4211616.909586561,-3692964.4902320243,3022871.685865012,4215283.087314535,4932.276063210903,172.20566348694672,140.702,41.431,140.70200135043055,41.43100011174208,-3694427.8469120273,3023638.6622979655,4213450.31836581,-3694424.36552435,3023645.30533491,7.5,140.70191245012563,41.43099095348954,1,8
170,hokk_japseaaba,140.497,42.22,140.698,41.453,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,1.0,1,0,0,1,0,0,0,0,0,0,8,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3692964.4902320243,3022871.685865012,4215283.087314535,-3638468.742247453,2999642.1536836075,4278789.9718321785,86811.26551988322,168.844662961093,140.59750000000003,41.8365,140.59809998249722,41.83655681195638,-3665800.9982829355,3011326.4771422804,4247136.370611227,-3665798.05734789,3011333.3764829054,7.5,140.5980113949743,41.83654374790204,1,8
171,hokk_japseaabba,140.471,42.292,140.497,42.22,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,1.0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3638468.742247453,2999642.1536836075,4278789.9718321785,-3632957.096737334,2997868.3410568177,4284712.312918348,8280.40895046503,164.97451767310218,140.484,42.256,140.48400739368157,42.25600085012148,-3635713.6802984914,2998755.877797687,4281752.057485724,-3635711.3826325024,2998763.017176582,7.5,140.48391961173732,42.2559833456305,1,0
172,hokk_japseaabbb,140.401,42.526,140.471,42.292,45.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,1.0,1,0,0,1,0,0,0,0,0,0,4,1,0,0,0,-1,1,0,-1,1,0,-1,1,-3632957.096737334,2997868.3410568177,4284712.312918348,-3615778.111617739,2991125.4996473426,4303913.144386688,26624.04995654751,167.47689867720524,140.436,42.409000000000006,140.43606504391724,42.40900654106531,-3624375.4466241314,2994503.4253137517,4294322.218838654,-3624372.706359882,2994510.4067857913,7.5,140.43597610158267,42.40899190085062,1,0
173,imp_east2b,139.169,34.519,139.225,35.028,70.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3948549.179550294,3405290.8029282195,3654764.7510727956,-3969629.5934645357,3430242.1299621533,3608300.3314638752,56698.84860717491,5.171283681708345,139.197,34.7735,139.19691403469685,34.77350854926975,-3959128.5294287987,3417800.210248265,3631569.1473258347,-3959126.4442263665,3417801.97195538,7.5,139.19694373423226,34.77350633138193,15,14
174,imp_eastaa,137.803,33.438,138.718,33.705,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3936468.1681661825,3568995.8130381056,3508680.479760143,-3980629.522495373,3494853.3678536573,3533403.458898972,89967.40579767658,70.52933222926433,138.26049999999998,33.5715,138.25979580582202,33.572346949883574,-3958647.155039056,3532011.8961946424,3521129.9505357267,-3958647.155039056,3532011.8961946424,7.5,138.25979580582202,33.572346949883574,15,14
175,imp_eastab,138.718,33.705,138.98,33.992,90.0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,1,0,0.0,1,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,1,0,-1,1,0,-1,1,-3980629.522495373,3494853.3678536573,3533403.458898972,-3983165.2343171486,3464954.499734324,3559892.764173816,40016.840317763395,37.22339165147771,138.849,33.8485,138.84878097394392,33.84857127218318,-3981917.014817325,3479920.969862939,3546665.813427518,-3981917.014817325,3479920.969862939,7.5,138.84878097394392,33.84857127218318,15,14
