name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,create_ribbon_mesh,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag
1944,32.049723,40.764318,32.070993,40.769000,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.931127,40.741261,31.956280,40.749034,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.879974,40.729925,31.894626,40.736180,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.835077,40.719999,31.857194,40.723786,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.857194,40.723786,31.879974,40.729925,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.894626,40.736180,31.931127,40.741261,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.027282,40.762163,32.049723,40.764318,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,31.956280,40.749034,31.993461,40.755662,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.163971,40.783279,32.179837,40.793203,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.083165,40.772389,32.163971,40.783279,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.179837,40.793203,32.189284,40.796486,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.189284,40.796486,32.218618,40.800229,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.218618,40.800229,32.239910,40.803862,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.501066,40.841052,32.531312,40.845367,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.359409,40.821251,32.389340,40.826353,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.424480,40.830033,32.439278,40.831881,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.389340,40.826353,32.412282,40.828474,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.662627,40.868663,32.689428,40.876097,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1944,32.531312,40.845367,32.564473,40.851199,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1951,32.865778,40.905738,32.894770,40.910415,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1951,32.800921,40.890482,32.833617,40.897938,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1951,32.768085,40.887803,32.800921,40.890482,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1951,32.722138,40.882306,32.768085,40.887803,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1951,33.079523,40.940230,33.109679,40.947467,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.625613,41.030341,33.658833,41.036684,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.380766,40.982199,33.413100,40.990020,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.198526,40.960028,33.214946,40.959106,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.214946,40.959106,33.256040,40.965379,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.292304,40.970212,33.305293,40.971077,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.344866,40.972037,33.363718,40.975148,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.363718,40.975148,33.380766,40.982199,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,33.481716,41.004845,33.513232,41.000529,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,35.661812,41.017662,35.674233,41.012290,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1943,35.573571,41.026180,35.661812,41.017662,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
new_segment,39.267349,39.871929,40.074177,39.968014,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.074177,39.968014,40.295133,40.008548,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.295133,40.008548,40.444511,40.110969,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.444511,40.110969,40.565881,40.120488,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.565881,40.120488,40.640570,40.160932,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.640570,40.160932,40.724595,40.227493,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.724595,40.227493,41.637000,40.410000,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_a,40.522391,38.839846,40.423791,38.915303,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.402178,38.945310,40.296173,38.988030,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.296173,38.988030,40.105167,39.010578,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.105167,39.010578,39.986696,39.046264,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,39.986696,39.046264,40.163194,39.230043,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.163194,39.230043,40.332440,39.198198,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.332440,39.198198,40.368666,39.132587,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.368666,39.132587,40.515217,39.165613,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,40.515217,39.165613,40.822590,39.321132,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_a_a,40.822590,39.321132,40.857387,39.294654,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_b_a_a,40.879696,39.270017,40.899357,39.245071,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1894,29.815961,40.713675,29.830428,40.712707,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
1894,29.350201,40.721313,29.465125,40.722850,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
Reilinger_2006_43_b,26.832740,40.584677,27.460560,40.812940,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,0,5,0,0,0,0,1,0,0
1942,36.529504,40.643199,36.415581,40.685715,90,100,0,0,0,0,0,0,0,1,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,1,0,0
new_segment_a_a_a_a,36.529504,40.643199,36.516850,40.646231,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_a_a_a,36.370339,40.679976,36.354591,40.685417,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,36.258826,40.721698,35.803008,40.748603,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_a_a,35.803008,40.748603,35.789782,40.749303,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_a_a_a_a,35.723857,40.744406,35.706111,40.746639,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment,35.367843,40.730004,35.137114,40.517405,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAF_splay1_b_a_a_a_a_a,34.778597,40.185911,34.800235,40.196458,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_a_a,35.126961,40.328897,35.249963,40.377554,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
new_segment,35.126961,40.328897,35.137114,40.517405,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
new_segment_b_a_a_a,35.534366,40.756328,35.514903,40.754448,90,0,0,0,0,0,0,0,0,0,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NAF_splay1_a_b_a_a_a,34.376821,40.037664,34.420835,40.059054,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_a_a_a,34.203221,39.961189,34.232805,39.969206,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_a_b_a,34.131124,39.926233,34.180083,39.948702,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_a_a_b_a,34.035122,39.895962,34.064963,39.902255,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_a_a_b_b,34.064963,39.902255,34.131124,39.926233,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_a_b_b,34.180083,39.948702,34.203221,39.961189,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_b_a_a,34.276859,39.991925,34.292923,39.997725,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_a_b,34.255880,39.979467,34.276859,39.991925,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_a_a_b,34.232805,39.969206,34.255880,39.979467,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_b_b,34.336086,40.016086,34.376821,40.037664,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_a_b_b_a_b,34.292923,39.997725,34.336086,40.016086,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_b_a_a,34.560089,40.117702,34.607127,40.129840,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_a_b_a,34.476247,40.082490,34.518750,40.104100,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_a_a_b,34.420835,40.059054,34.476247,40.082490,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_a_b_b,34.518750,40.104100,34.560089,40.117702,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_b_b_a_a,34.693360,40.155850,34.713419,40.166054,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_b_a_b,34.607127,40.129840,34.693360,40.155850,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_b_b_b,34.728477,40.172080,34.778597,40.185911,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_a_b_b_b_a_b,34.713419,40.166054,34.728477,40.172080,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_a_a_a,34.962831,40.259376,34.996356,40.267966,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_b_a_a,34.862806,40.218684,34.883418,40.230032,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_a_b_a,34.818517,40.201940,34.844194,40.213697,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_a_a_b,34.800235,40.196458,34.818517,40.201940,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_a_b_b,34.844194,40.213697,34.862806,40.218684,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_b_b,34.922316,40.245610,34.962831,40.259376,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_a_b_a_b,34.883418,40.230032,34.922316,40.245610,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_b_a_a,35.045341,40.291588,35.071944,40.304000,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_a_b,35.012660,40.280408,35.045341,40.291588,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_a_a_b,34.996356,40.267966,35.012660,40.280408,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_b_b,35.090679,40.311318,35.126961,40.328897,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_a_b_b_a_b,35.071944,40.304000,35.090679,40.311318,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_a_a_a,35.351998,40.413405,35.367408,40.417322,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_a_b_a_a,35.249963,40.377554,35.275857,40.389424,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_b_a_a,35.433989,40.440929,35.471600,40.449600,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_a_b_b,35.298668,40.394248,35.351998,40.413405,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_a_b_a_b,35.275857,40.389424,35.298668,40.394248,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_a_b,35.410878,40.433680,35.433989,40.440929,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_a_a_b,35.367408,40.417322,35.410878,40.433680,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_b_b,35.496878,40.458741,35.602936,40.490042,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_b_b_b_b_a_b,35.471600,40.449600,35.496878,40.458741,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_b_a,35.789745,40.539423,35.865311,40.548437,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_b_a_a_a,35.689923,40.512889,35.710969,40.518885,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_b_b,35.779310,40.534393,35.789745,40.539423,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_a_b,35.667859,40.509110,35.689923,40.512889,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_a_a_b,35.629754,40.499509,35.667859,40.509110,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_b_a_b_a,35.733602,40.524211,35.756236,40.529168,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_b_a_b_b,35.756236,40.529168,35.779310,40.534393,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_a_b_a_a_b,35.710969,40.518885,35.733602,40.524211,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_b_b_a,35.865311,40.548437,35.932484,40.555583,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2a_b_b_b_a,35.932484,40.555583,35.963290,40.555238,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_a_a_a_a,36.233035,40.551326,36.258731,40.553245,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_a_b_a_a_a_a,36.083927,40.565284,36.099936,40.566218,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_a_a_b_a,36.018681,40.557661,36.051734,40.560726,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_a_b_b,36.200226,40.561375,36.233035,40.551326,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_a_b_a_b_a,36.136234,40.566026,36.168323,40.563546,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_b_a_a,36.396886,40.553574,36.425071,40.550852,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_a_b_a,36.303097,40.550317,36.331634,40.553627,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_a_a_b,36.283735,40.554814,36.303097,40.550317,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_a_b_b,36.331634,40.553627,36.396886,40.553574,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_b_b_a,36.450266,40.552405,36.472535,40.551709,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_b_a_b,36.425071,40.550852,36.450266,40.552405,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2ba_b_b_b_b,36.472535,40.551709,36.495297,40.548953,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2bb_b_a_a_a,36.735311,40.518506,36.773495,40.512454,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2bb_a_b_a_a_a,36.609429,40.528328,36.622910,40.528622,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
NAF_splay1_2bb_a_a_b,36.546875,40.547153,36.609429,40.528328,90,100,0,0,0,0,0,0,0,0,15,5,0,1,0,0,1,0,0,1,0,0,1,0,15,5,0,0,0,0,0,0,0
new_segment_a,35.922378,40.915420,35.932772,40.911944,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a,35.943662,40.917812,35.960037,40.912549,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment,36.026177,40.882441,36.061917,40.889093,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a_a,36.061917,40.889093,36.072869,40.885618,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a,36.163333,40.860527,36.160913,40.846681,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a,36.207061,40.824611,36.225922,40.817233,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a,36.309388,40.783762,36.317144,40.781309,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment,36.343121,40.759273,36.340630,40.749126,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
new_segment_a_a,36.340630,40.749126,36.347589,40.746229,90,0,0,0,0,0,0,0,0,1,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
