,Unnamed: 0,name,lon1,lat1,lon2,lat2,dip,res,other3,other6,other7,other8,other9,other10,other11,other12,locking_depth,locking_depth_sig,locking_depth_flag,dip_sig,dip_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,burial_depth,burial_depth_sig,burial_depth_flag,resolution_override,resolution_other,patch_file_name,patch_flag,patch_slip_file,patch_slip_flag,centroid_lon,centroid_lat
2722,2722,Pingtung_plane_Shyu05_9                                             ,120.611,22.977,120.64,22.979,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,120.6255,22.978
2723,2723,Pingtung_western_close                                              ,120.652,23.01,120.64,22.979,45.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,120.646,22.994500000000002
2724,2724,Port_McCaffrey13_1                                                  ,236.067,46.006,236.524,45.713,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,236.2955,45.8595
2725,2725,Port_McCaffrey13_2                                                  ,236.524,45.713,237.063,45.213,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,236.7935,45.463
2726,2726,Port_McCaffrey13_3                                                  ,237.063,45.213,237.987,44.735,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,237.52499999999998,44.974000000000004
2727,2727,Port_McCaffrey13_4                                                  ,237.987,44.735,238.252,45.248,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,238.11950000000002,44.9915
2728,2728,Port_McCaffrey13_5                                                  ,238.252,45.248,238.045,45.722,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,238.1485,45.485
2729,2729,Port_McCaffrey13_6                                                  ,238.045,45.722,237.763,46.28,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,237.904,46.001000000000005
2730,2730,Port_close1                                                         ,237.763,46.28,237.711,46.703,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,237.73700000000002,46.4915
2731,2731,Port_close2                                                         ,236.067,46.006,235.343,46.442,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,235.70499999999998,46.224000000000004
2732,2732,QC_connect                                                          ,225.351,55.283,225.484,55.067,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,225.41750000000002,55.175
2733,2733,QueenCharlotte-Fairweather_Koon10_1                                 ,225.351,55.283,223.37,57.716,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,224.3605,56.4995
2734,2734,QueenCharlotte-Fairweather_Koon10_2                                 ,223.37,57.716,222.304,58.782,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,222.837,58.248999999999995
2735,2735,QueenCharlotte-Fairweather_Koon10_3a                                ,222.304,58.782,221.694,59.3,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,221.999,59.041
2736,2736,QueenCharlotte-Fairweather_Koon10_3b                                ,221.694,59.3,221.204,59.73,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,221.449,59.515
2737,2737,QueenCharlotte-Fairweather_Koon10_4a                                ,221.204,59.73,220.966,59.886,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,221.085,59.808
2738,2738,QueenCharlotte-Fairweather_Koon10_4b                                ,220.966,59.886,220.105,60.487,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,220.5355,60.1865
2739,2739,QueenCharlotte-Fairweather_Koon10_5                                 ,220.105,60.487,219.772,60.802,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,219.93849999999998,60.6445
2740,2740,RAUR_fault_1                                                        ,175.249,-39.451,175.338,-39.373,90.0,100,0,0,0,0,0,0,0,0,20.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,175.2935,-39.412
2741,2741,RAUR_fault_2                                                        ,175.338,-39.373,175.351,-39.266,90.0,100,0,0,0,0,0,0,0,0,20.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,175.34449999999998,-39.3195
2742,2742,RAUR_fault_3                                                        ,175.351,-39.266,175.384,-39.219,90.0,100,0,0,0,0,0,0,0,0,20.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,175.3675,-39.2425
2743,2743,RI_close                                                            ,254.753,18.762,254.809,18.888,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,254.781,18.825000000000003
2744,2744,RI_connect                                                          ,254.414,17.881,254.648,18.551,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,254.531,18.216
2745,2745,RYUKU_close_N                                                       ,123.194,24.854,122.628,25.027,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,122.911,24.9405
2746,2746,Reilinger10_cyprus_arcaaaa                                          ,30.88,37.652,31.148,37.028,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,31.014,37.34
2747,2747,Reilinger10_cyprus_arcaaab                                          ,31.148,37.028,31.519,36.344,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,31.3335,36.686
2748,2748,Reilinger10_cyprus_arcaab                                           ,31.519,36.344,32.014,35.781,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,31.7665,36.0625
2749,2749,Reilinger10_cyprus_arcab                                            ,32.014,35.781,32.783,35.381,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,32.3985,35.581
2750,2750,Reilinger10_cyprus_arcba                                            ,32.783,35.381,33.331,35.256,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,33.057,35.3185
2751,2751,Reilinger10_cyprus_arcbba                                           ,33.331,35.256,33.964,35.38,135.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,33.6475,35.318
2752,2752,Reilinger10_cyprus_arcbbba                                          ,33.964,35.38,34.512,35.624,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,34.238,35.502
2753,2753,Reilinger10_cyprus_arcbbbb                                          ,34.512,35.624,34.944,35.955,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,34.728,35.789500000000004
2754,2754,Reilinger_2006_16                                                   ,22.623,43.172,23.297,42.868,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,22.96,43.019999999999996
2755,2755,Reilinger_2006_17a                                                  ,22.723,40.717,23.38,40.727,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,23.051499999999997,40.721999999999994
2756,2756,Reilinger_2006_17b                                                  ,23.38,40.727,24.03,40.713,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,23.705,40.72
2757,2757,Reilinger_2006_21                                                   ,23.297,42.868,23.953,42.678,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,23.625,42.772999999999996
2758,2758,Reilinger_2006_24                                                   ,23.68,39.426,23.89,39.752,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,23.785,39.589
2759,2759,Reilinger_2006_26                                                   ,23.89,39.752,24.7,40.139,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,24.295,39.9455
2760,2760,Reilinger_2006_27                                                   ,23.953,42.678,25.612,42.625,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,24.7825,42.6515
2761,2761,Reilinger_2006_28                                                   ,24.03,40.713,24.7,40.139,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,24.365000000000002,40.426
2762,2762,Reilinger_2006_33                                                   ,24.7,40.139,26.167,40.414,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,25.433500000000002,40.2765
2763,2763,Reilinger_2006_4                                                    ,19.395,42.359,22.623,43.172,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,21.009,42.7655
2764,2764,Reilinger_2006_41                                                   ,25.612,42.625,28.17,42.689,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.891,42.657
2765,2765,Reilinger_2006_43                                                   ,26.167,40.414,27.489,40.795,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.828000000000003,40.6045
2766,2766,Reilinger_2006_50                                                   ,27.489,40.795,28.017,40.809,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,27.753,40.802
2767,2767,Reilinger_2006_57                                                   ,28.17,42.689,33.714,44.31,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,30.942,43.4995
2768,2768,Reilinger_2006_7                                                    ,20.468,40.019,22.723,40.717,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,21.5955,40.367999999999995
2769,2769,Reilinger_2006_76b                                                  ,31.764,33.829,32.26,32.64,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,32.012,33.2345
2770,2770,Reilinger_2006_79                                                   ,32.26,32.64,32.484,29.893,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,32.372,31.2665
2771,2771,Reilinger_2006_80                                                   ,32.484,29.893,32.896,28.82,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,32.69,29.3565
2772,2772,Reilinger_2006_82                                                   ,32.896,28.82,34.37,27.29,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,33.632999999999996,28.055
2773,2773,Reilinger_2006_84                                                   ,33.714,44.31,36.036,44.822,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,34.875,44.566
2774,2774,Reilinger_2006_85                                                   ,34.37,27.29,35.01,29.61,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,34.69,28.45
2775,2775,Reilinger_2006_89                                                   ,35.01,29.61,35.58,31.32,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,35.295,30.465
2776,2776,Reilinger_2006_90                                                   ,35.47,31.38,35.58,31.32,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,35.525,31.35
2777,2777,Reilinger_2006_91                                                   ,35.47,31.38,35.526,31.995,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,35.498000000000005,31.6875
2778,2778,Reilinger_2006_95                                                   ,36.036,44.822,39.909,43.294,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,37.9725,44.058
2779,2779,Reilinger_2006_96aaa                                                ,36.272,35.744,36.22,35.418,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.245999999999995,35.581
2780,2780,Reilinger_2006_96aab                                                ,36.22,35.418,36.37,35.286,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.295,35.352000000000004
2781,2781,Reilinger_2006_96abaa                                               ,36.37,35.286,36.329,35.039,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.3495,35.1625
2782,2782,Reilinger_2006_96abab                                               ,36.329,35.039,36.332,34.666,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.3305,34.8525
2783,2783,Reilinger_2006_96abb                                                ,36.332,34.666,36.292,34.461,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.312,34.5635
2784,2784,Reilinger_2006_96bbaa                                               ,36.348,35.924,36.354,35.984,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.351,35.954
2785,2785,Reilinger_2006_96bbab                                               ,36.354,35.984,36.377,36.211,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.3655,36.0975
2786,2786,Reilinger_2006_96bbb                                                ,36.377,36.211,36.43,36.63,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.4035,36.420500000000004
2787,2787,Reilinger_2006_97                                                   ,36.43,36.63,36.641,37.036,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.5355,36.833
2788,2788,Reilinger_2006_98                                                   ,36.641,37.036,36.896,37.396,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.7685,37.216
2789,2789,Reilinger_crete_connecta                                            ,35.691,35.849,35.939,36.062,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,35.815,35.9555
2790,2790,Reilinger_crete_connectb                                            ,35.939,36.062,36.43,36.63,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,36.1845,36.346000000000004
2791,2791,Relinger_vernant_close                                              ,23.68,39.426,23.941,39.378,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,23.810499999999998,39.402
2792,2792,Rhod_Connect4                                                       ,27.986,35.622,27.997,35.25,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,27.991500000000002,35.436
2793,2793,Rhod_connect                                                        ,27.427,36.771,28.604,36.912,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,28.0155,36.841499999999996
2794,2794,Rhod_connect2                                                       ,28.366,36.367,28.528,36.601,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,-10.0,20.0,1,0,0,0,0,0,-1,0,0,0,28.447,36.483999999999995
2795,2795,Rhod_connect3                                                       ,26.156,34.902,26.469,34.636,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.3125,34.769000000000005
2796,2796,Rhodes_Vernant14_1                                                  ,27.427,36.771,27.015,36.28,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,27.221,36.5255
2797,2797,Rhodes_Vernant14_2                                                  ,27.015,36.28,26.853,35.801,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.934,36.0405
2798,2798,Rhodes_Vernant14_3                                                  ,26.853,35.801,26.545,35.668,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.699,35.7345
2799,2799,Rhodes_Vernant14_4                                                  ,26.545,35.668,26.156,34.902,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,26.3505,35.285
2800,2800,Ritz_Caucasusa                                                      ,49.078,38.237,48.998,39.691,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,49.038,38.964
2801,2801,Ritz_Caucasusbaa                                                    ,48.998,39.691,48.886,40.063,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,48.942,39.877
2802,2802,Ritz_Caucasusbab                                                    ,48.886,40.063,48.563,40.52,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,48.724500000000006,40.2915
2803,2803,Ritz_Caucasusbba                                                    ,48.563,40.52,48.406,40.68,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,48.4845,40.6
2804,2804,Rodriguez09_Graben2_1                                               ,272.349,15.796,272.343,15.565,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.346,15.680499999999999
2805,2805,Rodriguez09_Graben2_2                                               ,272.343,15.565,272.223,15.424,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.283,15.494499999999999
2806,2806,Rodriguez09_Graben2_3                                               ,272.223,15.424,272.148,15.25,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.18550000000005,15.337
2807,2807,Rodriguez09_Graben2_4                                               ,272.148,15.25,272.142,15.097,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.145,15.1735
2808,2808,Rodriguez09_Graben2_5                                               ,272.142,15.097,272.169,14.978,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,272.15549999999996,15.0375
2809,2809,Rodriguez09_Motagua_1                                               ,268.933,14.983,269.148,14.955,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,269.0405,14.969000000000001
2810,2810,Rodriguez09_Motagua_10                                              ,270.745,15.154,270.971,15.255,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,270.858,15.2045
2811,2811,Rodriguez09_Motagua_11                                              ,270.971,15.255,271.171,15.339,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.071,15.297
2812,2812,Rodriguez09_Motagua_12                                              ,271.171,15.339,271.347,15.441,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.259,15.39
2813,2813,Rodriguez09_Motagua_13                                              ,271.347,15.441,271.535,15.561,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.44100000000003,15.501000000000001
2814,2814,Rodriguez09_Motagua_14                                              ,271.535,15.561,271.652,15.634,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.5935,15.5975
2815,2815,Rodriguez09_Motagua_15                                              ,271.652,15.634,271.775,15.748,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.71349999999995,15.690999999999999
2816,2816,Rodriguez09_Motagua_16                                              ,271.775,15.748,271.906,15.891,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.8405,15.8195
2817,2817,Rodriguez09_Motagua_17                                              ,271.906,15.891,272.046,16.006,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,271.976,15.9485
2818,2818,Rodriguez09_Motagua_2                                               ,269.148,14.955,269.353,14.912,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,269.2505,14.9335
2819,2819,Rodriguez09_Motagua_3                                               ,269.353,14.912,269.584,14.895,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,269.4685,14.903500000000001
2820,2820,Rodriguez09_Motagua_4                                               ,269.584,14.895,269.799,14.893,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,269.6915,14.894
2821,2821,Rodriguez09_Motagua_5                                               ,269.799,14.893,269.923,14.892,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,269.861,14.8925
2822,2822,Rodriguez09_Motagua_6                                               ,269.923,14.892,270.087,14.908,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,270.005,14.899999999999999
2823,2823,Rodriguez09_Motagua_7                                               ,270.087,14.908,270.273,14.957,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,270.18,14.932500000000001
2824,2824,Rodriguez09_Motagua_8                                               ,270.273,14.957,270.483,15.049,90.0,100,0,0,0,0,0,0,0,0,15.0,5,0,1,0,0.0,1.0,0,0.0,1.0,0,0.0,1.0,0,0,0,0,0,0,-1,0,0,0,270.37800000000004,15.003
