name,lon1,lat1,lon2,lat2,dip,create_ribbon_mesh,locking_depth,locking_depth_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,mesh_file_index,mesh_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
eu_phil_1bbaabb,138.624000,34.886000,138.636000,35.081000,155,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_1bbab,138.636000,35.081000,138.594000,35.204000,45,0,20,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_1bbba,138.594000,35.204000,138.547000,35.297000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_1bbbb,138.547000,35.297000,138.484000,35.543000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_2aa,131.826000,29.509000,132.656000,30.391000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_2ab,132.656000,30.391000,132.677000,30.662000,155,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_2ba,132.677000,30.662000,132.812000,30.975000,155,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_2bbaa,132.812000,30.975000,133.217000,31.251000,155,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_2bbab,133.217000,31.251000,133.337000,31.526000,155,0,30,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_2bbb,133.337000,31.526000,133.802000,31.789000,155,0,30,0,0,1,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_3a,121.449000,22.906000,121.776000,24.283000,25,0,30,0,0,1,0,80,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3baba,122.975000,23.434000,123.803000,23.409000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3babbaa,123.803000,23.409000,124.260000,23.402000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3babbab,124.260000,23.402000,124.717000,23.396000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3babbb,124.717000,23.396000,125.631000,23.384000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbaaaa,125.631000,23.384000,126.188000,23.671000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbaaab,126.188000,23.671000,126.744000,23.958000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbaab,126.744000,23.958000,127.429000,24.508000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbabaa,127.429000,24.508000,127.943000,24.951000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,1,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbabab,127.943000,24.951000,128.457000,25.395000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbabba,128.457000,25.395000,128.971000,25.838000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
