name,lon1,lat1,lon2,lat2,dip,create_ribbon_mesh,locking_depth,locking_depth_flag,ss_rate,ss_rate_sig,ss_rate_flag,ds_rate,ds_rate_sig,ds_rate_flag,ts_rate,ts_rate_sig,ts_rate_flag,mesh_file_index,mesh_flag,ss_rate_bound_flag,ss_rate_bound_min,ss_rate_bound_max,ds_rate_bound_flag,ds_rate_bound_min,ds_rate_bound_max,ts_rate_bound_flag,ts_rate_bound_min,ts_rate_bound_max
eu_phil_3bbabbb,128.971000,25.838000,129.485000,26.281000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbaaaa,129.485000,26.281000,130.000000,26.986000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbaaab,130.000000,26.986000,130.515000,27.691000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbaab,130.515000,27.691000,130.654000,28.131000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbab,130.654000,28.131000,131.227000,28.404000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbba,131.227000,28.404000,131.526000,28.956000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_3bbbbb,131.526000,28.956000,131.826000,29.509000,155,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_4a,119.174000,16.681000,120.449000,19.844000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_4ba,120.449000,19.844000,120.705000,21.738000,25,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_4bb,120.705000,21.738000,121.449000,22.906000,25,0,30,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_5,119.174000,16.681000,124.987000,14.687000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
eu_phil_6,124.987000,14.687000,127.104000,4.015000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustaaa,71.925000,34.581000,74.859000,32.872000,160,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustaab,74.859000,32.872000,80.960000,28.512000,160,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustab,80.960000,28.512000,85.675000,26.987000,160,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustba,85.675000,26.987000,93.100000,26.872000,160,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustbba,93.100000,26.872000,94.613000,27.907000,160,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
frontal_thrustbbb,94.613000,27.907000,97.225000,28.023000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaaaa,144.650000,40.994000,144.363000,41.220000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaaab,144.363000,41.220000,143.998000,41.537000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaabaa,143.998000,41.537000,143.858000,41.627000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaabab,143.858000,41.627000,143.653000,41.764000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaabba,143.653000,41.764000,143.313000,41.994000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaabbbaab,141.941000,42.628000,141.839000,42.696000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hidakaabbbab,141.839000,42.696000,141.769000,42.780000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hiraaaa,135.876000,35.058000,135.918000,35.210000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hiraaab,135.918000,35.210000,136.016000,35.279000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hiraaba,136.016000,35.279000,136.032000,35.367000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hiraabb,136.032000,35.367000,136.025000,35.490000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hiraba,136.025000,35.490000,136.050000,35.574000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hirabb,136.050000,35.574000,136.133000,35.711000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinaaa,141.754000,42.843000,141.769000,42.780000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinaaba,141.754000,42.843000,141.733000,42.941000,150,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinaabb,141.733000,42.941000,141.740000,43.075000,30,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinaba,141.740000,43.075000,141.800000,43.244000,30,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinabbaa,141.800000,43.244000,141.847000,43.538000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinabbab,141.847000,43.538000,141.910000,43.809000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinabbb,141.910000,43.809000,141.972000,44.442000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbaaaa,141.972000,44.442000,141.964000,44.683000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbaaaba,141.964000,44.683000,141.949000,44.866000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbaaabb,141.949000,44.866000,141.925000,44.968000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbaab,141.925000,44.968000,141.886000,45.166000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbab,141.886000,45.166000,141.846000,45.431000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbba,141.846000,45.431000,141.448000,46.555000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk-sakhalinbbb,141.448000,46.555000,141.276000,46.920000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk_japseaaa,140.706000,41.409000,140.698000,41.453000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk_japseaaba,140.698000,41.453000,140.497000,42.220000,45,0,15,0,0,1,0,1,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk_japseaabba,140.497000,42.220000,140.471000,42.292000,45,0,15,0,0,1,0,1,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
hokk_japseaabbb,140.471000,42.292000,140.401000,42.526000,45,0,15,0,0,1,0,1,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
imp_east2b,139.225000,35.028000,139.169000,34.519000,70,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
imp_eastaa,137.803000,33.438000,138.718000,33.705000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
imp_eastab,138.718000,33.705000,138.980000,33.992000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
imp_eastb,138.980000,33.992000,139.169000,34.519000,110,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
ishikari,141.941000,42.628000,142.112000,42.462000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istl_conna,137.850000,37.094000,137.919000,37.329000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istl_connb,137.919000,37.329000,138.534000,37.923000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istlaa,138.078000,36.015000,138.181000,35.957000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istlaba,138.181000,35.957000,138.288000,35.858000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istlabb,138.288000,35.858000,138.395000,35.760000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istlba,138.395000,35.760000,138.442000,35.653000,30,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
istlbb,138.442000,35.653000,138.484000,35.543000,30,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,1,5,14,0,-1,1,0,-1,1
j_back_arc_2aa,137.884000,36.437000,137.934000,36.273000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2abaa,137.934000,36.273000,137.990000,36.175000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2abab,137.990000,36.175000,138.047000,36.078000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2abb,138.047000,36.078000,138.078000,36.015000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2baaaaa,137.884000,36.437000,137.843000,36.562000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2baaaab,137.843000,36.562000,137.856000,36.691000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2baaaba,137.856000,36.691000,137.860000,36.883000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2baaabb,137.860000,36.883000,137.850000,37.094000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babaa,138.534000,37.923000,138.534000,38.140000,90,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babab,138.534000,38.140000,138.601000,38.461000,90,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babbaa,138.601000,38.461000,138.872000,38.911000,90,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babbab,138.872000,38.911000,139.149000,39.321000,90,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babbba,139.149000,39.321000,139.600000,40.020000,90,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2babbbb,139.600000,40.020000,139.615000,40.657000,90,0,40,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbaaaa,139.615000,40.657000,139.482000,41.793000,90,0,35,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbaaab,139.482000,41.793000,139.415000,42.444000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbaab,139.415000,42.444000,139.371000,43.179000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbab,139.371000,43.179000,139.290000,43.790000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbba,139.290000,43.790000,139.291000,43.817000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbbbaa,139.291000,43.817000,139.312000,44.020000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbbbab,139.312000,44.020000,139.347000,44.135000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_back_arc_2bbbbb,139.347000,44.135000,139.381000,44.299000,90,0,25,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabaaa,138.974000,35.377000,139.024000,35.354000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabaab,139.024000,35.354000,139.120000,35.307000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aababa,139.120000,35.307000,139.160000,35.270000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aababb,139.160000,35.270000,139.194000,35.241000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabbaaa,139.194000,35.241000,139.223000,35.198000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabbaab,139.223000,35.198000,139.250000,35.145000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabbab,139.250000,35.145000,139.322000,35.019000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2aabbb,139.322000,35.019000,139.397000,34.903000,160,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2abaa,139.397000,34.903000,139.496000,34.823000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababaa,139.496000,34.823000,139.562000,34.772000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababab,139.562000,34.772000,139.644000,34.734000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababba,139.644000,34.734000,139.762000,34.694000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababbbaa,139.762000,34.694000,139.867000,34.702000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababbbab,139.867000,34.702000,139.986000,34.718000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ababbbb,139.986000,34.718000,140.058000,34.654000,168,0,30,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2abba,140.058000,34.654000,140.127000,34.579000,167.5,0,25,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2abbb,140.127000,34.579000,140.305000,34.460000,167.5,0,25,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2ba,140.305000,34.460000,140.701000,34.324000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bba,140.701000,34.324000,140.985000,34.268000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbaaa,140.985000,34.268000,141.204000,34.289000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbaab,141.204000,34.289000,141.319000,34.282000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbaba,141.319000,34.282000,141.527000,34.253000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbabb,141.527000,34.253000,141.735000,34.205000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbba,141.735000,34.205000,141.820000,34.175000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbbba,141.820000,34.175000,141.912000,34.157000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
j_cut_2bbbbbb,141.912000,34.157000,142.063000,34.129000,175,0,6.5,0,0,1,0,0,1,0,0,1,0,2,1,0,-1,1,0,-1,1,0,-1,1
kanazawaaa,140.706000,39.206000,140.736000,39.388000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kanazawaaba,140.736000,39.388000,140.826000,39.507000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kanazawaabb,140.826000,39.507000,140.932000,39.706000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kanazawabaa,140.932000,39.706000,140.980000,40.037000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kanazawabab,140.980000,40.037000,140.946000,40.339000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kanazawabb,140.946000,40.339000,140.847000,40.765000,45,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
kurokura,138.974000,35.377000,139.720000,35.935000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaabaa,132.677000,33.731000,132.755000,33.772000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaabaa,132.677000,33.731000,131.989000,33.424000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaababa,132.755000,33.772000,132.905000,33.798000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaababba,132.905000,33.798000,132.974000,33.831000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaababbb,132.974000,33.831000,133.095000,33.877000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaaabb,133.095000,33.877000,133.250000,33.902000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaabaa,133.250000,33.902000,133.627000,33.977000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaabab,133.627000,33.977000,133.857000,34.042000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineaabba,133.857000,34.042000,134.097000,34.068000,120,1,15,0,0,1,0,0,1,0,0,1,0,-1,0,1,-9,-6,0,-1,1,0,-1,1
median_tectonic_lineaabbb,134.097000,34.068000,134.768000,34.195000,120,1,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineabaaaa,134.768000,34.195000,134.890000,34.345000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineabaaab,134.890000,34.345000,134.949000,34.466000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineabaab,134.949000,34.466000,135.199000,34.707000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineababa,135.199000,34.707000,135.337000,34.788000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
median_tectonic_lineababb,135.337000,34.788000,135.467000,34.829000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mex-coast,253.920000,18.860000,268.640000,12.880000,90,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mtl-conn1a,135.467000,34.829000,135.652000,34.856000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mtl-conn1baa,135.652000,34.856000,135.730000,34.862000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mtl-conn1bab,135.730000,34.862000,135.775000,34.892000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mtl-conn1bba,135.775000,34.892000,135.831000,34.976000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
mtl-conn1bbb,135.831000,34.976000,135.876000,35.058000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachia,138.334000,36.727000,138.387000,36.856000,135,0,10,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibaaa,138.387000,36.856000,138.599000,37.104000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibaab,138.599000,37.104000,138.771000,37.333000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibabaa,138.771000,37.333000,138.927000,37.523000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibabab,138.927000,37.523000,139.022000,37.717000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibabba,139.022000,37.717000,139.141000,37.811000,135,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibabbb,139.141000,37.811000,139.322000,37.920000,135,0,5,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
muikamachibb,139.322000,37.920000,139.419000,38.021000,135,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
n_ridge_1aaaa,131.794000,33.351000,131.514000,33.299000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
n_ridge_1aaab,131.514000,33.299000,131.406000,33.259000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
n_ridge_1aaba,131.406000,33.259000,131.236000,33.208000,120,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
n_ridge_1aabb,131.236000,33.208000,131.109000,33.102000,90,0,15,0,0,1,0,0,1,0,0,1,0,-1,0,0,-1,1,0,-1,1,0,-1,1
